AreaCode,Year,LitresPerCapita,RecordStatus
CIV,2014,0.79,Unrecorded
CIV,2015,2.57,Total
CIV,2015,1.74,Recorded
CIV,2015,0.83,Unrecorded
CIV,2016,2.66,Total
CIV,2016,1.81,Recorded
CIV,2016,0.85,Unrecorded
CIV,2017,2.72,Total
CIV,2017,1.86,Recorded
CIV,2017,0.86,Unrecorded
CIV,2018,2.81,Total
CIV,2018,1.93,Recorded
CIV,2018,0.88,Unrecorded
CIV,2019,2.81,Total
CIV,2019,1.93,Recorded
CIV,2019,0.88,Unrecorded
CIV,2020,2.85,Total
CIV,2020,1.97,Recorded
CIV,2020,0.88,Unrecorded
HRV,2000,13.82,Total
HRV,2000,13.19,Recorded
HRV,2000,0.63,Unrecorded
HRV,2001,13.82,Total
HRV,2001,13.19,Recorded
HRV,2001,0.63,Unrecorded
HRV,2002,13.72,Total
HRV,2002,13.09,Recorded
HRV,2002,0.63,Unrecorded
HRV,2003,13.31,Total
HRV,2003,12.67,Recorded
HRV,2003,0.64,Unrecorded
HRV,2004,12.459999999999999,Total
HRV,2004,11.77,Recorded
HRV,2004,0.69,Unrecorded
HRV,2005,11.95,Total
HRV,2005,11.25,Recorded
HRV,2005,0.7,Unrecorded
HRV,2006,11.75,Total
HRV,2006,11.05,Recorded
HRV,2006,0.7,Unrecorded
HRV,2007,11.959999999999999,Total
HRV,2007,11.28,Recorded
HRV,2007,0.68,Unrecorded
HRV,2008,12.02,Total
HRV,2008,11.35,Recorded
HRV,2008,0.67,Unrecorded
HRV,2009,11.959999999999999,Total
HRV,2009,11.29,Recorded
HRV,2009,0.67,Unrecorded
HRV,2010,11.98,Total
HRV,2010,11.31,Recorded
HRV,2010,0.67,Unrecorded
HRV,2011,11.91,Total
HRV,2011,11.24,Recorded
HRV,2011,0.67,Unrecorded
HRV,2012,11.77,Total
HRV,2012,11.1,Recorded
HRV,2012,0.67,Unrecorded
HRV,2013,11.25,Total
HRV,2013,10.56,Recorded
HRV,2013,0.69,Unrecorded
HRV,2014,10.979999999999999,Total
HRV,2014,10.28,Recorded
HRV,2014,0.7,Unrecorded
HRV,2015,10.85,Total
HRV,2015,10.16,Recorded
HRV,2015,0.69,Unrecorded
HRV,2016,10.93,Total
HRV,2016,10.25,Recorded
HRV,2016,0.68,Unrecorded
HRV,2017,10.9,Total
HRV,2017,10.24,Recorded
HRV,2017,0.66,Unrecorded
HRV,2018,10.8,Total
HRV,2018,10.14,Recorded
HRV,2018,0.66,Unrecorded
HRV,2019,10.8,Total
HRV,2019,10.14,Recorded
HRV,2019,0.66,Unrecorded
HRV,2020,9.66,Total
HRV,2020,8.96,Recorded
HRV,2020,0.7,Unrecorded
CUB,2000,5.48,Total
CUB,2000,4.21,Recorded
CUB,2000,1.27,Unrecorded
CUB,2001,5.48,Total
CUB,2001,4.21,Recorded
CUB,2001,1.27,Unrecorded
CUB,2002,5.62,Total
CUB,2002,4.34,Recorded
CUB,2002,1.28,Unrecorded
CUB,2003,5.75,Total
CUB,2003,4.46,Recorded
CUB,2003,1.29,Unrecorded
CUB,2004,5.88,Total
CUB,2004,4.58,Recorded
CUB,2004,1.3,Unrecorded
CUB,2005,5.8,Total
CUB,2005,4.5,Recorded
CUB,2005,1.3,Unrecorded
CUB,2006,5.68,Total
CUB,2006,4.39,Recorded
CUB,2006,1.29,Unrecorded
CUB,2007,5.61,Total
CUB,2007,4.33,Recorded
CUB,2007,1.28,Unrecorded
CUB,2008,5.57,Total
CUB,2008,4.29,Recorded
CUB,2008,1.28,Unrecorded
CUB,2009,5.58,Total
CUB,2009,4.3,Recorded
CUB,2009,1.28,Unrecorded
CUB,2010,5.54,Total
CUB,2010,4.26,Recorded
CUB,2010,1.28,Unrecorded
CUB,2011,5.6000000000000005,Total
CUB,2011,4.32,Recorded
CUB,2011,1.28,Unrecorded
CUB,2012,5.63,Total
CUB,2012,4.34,Recorded
CUB,2012,1.29,Unrecorded
CUB,2013,5.7,Total
CUB,2013,4.41,Recorded
CUB,2013,1.29,Unrecorded
CUB,2014,5.819999999999999,Total
CUB,2014,4.52,Recorded
CUB,2014,1.3,Unrecorded
CUB,2015,5.9,Total
CUB,2015,4.59,Recorded
CUB,2015,1.31,Unrecorded
CUB,2016,5.960000000000001,Total
CUB,2016,4.65,Recorded
CUB,2016,1.31,Unrecorded
CUB,2017,5.99,Total
CUB,2017,4.68,Recorded
CUB,2017,1.31,Unrecorded
CUB,2018,6.07,Total
CUB,2018,4.75,Recorded
CUB,2018,1.32,Unrecorded
CUB,2019,6.07,Total
CUB,2019,4.75,Recorded
CUB,2019,1.32,Unrecorded
CUB,2020,5.43,Total
CUB,2020,4.16,Recorded
CUB,2020,1.27,Unrecorded
CYP,2000,9.389999999999999,Total
CYP,2000,8.7,Recorded
CYP,2000,0.69,Unrecorded
CYP,2001,9.389999999999999,Total
CYP,2001,8.7,Recorded
CYP,2001,0.69,Unrecorded
CYP,2002,9.65,Total
CYP,2002,8.97,Recorded
CYP,2002,0.68,Unrecorded
CYP,2003,10.370000000000001,Total
CYP,2003,9.73,Recorded
CYP,2003,0.64,Unrecorded
CYP,2004,10.280000000000001,Total
CYP,2004,9.64,Recorded
CYP,2004,0.64,Unrecorded
CYP,2005,10.469999999999999,Total
CYP,2005,9.85,Recorded
CYP,2005,0.62,Unrecorded
CYP,2006,10.069999999999999,Total
CYP,2006,9.45,Recorded
CYP,2006,0.62,Unrecorded
CYP,2007,10.219999999999999,Total
CYP,2007,9.62,Recorded
CYP,2007,0.6,Unrecorded
CYP,2008,10.04,Total
CYP,2008,9.45,Recorded
CYP,2008,0.59,Unrecorded
CYP,2009,9.99,Total
CYP,2009,9.39,Recorded
CYP,2009,0.6,Unrecorded
CYP,2010,9.66,Total
CYP,2010,9.05,Recorded
CYP,2010,0.61,Unrecorded
CYP,2011,9.61,Total
CYP,2011,8.99,Recorded
CYP,2011,0.62,Unrecorded
CYP,2012,9.020000000000001,Total
CYP,2012,8.38,Recorded
CYP,2012,0.64,Unrecorded
CYP,2013,8.75,Total
CYP,2013,8.09,Recorded
CYP,2013,0.66,Unrecorded
CYP,2014,8.48,Total
CYP,2014,7.81,Recorded
CYP,2014,0.67,Unrecorded
CYP,2015,8.6,Total
CYP,2015,7.95,Recorded
CYP,2015,0.65,Unrecorded
CYP,2016,8.56,Total
CYP,2016,7.93,Recorded
CYP,2016,0.63,Unrecorded
CYP,2017,8.54,Total
CYP,2017,7.93,Recorded
CYP,2017,0.61,Unrecorded
CYP,2018,8.53,Total
CYP,2018,7.93,Recorded
CYP,2018,0.6,Unrecorded
CYP,2019,8.53,Total
CYP,2019,7.93,Recorded
CYP,2019,0.6,Unrecorded
CYP,2020,6.7299999999999995,Total
CYP,2020,6.1,Recorded
CYP,2020,0.63,Unrecorded
CZE,2000,14.28,Total
CZE,2000,13.77,Recorded
CZE,2000,0.51,Unrecorded
CZE,2001,14.28,Total
CZE,2001,13.77,Recorded
CZE,2001,0.51,Unrecorded
CZE,2002,14.27,Total
CZE,2002,13.76,Recorded
CZE,2002,0.51,Unrecorded
CZE,2003,14.19,Total
CZE,2003,13.69,Recorded
CZE,2003,0.5,Unrecorded
CZE,2004,14.15,Total
CZE,2004,13.65,Recorded
CZE,2004,0.5,Unrecorded
CZE,2005,14.05,Total
CZE,2005,13.55,Recorded
CZE,2005,0.5,Unrecorded
CZE,2006,14.17,Total
CZE,2006,13.69,Recorded
CZE,2006,0.48,Unrecorded
CZE,2007,14.16,Total
CZE,2007,13.69,Recorded
CZE,2007,0.47,Unrecorded
CZE,2008,14.110000000000001,Total
CZE,2008,13.64,Recorded
CZE,2008,0.47,Unrecorded
CZE,2009,13.73,Total
CZE,2009,13.25,Recorded
CZE,2009,0.48,Unrecorded
CZE,2010,13.39,Total
CZE,2010,12.89,Recorded
CZE,2010,0.5,Unrecorded
CZE,2011,13.19,Total
CZE,2011,12.69,Recorded
CZE,2011,0.5,Unrecorded
CZE,2012,13.14,Total
CZE,2012,12.64,Recorded
CZE,2012,0.5,Unrecorded
CZE,2013,13.19,Total
CZE,2013,12.7,Recorded
CZE,2013,0.49,Unrecorded
CZE,2014,13.16,Total
CZE,2014,12.68,Recorded
CZE,2014,0.48,Unrecorded
CZE,2015,13.280000000000001,Total
CZE,2015,12.81,Recorded
CZE,2015,0.47,Unrecorded
CZE,2016,13.260000000000002,Total
CZE,2016,12.8,Recorded
CZE,2016,0.46,Unrecorded
CZE,2017,13.309999999999999,Total
CZE,2017,12.87,Recorded
CZE,2017,0.44,Unrecorded
CZE,2018,13.34,Total
CZE,2018,12.91,Recorded
CZE,2018,0.43,Unrecorded
CZE,2019,13.34,Total
CZE,2019,12.91,Recorded
CZE,2019,0.43,Unrecorded
CZE,2020,12.05,Total
CZE,2020,11.57,Recorded
CZE,2020,0.48,Unrecorded
PRK,2000,3.87,Total
PRK,2000,3.0,Recorded
PRK,2000,0.87,Unrecorded
PRK,2001,3.87,Total
PRK,2001,3.0,Recorded
PRK,2001,0.87,Unrecorded
PRK,2002,3.76,Total
PRK,2002,2.9,Recorded
PRK,2002,0.86,Unrecorded
PRK,2003,3.99,Total
PRK,2003,3.1,Recorded
PRK,2003,0.89,Unrecorded
PRK,2004,4.03,Total
PRK,2004,3.13,Recorded
PRK,2004,0.9,Unrecorded
PRK,2005,4.08,Total
PRK,2005,3.18,Recorded
PRK,2005,0.9,Unrecorded
PRK,2006,4.09,Total
PRK,2006,3.19,Recorded
PRK,2006,0.9,Unrecorded
PRK,2007,4.08,Total
PRK,2007,3.18,Recorded
PRK,2007,0.9,Unrecorded
PRK,2008,4.11,Total
PRK,2008,3.2,Recorded
PRK,2008,0.91,Unrecorded
PRK,2009,4.2700000000000005,Total
PRK,2009,3.35,Recorded
PRK,2009,0.92,Unrecorded
PRK,2010,4.43,Total
PRK,2010,3.49,Recorded
PRK,2010,0.94,Unrecorded
PRK,2011,4.52,Total
PRK,2011,3.57,Recorded
PRK,2011,0.95,Unrecorded
PRK,2012,4.52,Total
PRK,2012,3.57,Recorded
PRK,2012,0.95,Unrecorded
PRK,2013,4.51,Total
PRK,2013,3.56,Recorded
PRK,2013,0.95,Unrecorded
PRK,2014,4.46,Total
PRK,2014,3.52,Recorded
PRK,2014,0.94,Unrecorded
PRK,2015,4.449999999999999,Total
PRK,2015,3.51,Recorded
PRK,2015,0.94,Unrecorded
PRK,2016,4.4,Total
PRK,2016,3.47,Recorded
PRK,2016,0.93,Unrecorded
PRK,2017,4.36,Total
PRK,2017,3.43,Recorded
PRK,2017,0.93,Unrecorded
PRK,2018,4.29,Total
PRK,2018,3.37,Recorded
PRK,2018,0.92,Unrecorded
PRK,2019,4.29,Total
PRK,2019,3.37,Recorded
PRK,2019,0.92,Unrecorded
PRK,2020,3.87,Total
PRK,2020,3.0,Recorded
PRK,2020,0.87,Unrecorded
COD,2000,8.290000000000001,Total
COD,2000,5.61,Recorded
COD,2000,2.68,Unrecorded
COD,2001,8.290000000000001,Total
COD,2001,5.61,Recorded
COD,2001,2.68,Unrecorded
COD,2002,8.43,Total
COD,2002,5.75,Recorded
COD,2002,2.68,Unrecorded
COD,2003,8.68,Total
COD,2003,6.0,Recorded
COD,2003,2.68,Unrecorded
COD,2004,7.09,Total
COD,2004,4.73,Recorded
COD,2004,2.36,Unrecorded
COD,2005,5.52,Total
COD,2005,3.48,Recorded
COD,2005,2.04,Unrecorded
COD,2006,3.76,Total
COD,2006,2.04,Recorded
COD,2006,1.72,Unrecorded
COD,2007,3.91,Total
COD,2007,2.14,Recorded
COD,2007,1.77,Unrecorded
COD,2008,4.15,Total
COD,2008,2.3,Recorded
COD,2008,1.85,Unrecorded
COD,2009,3.65,Total
COD,2009,2.0,Recorded
COD,2009,1.65,Unrecorded
COD,2010,3.0599999999999996,Total
COD,2010,1.64,Recorded
COD,2010,1.42,Unrecorded
COD,2011,2.4,Total
COD,2011,1.23,Recorded
COD,2011,1.17,Unrecorded
COD,2012,2.55,Total
COD,2012,1.32,Recorded
COD,2012,1.23,Unrecorded
COD,2013,2.64,Total
COD,2013,1.37,Recorded
COD,2013,1.27,Unrecorded
COD,2014,2.58,Total
COD,2014,1.34,Recorded
COD,2014,1.24,Unrecorded
COD,2015,2.44,Total
COD,2015,1.26,Recorded
COD,2015,1.18,Unrecorded
COD,2016,2.2800000000000002,Total
COD,2016,1.17,Recorded
COD,2016,1.11,Unrecorded
COD,2017,2.2,Total
COD,2017,1.13,Recorded
COD,2017,1.07,Unrecorded
COD,2018,2.1100000000000003,Total
COD,2018,1.08,Recorded
COD,2018,1.03,Unrecorded
COD,2019,2.1100000000000003,Total
COD,2019,1.08,Recorded
COD,2019,1.03,Unrecorded
COD,2020,1.92,Total
COD,2020,0.98,Recorded
COD,2020,0.94,Unrecorded
DNK,2000,12.02,Total
DNK,2000,11.51,Recorded
DNK,2000,0.51,Unrecorded
DNK,2001,12.02,Total
DNK,2001,11.51,Recorded
DNK,2001,0.51,Unrecorded
DNK,2002,11.97,Total
DNK,2002,11.46,Recorded
DNK,2002,0.51,Unrecorded
DNK,2003,11.879999999999999,Total
DNK,2003,11.37,Recorded
DNK,2003,0.51,Unrecorded
DNK,2004,11.85,Total
DNK,2004,11.35,Recorded
DNK,2004,0.5,Unrecorded
DNK,2005,11.66,Total
DNK,2005,11.16,Recorded
DNK,2005,0.5,Unrecorded
DNK,2006,11.53,Total
DNK,2006,11.04,Recorded
DNK,2006,0.49,Unrecorded
DNK,2007,11.33,Total
DNK,2007,10.84,Recorded
DNK,2007,0.49,Unrecorded
DNK,2008,11.02,Total
DNK,2008,10.53,Recorded
DNK,2008,0.49,Unrecorded
DNK,2009,10.790000000000001,Total
DNK,2009,10.3,Recorded
DNK,2009,0.49,Unrecorded
DNK,2010,10.69,Total
DNK,2010,10.2,Recorded
DNK,2010,0.49,Unrecorded
DNK,2011,10.4,Total
DNK,2011,9.91,Recorded
DNK,2011,0.49,Unrecorded
DNK,2012,10.11,Total
DNK,2012,9.62,Recorded
DNK,2012,0.49,Unrecorded
DNK,2013,9.82,Total
DNK,2013,9.33,Recorded
DNK,2013,0.49,Unrecorded
DNK,2014,9.88,Total
DNK,2014,9.4,Recorded
DNK,2014,0.48,Unrecorded
DNK,2015,9.89,Total
DNK,2015,9.42,Recorded
DNK,2015,0.47,Unrecorded
DNK,2016,9.790000000000001,Total
DNK,2016,9.33,Recorded
DNK,2016,0.46,Unrecorded
DNK,2017,9.77,Total
DNK,2017,9.32,Recorded
DNK,2017,0.45,Unrecorded
DNK,2018,9.67,Total
DNK,2018,9.23,Recorded
DNK,2018,0.44,Unrecorded
DNK,2019,9.67,Total
DNK,2019,9.23,Recorded
DNK,2019,0.44,Unrecorded
DNK,2020,9.76,Total
DNK,2020,9.34,Recorded
DNK,2020,0.42,Unrecorded
DJI,2000,0.65,Total
DJI,2000,0.44,Recorded
DJI,2000,0.21,Unrecorded
DJI,2001,0.65,Total
DJI,2001,0.44,Recorded
DJI,2001,0.21,Unrecorded
DJI,2002,0.66,Total
DJI,2002,0.45,Recorded
DJI,2002,0.21,Unrecorded
DJI,2003,0.67,Total
DJI,2003,0.46,Recorded
DJI,2003,0.21,Unrecorded
DJI,2004,0.67,Total
DJI,2004,0.46,Recorded
DJI,2004,0.21,Unrecorded
DJI,2005,0.67,Total
DJI,2005,0.46,Recorded
DJI,2005,0.21,Unrecorded
DJI,2006,0.67,Total
DJI,2006,0.46,Recorded
DJI,2006,0.21,Unrecorded
DJI,2007,0.69,Total
DJI,2007,0.47,Recorded
DJI,2007,0.22,Unrecorded
DJI,2008,0.7,Total
DJI,2008,0.48,Recorded
DJI,2008,0.22,Unrecorded
DJI,2009,0.73,Total
DJI,2009,0.5,Recorded
DJI,2009,0.23,Unrecorded
DJI,2010,0.69,Total
DJI,2010,0.47,Recorded
DJI,2010,0.22,Unrecorded
DJI,2011,0.67,Total
DJI,2011,0.46,Recorded
DJI,2011,0.21,Unrecorded
DJI,2012,0.66,Total
DJI,2012,0.45,Recorded
DJI,2012,0.21,Unrecorded
DJI,2013,0.65,Total
DJI,2013,0.44,Recorded
DJI,2013,0.21,Unrecorded
DJI,2014,0.5900000000000001,Total
DJI,2014,0.4,Recorded
DJI,2014,0.19,Unrecorded
DJI,2015,0.53,Total
DJI,2015,0.36,Recorded
DJI,2015,0.17,Unrecorded
DJI,2016,0.49,Total
DJI,2016,0.33,Recorded
DJI,2016,0.16,Unrecorded
DJI,2017,0.47,Total
DJI,2017,0.32,Recorded
DJI,2017,0.15,Unrecorded
DJI,2018,0.4,Total
DJI,2018,0.27,Recorded
DJI,2018,0.13,Unrecorded
DJI,2019,0.4,Total
DJI,2019,0.27,Recorded
DJI,2019,0.13,Unrecorded
DJI,2020,0.38,Total
DJI,2020,0.26,Recorded
DJI,2020,0.12,Unrecorded
DMA,2000,9.040000000000001,Total
DMA,2000,8.58,Recorded
DMA,2000,0.46,Unrecorded
DMA,2001,9.040000000000001,Total
DMA,2001,8.58,Recorded
DMA,2001,0.46,Unrecorded
DMA,2002,8.770000000000001,Total
DMA,2002,8.3,Recorded
DMA,2002,0.47,Unrecorded
DMA,2003,8.83,Total
DMA,2003,8.37,Recorded
DMA,2003,0.46,Unrecorded
DMA,2004,8.840000000000002,Total
DMA,2004,8.38,Recorded
DMA,2004,0.46,Unrecorded
DMA,2005,8.81,Total
DMA,2005,8.35,Recorded
DMA,2005,0.46,Unrecorded
DMA,2006,8.440000000000001,Total
DMA,2006,7.98,Recorded
DMA,2006,0.46,Unrecorded
DMA,2007,8.15,Total
DMA,2007,7.69,Recorded
DMA,2007,0.46,Unrecorded
DMA,2008,7.95,Total
DMA,2008,7.49,Recorded
DMA,2008,0.46,Unrecorded
DMA,2009,7.66,Total
DMA,2009,7.2,Recorded
DMA,2009,0.46,Unrecorded
DMA,2010,7.31,Total
DMA,2010,6.84,Recorded
DMA,2010,0.47,Unrecorded
DMA,2011,7.1,Total
DMA,2011,6.63,Recorded
DMA,2011,0.47,Unrecorded
DMA,2012,7.12,Total
DMA,2012,6.65,Recorded
DMA,2012,0.47,Unrecorded
DMA,2013,7.13,Total
DMA,2013,6.67,Recorded
DMA,2013,0.46,Unrecorded
DMA,2014,7.14,Total
DMA,2014,6.68,Recorded
DMA,2014,0.46,Unrecorded
DMA,2015,7.03,Total
DMA,2015,6.57,Recorded
DMA,2015,0.46,Unrecorded
DMA,2016,7.03,Total
DMA,2016,6.57,Recorded
DMA,2016,0.46,Unrecorded
DMA,2017,6.92,Total
DMA,2017,6.46,Recorded
DMA,2017,0.46,Unrecorded
DMA,2018,6.79,Total
DMA,2018,6.34,Recorded
DMA,2018,0.45,Unrecorded
DMA,2019,6.79,Total
DMA,2019,6.34,Recorded
DMA,2019,0.45,Unrecorded
DMA,2020,5.6000000000000005,Total
DMA,2020,5.15,Recorded
DMA,2020,0.45,Unrecorded
DOM,2000,8.06,Total
DOM,2000,6.49,Recorded
DOM,2000,1.57,Unrecorded
DOM,2001,8.06,Total
DOM,2001,6.49,Recorded
DOM,2001,1.57,Unrecorded
DOM,2002,7.949999999999999,Total
DOM,2002,6.39,Recorded
DOM,2002,1.56,Unrecorded
DOM,2003,7.59,Total
DOM,2003,6.05,Recorded
DOM,2003,1.54,Unrecorded
DOM,2004,7.3100000000000005,Total
DOM,2004,5.78,Recorded
DOM,2004,1.53,Unrecorded
DOM,2005,7.09,Total
DOM,2005,5.59,Recorded
DOM,2005,1.5,Unrecorded
DOM,2006,7.29,Total
DOM,2006,5.8,Recorded
DOM,2006,1.49,Unrecorded
DOM,2007,7.35,Total
DOM,2007,5.88,Recorded
DOM,2007,1.47,Unrecorded
DOM,2008,7.2700000000000005,Total
DOM,2008,5.82,Recorded
DOM,2008,1.45,Unrecorded
DOM,2009,7.12,Total
DOM,2009,5.69,Recorded
DOM,2009,1.43,Unrecorded
DOM,2010,6.97,Total
DOM,2010,5.55,Recorded
DOM,2010,1.42,Unrecorded
DOM,2011,6.9,Total
DOM,2011,5.5,Recorded
DOM,2011,1.4,Unrecorded
DOM,2012,6.859999999999999,Total
DOM,2012,5.47,Recorded
DOM,2012,1.39,Unrecorded
DOM,2013,6.7700000000000005,Total
DOM,2013,5.4,Recorded
DOM,2013,1.37,Unrecorded
DOM,2014,6.710000000000001,Total
DOM,2014,5.36,Recorded
DOM,2014,1.35,Unrecorded
DOM,2015,6.7,Total
DOM,2015,5.37,Recorded
DOM,2015,1.33,Unrecorded
DOM,2016,6.77,Total
DOM,2016,5.46,Recorded
DOM,2016,1.31,Unrecorded
DOM,2017,6.82,Total
DOM,2017,5.53,Recorded
DOM,2017,1.29,Unrecorded
DOM,2018,6.890000000000001,Total
DOM,2018,5.62,Recorded
DOM,2018,1.27,Unrecorded
DOM,2019,6.890000000000001,Total
DOM,2019,5.62,Recorded
DOM,2019,1.27,Unrecorded
DOM,2020,6.62,Total
DOM,2020,5.36,Recorded
DOM,2020,1.26,Unrecorded
ECU,2000,4.18,Total
ECU,2000,3.84,Recorded
ECU,2000,0.34,Unrecorded
ECU,2001,4.18,Total
ECU,2001,3.84,Recorded
ECU,2001,0.34,Unrecorded
ECU,2002,4.08,Total
ECU,2002,3.74,Recorded
ECU,2002,0.34,Unrecorded
ECU,2003,3.92,Total
ECU,2003,3.59,Recorded
ECU,2003,0.33,Unrecorded
ECU,2004,3.82,Total
ECU,2004,3.5,Recorded
ECU,2004,0.32,Unrecorded
ECU,2005,3.77,Total
ECU,2005,3.45,Recorded
ECU,2005,0.32,Unrecorded
ECU,2006,3.75,Total
ECU,2006,3.43,Recorded
ECU,2006,0.32,Unrecorded
ECU,2007,3.81,Total
ECU,2007,3.49,Recorded
ECU,2007,0.32,Unrecorded
ECU,2008,3.9099999999999997,Total
ECU,2008,3.59,Recorded
ECU,2008,0.32,Unrecorded
ECU,2009,4.0,Total
ECU,2009,3.68,Recorded
ECU,2009,0.32,Unrecorded
ECU,2010,4.13,Total
ECU,2010,3.8,Recorded
ECU,2010,0.33,Unrecorded
ECU,2011,4.21,Total
ECU,2011,3.88,Recorded
ECU,2011,0.33,Unrecorded
ECU,2012,4.19,Total
ECU,2012,3.87,Recorded
ECU,2012,0.32,Unrecorded
ECU,2013,4.14,Total
ECU,2013,3.82,Recorded
ECU,2013,0.32,Unrecorded
ECU,2014,4.07,Total
ECU,2014,3.75,Recorded
ECU,2014,0.32,Unrecorded
ECU,2015,3.86,Total
ECU,2015,3.55,Recorded
ECU,2015,0.31,Unrecorded
ECU,2016,3.54,Total
ECU,2016,3.24,Recorded
ECU,2016,0.3,Unrecorded
ECU,2017,3.31,Total
ECU,2017,3.02,Recorded
ECU,2017,0.29,Unrecorded
ECU,2018,3.26,Total
ECU,2018,2.98,Recorded
ECU,2018,0.28,Unrecorded
ECU,2019,3.26,Total
ECU,2019,2.98,Recorded
ECU,2019,0.28,Unrecorded
ECU,2020,2.55,Total
ECU,2020,2.3,Recorded
ECU,2020,0.25,Unrecorded
EGY,2000,0.14800000000000002,Total
EGY,2000,0.14,Recorded
EGY,2000,0.008,Unrecorded
EGY,2001,0.14800000000000002,Total
EGY,2001,0.14,Recorded
EGY,2001,0.008,Unrecorded
EGY,2002,0.14800000000000002,Total
EGY,2002,0.14,Recorded
EGY,2002,0.008,Unrecorded
EGY,2003,0.14800000000000002,Total
EGY,2003,0.14,Recorded
EGY,2003,0.008,Unrecorded
EGY,2004,0.158,Total
EGY,2004,0.15,Recorded
EGY,2004,0.008,Unrecorded
EGY,2005,0.169,Total
EGY,2005,0.16,Recorded
EGY,2005,0.009,Unrecorded
EGY,2006,0.18000000000000002,Total
EGY,2006,0.17,Recorded
EGY,2006,0.01,Unrecorded
EGY,2007,0.21100000000000002,Total
EGY,2007,0.2,Recorded
EGY,2007,0.011,Unrecorded
EGY,2008,0.21100000000000002,Total
EGY,2008,0.2,Recorded
EGY,2008,0.011,Unrecorded
EGY,2009,0.221,Total
EGY,2009,0.21,Recorded
EGY,2009,0.011,Unrecorded
EGY,2010,0.21100000000000002,Total
EGY,2010,0.2,Recorded
EGY,2010,0.011,Unrecorded
EGY,2011,0.21100000000000002,Total
EGY,2011,0.2,Recorded
EGY,2011,0.011,Unrecorded
EGY,2012,0.2,Total
EGY,2012,0.19,Recorded
EGY,2012,0.01,Unrecorded
EGY,2013,0.2,Total
EGY,2013,0.19,Recorded
EGY,2013,0.01,Unrecorded
EGY,2014,0.2,Total
EGY,2014,0.19,Recorded
EGY,2014,0.01,Unrecorded
EGY,2015,0.19,Total
EGY,2015,0.18,Recorded
EGY,2015,0.01,Unrecorded
EGY,2016,0.169,Total
EGY,2016,0.16,Recorded
EGY,2016,0.009,Unrecorded
EGY,2017,0.158,Total
EGY,2017,0.15,Recorded
EGY,2017,0.008,Unrecorded
EGY,2018,0.158,Total
EGY,2018,0.15,Recorded
EGY,2018,0.008,Unrecorded
EGY,2019,0.158,Total
EGY,2019,0.15,Recorded
EGY,2019,0.008,Unrecorded
EGY,2020,0.137,Total
EGY,2020,0.13,Recorded
EGY,2020,0.007,Unrecorded
SLV,2000,3.1599999999999997,Total
SLV,2000,2.76,Recorded
SLV,2000,0.4,Unrecorded
SLV,2001,3.1599999999999997,Total
SLV,2001,2.76,Recorded
SLV,2001,0.4,Unrecorded
SLV,2002,3.25,Total
SLV,2002,2.84,Recorded
SLV,2002,0.41,Unrecorded
SLV,2003,3.2600000000000002,Total
SLV,2003,2.85,Recorded
SLV,2003,0.41,Unrecorded
SLV,2004,3.19,Total
SLV,2004,2.79,Recorded
SLV,2004,0.4,Unrecorded
SLV,2005,3.1100000000000003,Total
SLV,2005,2.72,Recorded
SLV,2005,0.39,Unrecorded
SLV,2006,3.0900000000000003,Total
SLV,2006,2.7,Recorded
SLV,2006,0.39,Unrecorded
SLV,2007,3.0700000000000003,Total
SLV,2007,2.68,Recorded
SLV,2007,0.39,Unrecorded
SLV,2008,2.9899999999999998,Total
SLV,2008,2.61,Recorded
SLV,2008,0.38,Unrecorded
SLV,2009,2.82,Total
SLV,2009,2.46,Recorded
SLV,2009,0.36,Unrecorded
SLV,2010,2.72,Total
SLV,2010,2.37,Recorded
SLV,2010,0.35,Unrecorded
SLV,2011,2.69,Total
SLV,2011,2.34,Recorded
SLV,2011,0.35,Unrecorded
SLV,2012,2.71,Total
SLV,2012,2.36,Recorded
SLV,2012,0.35,Unrecorded
SLV,2013,2.75,Total
SLV,2013,2.4,Recorded
SLV,2013,0.35,Unrecorded
SLV,2014,2.8000000000000003,Total
SLV,2014,2.45,Recorded
SLV,2014,0.35,Unrecorded
SLV,2015,2.9099999999999997,Total
SLV,2015,2.55,Recorded
SLV,2015,0.36,Unrecorded
SLV,2016,3.03,Total
SLV,2016,2.67,Recorded
SLV,2016,0.36,Unrecorded
SLV,2017,3.17,Total
SLV,2017,2.8,Recorded
SLV,2017,0.37,Unrecorded
SLV,2018,3.3,Total
SLV,2018,2.92,Recorded
SLV,2018,0.38,Unrecorded
SLV,2019,3.3,Total
SLV,2019,2.92,Recorded
SLV,2019,0.38,Unrecorded
SLV,2020,3.17,Total
SLV,2020,2.8,Recorded
SLV,2020,0.37,Unrecorded
GNQ,2000,7.75,Total
GNQ,2000,6.84,Recorded
GNQ,2000,0.91,Unrecorded
GNQ,2001,7.75,Total
GNQ,2001,6.84,Recorded
GNQ,2001,0.91,Unrecorded
GNQ,2002,8.1,Total
GNQ,2002,7.24,Recorded
GNQ,2002,0.86,Unrecorded
GNQ,2003,8.49,Total
GNQ,2003,7.68,Recorded
GNQ,2003,0.81,Unrecorded
GNQ,2004,8.94,Total
GNQ,2004,8.18,Recorded
GNQ,2004,0.76,Unrecorded
GNQ,2005,9.120000000000001,Total
GNQ,2005,8.4,Recorded
GNQ,2005,0.72,Unrecorded
GNQ,2006,9.18,Total
