AreaCode,Year,Litres
IDN,1998,0.1
IDN,1999,0.1
IDN,2000,0.1
IDN,2001,0.1
IDN,2002,0.1
IDN,2003,0.1
IDN,2004,0.1
IDN,2005,0.1
IDN,2006,0.1
IDN,2007,0.1
IDN,2008,0.1
IDN,2009,0.1
IDN,2010,0.1
IDN,2011,0.1
IDN,2012,0.1
IDN,2013,0.1
IDN,2014,0.1
IDN,2015,0.1
IDN,2016,0.1
IDN,2017,0.1
IDN,2018,0.1
IDN,2019,0.1
IDN,2020,0.1
IRL,1960,4.9
IRL,1961,5.0
IRL,1962,5.5
IRL,1963,5.2
IRL,1964,5.6
IRL,1965,5.8
IRL,1966,5.9
IRL,1967,5.9
IRL,1968,6.1
IRL,1969,6.5
IRL,1970,7.0
IRL,1971,7.3
IRL,1972,7.7
IRL,1973,8.2
IRL,1974,9.3
IRL,1975,9.2
IRL,1976,9.0
IRL,1977,9.2
IRL,1978,9.8
IRL,1979,10.0
IRL,1980,9.6
IRL,1981,9.1
IRL,1982,8.8
IRL,1983,8.0
IRL,1984,9.6
IRL,1985,10.0
IRL,1986,9.6
IRL,1987,9.5
IRL,1988,9.9
IRL,1989,10.2
IRL,1990,11.2
IRL,1991,11.2
IRL,1992,11.4
IRL,1993,11.2
IRL,1994,11.2
IRL,1995,11.5
IRL,1996,12.2
IRL,1997,12.8
IRL,1998,13.2
IRL,1999,13.8
IRL,2000,14.2
IRL,2001,14.5
IRL,2002,14.3
IRL,2003,13.5
IRL,2004,13.6
IRL,2005,13.4
IRL,2006,13.4
IRL,2007,13.2
IRL,2008,12.2
IRL,2009,11.0
IRL,2010,11.6
IRL,2011,11.7
IRL,2012,11.5
IRL,2013,10.6
IRL,2014,10.8
IRL,2015,10.7
IRL,2016,11.2
IRL,2017,11.0
IRL,2018,11.0
IRL,2019,10.8
IRL,2020,10.1
IRL,2021,9.5
IRL,2022,10.2
IRL,2023,9.9
ISR,1961,4.4
ISR,1962,4.8
ISR,1963,4.1
ISR,1964,5.1
ISR,1965,4.9
ISR,1966,4.4
ISR,1967,4.5
ISR,1968,4.5
ISR,1969,4.9
ISR,1970,4.6
ISR,1971,4.7
ISR,1972,4.9
ISR,1973,4.9
ISR,1974,4.7
ISR,1975,5.1
ISR,1976,5.0
ISR,1977,3.9
ISR,1978,3.5
ISR,1979,3.1
ISR,1980,2.9
ISR,1981,2.8
ISR,1982,2.7
ISR,1983,2.8
ISR,1984,2.7
ISR,1985,2.7
ISR,1986,2.3
ISR,1987,2.3
ISR,1988,2.2
ISR,1989,2.0
ISR,1990,1.8
ISR,1991,1.7
ISR,1992,1.8
ISR,1993,2.2
ISR,1994,1.7
ISR,1995,1.5
ISR,1996,1.6
ISR,1997,2.0
ISR,1998,2.1
ISR,1999,2.0
ISR,2000,2.6
ISR,2001,2.8
ISR,2002,2.8
ISR,2003,2.6
ISR,2004,2.4
ISR,2005,2.5
ISR,2006,2.3
ISR,2007,2.5
ISR,2008,2.6
ISR,2009,2.7
ISR,2010,2.8
ISR,2011,2.8
ISR,2012,2.9
ISR,2013,2.9
ISR,2014,2.7
ISR,2015,2.7
ISR,2016,2.7
ISR,2017,2.9
ISR,2018,3.0
ISR,2019,3.1
ITA,1961,19.2
ITA,1962,19.4
ITA,1963,18.2
ITA,1964,17.8
ITA,1965,18.4
ITA,1966,18.7
ITA,1967,19.0
ITA,1968,19.7
ITA,1969,19.7
ITA,1970,19.7
ITA,1971,19.6
ITA,1972,19.5
ITA,1973,19.9
ITA,1974,19.7
ITA,1975,18.3
ITA,1976,17.6
ITA,1977,17.0
ITA,1978,16.5
ITA,1979,16.5
ITA,1980,16.7
ITA,1981,15.1
ITA,1982,14.5
ITA,1983,14.6
ITA,1984,14.1
ITA,1985,13.2
ITA,1986,12.4
ITA,1987,11.8
ITA,1988,11.4
ITA,1989,11.0
ITA,1990,11.0
ITA,1991,10.8
ITA,1992,10.6
ITA,1993,10.3
ITA,1994,10.1
ITA,1995,9.6
ITA,1996,9.1
ITA,1997,9.1
ITA,1998,9.0
ITA,1999,8.9
ITA,2000,9.8
ITA,2001,9.7
ITA,2002,9.3
ITA,2003,9.3
ITA,2004,9.0
ITA,2005,8.7
ITA,2006,8.4
ITA,2007,8.4
ITA,2008,8.0
ITA,2009,7.3
ITA,2010,7.0
ITA,2011,7.0
ITA,2012,7.5
ITA,2013,7.4
ITA,2014,7.6
ITA,2015,7.1
ITA,2016,7.1
ITA,2017,7.4
ITA,2018,7.8
ITA,2019,7.7
JPN,1963,5.0
JPN,1964,5.2
JPN,1965,5.3
JPN,1966,5.3
JPN,1967,5.4
JPN,1968,5.5
JPN,1969,5.8
JPN,1970,6.1
JPN,1971,6.1
JPN,1972,6.2
JPN,1973,6.5
JPN,1974,6.6
JPN,1975,6.7
JPN,1976,6.7
JPN,1977,7.0
JPN,1978,7.0
JPN,1979,7.2
JPN,1980,7.1
JPN,1981,7.2
JPN,1982,7.3
JPN,1983,7.5
JPN,1984,7.4
JPN,1985,7.3
JPN,1986,7.5
JPN,1987,7.9
JPN,1988,8.3
JPN,1989,8.6
JPN,1990,9.2
JPN,1991,8.9
JPN,1992,8.9
JPN,1993,9.2
JPN,1994,9.1
JPN,1995,8.9
JPN,1996,9.0
JPN,1997,8.8
JPN,1998,8.7
JPN,1999,8.8
JPN,2000,8.6
JPN,2001,8.6
JPN,2002,8.4
JPN,2003,8.4
JPN,2004,8.2
JPN,2005,8.5
JPN,2006,7.9
JPN,2007,7.7
JPN,2008,7.5
JPN,2009,7.4
JPN,2010,7.3
JPN,2011,7.3
JPN,2012,7.2
JPN,2013,7.4
JPN,2014,7.1
JPN,2015,7.2
JPN,2016,7.2
JPN,2017,7.2
JPN,2018,7.2
JPN,2019,7.1
JPN,2020,6.7
JPN,2021,6.6
JPN,2022,6.8
KOR,1961,6.0
KOR,1962,7.0
KOR,1963,5.9
KOR,1964,5.2
KOR,1965,6.0
KOR,1966,7.6
KOR,1967,8.9
KOR,1968,8.4
KOR,1969,9.4
KOR,1970,11.3
KOR,1971,14.4
KOR,1972,15.2
KOR,1973,16.8
KOR,1974,16.6
KOR,1975,15.2
KOR,1976,16.0
KOR,1977,16.7
KOR,1978,14.3
KOR,1979,14.4
KOR,1980,14.8
KOR,1981,14.2
KOR,1982,13.7
KOR,1983,10.7
KOR,1984,10.7
KOR,1985,10.2
KOR,1986,10.3
KOR,1987,10.2
KOR,1988,9.5
KOR,1989,9.5
KOR,1990,9.1
KOR,1991,8.8
KOR,1992,8.9
KOR,1993,8.7
KOR,1994,9.1
KOR,1995,8.9
KOR,1996,9.1
KOR,1997,8.9
KOR,1998,8.7
KOR,1999,9.2
KOR,2000,8.9
KOR,2001,8.5
KOR,2002,9.2
KOR,2003,9.3
KOR,2004,9.3
KOR,2005,9.0
KOR,2006,9.2
KOR,2007,9.3
KOR,2008,9.5
KOR,2009,8.9
KOR,2010,8.9
KOR,2011,8.9
KOR,2012,9.0
KOR,2013,8.7
KOR,2014,8.9
KOR,2015,9.1
KOR,2016,8.7
KOR,2017,8.7
KOR,2018,8.5
KOR,2019,8.3
KOR,2020,7.9
KOR,2021,7.7
KOR,2022,8.0
LVA,1980,13.0
LVA,1981,12.8
LVA,1982,12.4
LVA,1983,12.3
LVA,1984,12.4
LVA,1985,10.9
LVA,1986,7.8
LVA,1987,5.8
LVA,1988,6.3
LVA,1989,7.5
LVA,1990,6.7
LVA,1991,6.7
LVA,1992,6.9
LVA,1993,8.0
LVA,1994,9.6
LVA,1995,9.1
LVA,1996,8.4
LVA,1997,8.4
LVA,1998,8.9
LVA,1999,8.8
LVA,2000,7.1
LVA,2001,6.7
LVA,2002,7.4
LVA,2003,8.2
LVA,2004,8.8
LVA,2005,9.9
LVA,2006,10.4
LVA,2007,12.1
LVA,2008,11.8
LVA,2009,9.9
LVA,2010,9.8
LVA,2011,10.1
LVA,2012,10.2
LVA,2013,10.4
LVA,2014,10.6
LVA,2015,10.8
LVA,2016,11.3
LVA,2017,10.9
LVA,2018,11.0
LVA,2019,11.6
LVA,2020,12.1
LVA,2021,12.2
LVA,2022,11.9
LTU,1995,7.9
LTU,1996,7.9
LTU,1997,8.7
LTU,1998,8.0
LTU,1999,8.6
LTU,2000,9.7
LTU,2001,10.5
LTU,2002,11.1
LTU,2003,11.3
LTU,2004,12.2
LTU,2005,12.5
LTU,2006,13.2
LTU,2007,13.9
LTU,2008,13.9
LTU,2009,13.1
LTU,2010,13.5
LTU,2011,14.7
LTU,2012,14.7
LTU,2013,14.5
LTU,2014,14.2
LTU,2015,14.0
LTU,2016,13.2
LTU,2017,12.3
LTU,2018,11.2
LTU,2019,11.1
LTU,2020,11.4
LTU,2021,12.1
LTU,2022,11.2
LUX,1961,18.5
LUX,1962,18.3
LUX,1963,18.7
LUX,1964,18.8
LUX,1965,18.7
LUX,1966,18.5
LUX,1967,18.3
LUX,1968,18.3
LUX,1969,18.6
LUX,1970,18.7
LUX,1971,19.0
LUX,1972,18.7
LUX,1973,19.1
LUX,1974,18.5
LUX,1975,19.0
LUX,1976,19.0
LUX,1977,18.6
LUX,1978,18.1
LUX,1979,18.0
LUX,1980,17.7
LUX,1981,17.2
LUX,1982,17.0
LUX,1983,16.7
LUX,1984,16.0
LUX,1985,15.9
LUX,1986,15.4
LUX,1987,15.4
LUX,1988,15.2
LUX,1989,15.3
LUX,1990,15.3
LUX,1991,14.4
LUX,1992,14.3
LUX,1993,13.9
LUX,1994,13.7
LUX,1995,13.7
LUX,1996,13.4
LUX,1997,13.2
LUX,1998,13.0
LUX,1999,13.0
LUX,2000,13.4
LUX,2001,13.3
LUX,2002,13.1
LUX,2003,12.7
LUX,2004,12.5
LUX,2005,12.3
LUX,2006,12.4
LUX,2007,12.2
LUX,2008,12.0
LUX,2009,11.9
LUX,2010,11.9
LUX,2011,11.8
LUX,2012,11.8
LUX,2013,11.4
LUX,2014,11.6
LUX,2015,11.5
LUX,2016,11.4
LUX,2017,11.3
LUX,2018,11.1
LUX,2019,11.0
MEX,1961,2.8
MEX,1962,2.8
MEX,1963,2.6
MEX,1964,2.9
MEX,1965,3.1
MEX,1966,3.1
MEX,1967,3.5
MEX,1968,3.4
MEX,1969,3.5
MEX,1970,3.4
MEX,1971,3.1
MEX,1972,3.3
MEX,1973,3.5
MEX,1974,3.8
MEX,1975,3.9
MEX,1976,4.0
MEX,1977,4.3
MEX,1978,4.0
MEX,1979,4.3
MEX,1980,4.5
MEX,1981,4.8
MEX,1982,4.5
MEX,1983,4.3
MEX,1984,4.4
MEX,1985,4.5
MEX,1986,4.4
MEX,1987,4.7
MEX,1988,4.5
MEX,1989,5.1
MEX,1990,4.9
MEX,1991,4.8
MEX,1992,5.3
MEX,1993,5.2
MEX,1994,5.2
MEX,1995,5.1
MEX,1996,5.3
MEX,1997,4.8
MEX,1998,4.9
MEX,1999,4.9
MEX,2000,5.2
MEX,2001,5.0
MEX,2002,4.9
MEX,2003,5.0
MEX,2004,5.0
MEX,2005,5.0
MEX,2006,5.2
MEX,2007,4.1
MEX,2008,4.0
MEX,2009,4.3
MEX,2010,4.0
MEX,2011,4.0
MEX,2012,3.9
MEX,2013,3.8
MEX,2014,4.0
MEX,2015,4.3
MEX,2016,4.4
MEX,2017,4.7
MEX,2018,4.8
MEX,2019,4.9
MEX,2020,4.2
MEX,2021,5.1
NLD,1960,3.7
NLD,1961,3.7
NLD,1962,4.3
NLD,1963,4.8
NLD,1964,5.0
NLD,1965,5.9
NLD,1966,5.4
NLD,1967,6.2
NLD,1968,6.5
NLD,1969,7.2
NLD,1970,7.8
NLD,1971,8.5
NLD,1972,9.3
NLD,1973,10.3
NLD,1974,10.8
NLD,1975,11.9
NLD,1976,11.2
NLD,1977,11.7
NLD,1978,11.9
NLD,1979,12.2
NLD,1980,11.5
NLD,1981,11.3
NLD,1982,11.0
NLD,1983,11.2
NLD,1984,10.8
NLD,1985,10.6
NLD,1986,10.6
NLD,1987,10.2
NLD,1988,10.2
NLD,1989,10.0
NLD,1990,9.9
NLD,1991,10.0
NLD,1992,10.0
NLD,1993,9.7
NLD,1994,9.7
NLD,1995,9.8
NLD,1996,9.9
NLD,1997,10.1
NLD,1998,9.9
NLD,1999,10.1
NLD,2000,10.1
NLD,2001,10.0
NLD,2002,9.8
NLD,2003,9.7
NLD,2004,9.6
NLD,2005,9.6
NLD,2006,9.6
NLD,2007,9.6
NLD,2008,9.7
NLD,2009,9.4
NLD,2010,9.1
NLD,2011,9.0
NLD,2012,9.1
NLD,2013,8.7
NLD,2014,8.4
NLD,2015,8.3
NLD,2016,8.2
NLD,2017,8.3
NLD,2018,8.3
NLD,2019,8.2
NLD,2020,7.8
NLD,2021,8.2
NLD,2022,8.5
NZL,1960,7.9
NZL,1965,8.6
NZL,1970,9.8
NZL,1971,10.4
NZL,1972,10.6
NZL,1973,11.3
NZL,1974,11.5
NZL,1975,11.5
NZL,1976,11.6
NZL,1977,11.5
NZL,1978,12.1
NZL,1979,11.6
NZL,1980,11.8
NZL,1981,11.7
NZL,1982,11.7
NZL,1983,10.6
NZL,1984,11.0
NZL,1985,10.8
NZL,1986,11.3
NZL,1987,10.3
NZL,1988,10.1
NZL,1989,10.2
NZL,1990,10.3
NZL,1991,9.9
NZL,1992,9.8
NZL,1993,9.3
NZL,1994,9.5
NZL,1995,9.3
NZL,1996,8.8
NZL,1997,8.7
NZL,1998,8.7
NZL,1999,8.9
NZL,2000,8.9
NZL,2001,8.7
NZL,2002,9.1
NZL,2003,8.9
NZL,2004,9.1
NZL,2005,9.3
NZL,2006,9.3
NZL,2007,9.2
NZL,2008,9.5
NZL,2009,9.3
NZL,2010,9.6
NZL,2011,9.5
NZL,2012,9.2
NZL,2013,9.2
NZL,2014,9.1
NZL,2015,8.7
NZL,2016,8.9
NZL,2017,8.8
NZL,2018,8.8
NZL,2019,8.8
NZL,2020,8.7
NZL,2021,8.8
NZL,2022,8.7
NZL,2023,8.2
NOR,1960,3.4
NOR,1961,3.5
NOR,1962,3.5
NOR,1963,3.6
NOR,1964,3.5
NOR,1965,3.7
NOR,1966,3.8
NOR,1967,4.0
NOR,1968,4.3
NOR,1969,4.4
NOR,1970,4.7
NOR,1971,4.9
NOR,1972,5.0
NOR,1973,5.1
NOR,1974,5.5
NOR,1975,5.5
NOR,1976,5.7
NOR,1977,5.7
NOR,1978,5.2
NOR,1979,5.6
NOR,1980,6.0
NOR,1981,5.3
NOR,1982,4.8
NOR,1983,4.9
NOR,1984,5.0
NOR,1985,5.2
NOR,1986,5.3
NOR,1987,5.4
NOR,1988,5.3
NOR,1989,5.1
NOR,1990,5.0
NOR,1991,4.9
NOR,1992,4.7
NOR,1993,4.6
NOR,1994,4.7
NOR,1995,4.8
NOR,1996,5.0
NOR,1997,5.3
NOR,1998,5.2
NOR,1999,5.5
NOR,2000,5.7
NOR,2001,5.5
NOR,2002,5.9
NOR,2003,6.0
NOR,2004,6.2
NOR,2005,6.4
NOR,2006,6.5
NOR,2007,6.6
NOR,2008,6.8
NOR,2009,6.7
NOR,2010,6.6
NOR,2011,6.4
NOR,2012,6.2
NOR,2013,6.2
NOR,2014,6.1
NOR,2015,6.0
NOR,2016,6.0
NOR,2017,6.0
NOR,2018,6.0
NOR,2019,6.1
NOR,2020,7.2
NOR,2021,7.4
NOR,2022,6.6
NOR,2023,6.4
PER,1961,7.0
PER,1962,6.8
PER,1963,5.6
PER,1964,6.0
PER,1965,6.8
PER,1966,7.1
PER,1967,5.9
PER,1968,6.5
PER,1969,6.1
PER,1970,6.1
PER,1971,6.5
PER,1972,6.2
PER,1973,6.5
PER,1974,6.5
PER,1975,6.6
PER,1976,6.8
PER,1977,6.5
PER,1978,5.9
PER,1979,6.0
PER,1980,6.0
PER,1981,5.9
PER,1982,5.8
PER,1983,6.1
PER,1984,5.7
PER,1985,5.1
PER,1986,6.0
PER,1987,6.7
PER,1988,5.5
PER,1989,5.0
PER,1990,5.0
PER,1991,5.3
PER,1992,5.6
PER,1993,5.0
PER,1994,5.3
PER,1995,5.2
PER,1996,4.7
PER,1997,4.6
PER,1998,4.3
PER,1999,4.1
PER,2000,4.8
PER,2001,4.1
PER,2002,3.9
PER,2003,4.6
PER,2004,4.5
PER,2005,4.7
PER,2006,4.5
PER,2007,4.5
PER,2008,5.0
PER,2009,5.0
PER,2010,5.7
PER,2011,6.2
PER,2012,6.2
PER,2013,6.1
PER,2014,5.9
PER,2015,5.7
PER,2016,5.7
PER,2017,5.7
PER,2018,5.7
PER,2019,5.7
PER,2020,4.7
POL,1961,6.3
POL,1962,6.1
POL,1963,6.2
POL,1964,6.2
POL,1965,6.4
POL,1966,6.6
POL,1967,6.9
POL,1968,7.4
POL,1969,7.7
POL,1970,7.6
POL,1971,8.0
POL,1972,8.6
POL,1973,9.2
POL,1974,8.7
POL,1975,9.6
POL,1976,10.8
POL,1977,11.3
POL,1978,10.9
POL,1979,10.9
POL,1980,11.5
POL,1981,8.7
POL,1982,8.5
POL,1983,8.6
POL,1984,8.7
POL,1985,9.4
POL,1986,9.7
POL,1987,9.7
POL,1988,9.5
POL,1989,9.2
POL,1990,8.3
POL,1991,8.8
POL,1992,8.3
POL,1993,8.4
POL,1994,8.3
POL,1995,8.1
POL,1996,8.1
POL,1997,8.6
POL,1998,8.4
POL,1999,8.3
POL,2000,8.4
POL,2001,7.8
POL,2002,8.1
POL,2003,9.1
POL,2004,9.2
POL,2005,9.1
POL,2006,9.9
POL,2007,10.3
POL,2008,10.8
POL,2009,10.2
POL,2010,10.0
POL,2011,10.3
POL,2012,10.2
POL,2013,10.8
POL,2014,10.5
POL,2015,10.5
POL,2016,10.5
POL,2017,10.6
POL,2018,10.7
POL,2019,11.0
POL,2020,10.9
POL,2021,11.0
PRT,1961,15.0
PRT,1962,15.2
PRT,1963,18.5
PRT,1964,19.4
PRT,1965,19.5
PRT,1966,16.9
PRT,1967,17.0
PRT,1968,18.3
PRT,1969,14.0
PRT,1970,19.9
PRT,1971,16.0
PRT,1972,16.2
PRT,1973,19.1
PRT,1974,18.3
PRT,1975,19.6
PRT,1976,16.9
PRT,1977,13.7
PRT,1978,14.0
PRT,1979,14.2
PRT,1980,14.9
PRT,1981,15.4
PRT,1982,17.0
PRT,1983,15.9
PRT,1984,16.4
PRT,1985,13.9
PRT,1986,13.5
PRT,1987,12.4
PRT,1988,12.9
PRT,1989,14.6
PRT,1990,14.4
PRT,1991,14.0
PRT,1992,13.6
PRT,1993,13.4
PRT,1994,13.3
PRT,1995,12.8
PRT,1996,12.1
PRT,1997,11.8
PRT,1998,11.7
PRT,1999,13.2
PRT,2000,12.8
PRT,2001,12.6
PRT,2002,12.5
PRT,2003,12.2
PRT,2004,12.3
PRT,2005,12.0
PRT,2006,11.8
PRT,2007,11.5
PRT,2008,11.5
PRT,2009,11.5
PRT,2010,11.3
PRT,2011,10.9
PRT,2012,9.8
PRT,2013,9.5
PRT,2014,10.2
PRT,2015,10.3
PRT,2016,10.4
PRT,2017,10.4
PRT,2018,10.4
PRT,2019,10.4
ROU,1961,5.7
ROU,1962,6.9
ROU,1963,7.0
ROU,1964,7.0
ROU,1965,7.2
ROU,1966,7.3
ROU,1967,7.1
ROU,1968,7.7
ROU,1969,8.0
ROU,1970,8.6
ROU,1971,8.8
ROU,1972,9.0
ROU,1973,10.2
ROU,1974,10.3
ROU,1975,9.7
ROU,1976,9.4
ROU,1977,9.6
ROU,1978,10.5
ROU,1979,11.4
ROU,1980,10.9
ROU,1981,10.5
ROU,1982,10.3
ROU,1983,10.2
ROU,1984,10.1
ROU,1985,10.1
ROU,1986,10.3
ROU,1987,10.3
ROU,1988,10.4
ROU,1989,8.7
ROU,1990,8.9
ROU,1991,8.9
ROU,1992,8.8
ROU,1993,9.0
ROU,1994,7.8
ROU,1995,8.2
ROU,1996,8.1
ROU,1997,8.7
ROU,1998,7.3
ROU,1999,7.7
ROU,2000,9.0
ROU,2001,12.1
ROU,2002,13.2
ROU,2003,11.6
ROU,2004,11.8
ROU,2005,9.6
ROU,2006,9.9
ROU,2007,11.0
ROU,2008,12.4
ROU,2009,11.0
ROU,2010,9.9
ROU,2011,9.5
ROU,2012,9.6
ROU,2013,9.6
ROU,2014,9.5
ROU,2015,9.4
ROU,2016,9.5
ROU,2017,10.2
ROU,2018,10.9
ROU,2019,10.8
ROU,2020,10.3
ROU,2021,11.5
ROU,2022,11.6
RUS,1990,16.5
RUS,1991,16.1
RUS,1992,18.5
RUS,1993,21.7
RUS,1994,23.6
RUS,1995,21.0
RUS,1996,19.2
RUS,1997,17.5
RUS,1998,16.9
RUS,1999,17.5
RUS,2000,18.8
RUS,2001,19.4
RUS,2002,19.8
RUS,2003,19.8
RUS,2004,19.3
RUS,2008,18.4
RUS,2009,16.1
RUS,2010,15.8
RUS,2011,15.4
RUS,2012,14.8
RUS,2013,14.1
RUS,2014,14.0
RUS,2015,13.3
RUS,2016,13.0
RUS,2017,11.1
RUS,2018,11.1
RUS,2019,10.8
SVK,1960,6.9
SVK,1961,7.1
SVK,1962,7.4
SVK,1963,8.1
SVK,1964,9.3
SVK,1965,10.5
SVK,1966,11.1
SVK,1967,11.6
SVK,1968,11.8
SVK,1969,12.2
SVK,1970,12.8
SVK,1971,13.6
SVK,1972,13.8
SVK,1973,13.7
SVK,1974,13.8
SVK,1975,14.3
SVK,1976,14.1
SVK,1977,14.9
SVK,1978,14.9
SVK,1979,14.1
SVK,1980,14.5
SVK,1981,14.5
SVK,1982,14.7
SVK,1983,14.2
SVK,1984,13.9
SVK,1985,13.9
SVK,1986,13.2
SVK,1987,13.3
SVK,1988,12.9
SVK,1989,13.0
SVK,1990,13.4
SVK,1991,13.7
SVK,1992,12.7
SVK,1993,12.1
SVK,1994,10.6
SVK,1995,10.3
SVK,1996,10.7
SVK,1997,10.8
SVK,1998,10.0
SVK,1999,10.0
SVK,2000,11.0
SVK,2001,10.8
SVK,2002,10.8
SVK,2003,9.9
SVK,2004,10.1
SVK,2005,11.0
SVK,2006,10.6
SVK,2007,10.7
SVK,2008,11.2
SVK,2009,10.7
SVK,2010,10.1
SVK,2011,10.2
SVK,2012,10.1
SVK,2013,9.9
SVK,2014,10.1
SVK,2015,10.2
SVK,2016,9.9
SVK,2017,9.7
SVK,2018,10.1
SVK,2019,10.3
SVK,2020,10.2
SVK,2021,9.6
SVK,2022,9.5
SVN,1981,16.9
SVN,1982,19.5
SVN,1983,17.3
SVN,1984,17.2
SVN,1985,15.1
SVN,1986,18.1
SVN,1987,16.6
SVN,1988,15.0
SVN,1989,13.0
SVN,1990,13.8
SVN,1991,13.2
SVN,1992,13.6
SVN,1993,14.3
SVN,1994,13.4
SVN,1995,13.4
SVN,1996,12.0
SVN,1997,11.2
SVN,1998,8.3
SVN,1999,10.6
SVN,2000,11.2
SVN,2001,13.0
SVN,2002,11.6
SVN,2003,11.2
SVN,2004,13.5
SVN,2005,10.3
SVN,2006,12.2
SVN,2007,11.0
SVN,2008,11.0
SVN,2009,10.5
SVN,2010,10.3
SVN,2011,10.6
SVN,2012,11.0
SVN,2013,9.5
SVN,2014,10.9
SVN,2015,11.5
SVN,2016,10.5
SVN,2017,10.1
SVN,2018,10.0
SVN,2019,11.1
SVN,2020,9.8
SVN,2021,10.6
SVN,2022,10.0
ZAF,1961,7.4
ZAF,1962,8.1
ZAF,1963,5.4
ZAF,1964,5.9
ZAF,1965,6.4
ZAF,1966,6.6
ZAF,1967,6.7
ZAF,1968,6.9
ZAF,1969,7.2
ZAF,1970,7.4
ZAF,1971,7.3
ZAF,1972,7.5
ZAF,1973,8.2
ZAF,1974,8.7
ZAF,1975,8.4
ZAF,1976,7.9
ZAF,1977,7.5
ZAF,1978,7.5
ZAF,1979,8.2
ZAF,1980,8.6
ZAF,1981,8.8
ZAF,1982,8.6
ZAF,1983,8.5
ZAF,1984,8.8
ZAF,1985,8.4
ZAF,1986,8.9
ZAF,1987,9.0
ZAF,1988,9.2
ZAF,1989,9.2
ZAF,1990,9.2
ZAF,1991,9.0
ZAF,1992,9.1
ZAF,1993,8.8
ZAF,1994,9.2
ZAF,1995,9.0
ZAF,1996,10.8
ZAF,1997,10.8
ZAF,1998,10.6
ZAF,1999,10.8
ZAF,2000,7.7
ZAF,2001,7.6
ZAF,2002,7.5
ZAF,2003,7.3
ZAF,2004,7.2
ZAF,2005,7.2
ZAF,2006,7.3
ZAF,2007,7.5
ZAF,2008,7.5
ZAF,2009,7.3
ZAF,2010,7.2
ZAF,2011,7.3
ZAF,2012,7.5
ZAF,2013,7.5
ZAF,2014,7.5
ZAF,2015,7.5
ZAF,2016,7.4
ZAF,2017,7.3
ZAF,2018,7.4
ZAF,2019,7.4
ZAF,2020,5.7
ESP,1962,14.6
ESP,1963,13.6
ESP,1964,13.9
ESP,1965,14.6
ESP,1966,16.0
ESP,1967,14.5
ESP,1968,14.9
ESP,1969,15.2
ESP,1970,15.3
ESP,1971,15.1
ESP,1972,16.3
ESP,1973,18.0
ESP,1974,18.4
ESP,1975,18.5
ESP,1976,17.9
ESP,1977,17.1
ESP,1978,18.3
ESP,1979,17.7
ESP,1980,17.7
ESP,1981,16.8
ESP,1982,16.2
ESP,1983,16.2
ESP,1984,14.5
ESP,1985,14.5
ESP,1986,14.4
ESP,1987,14.4
ESP,1988,13.5
ESP,1989,13.3
ESP,1990,12.9
ESP,1991,12.8
ESP,1992,12.1
ESP,1993,11.6
ESP,1994,11.3
ESP,1995,11.0
ESP,1996,10.8
ESP,1997,11.6
ESP,1998,11.5
ESP,1999,11.3
ESP,2000,11.8
ESP,2001,12.4
ESP,2002,10.7
ESP,2003,11.4
ESP,2004,11.7
ESP,2005,11.9
ESP,2006,11.9
ESP,2007,11.1
ESP,2008,10.2
ESP,2009,10.0
ESP,2010,9.8
ESP,2011,9.6
ESP,2012,9.4
ESP,2013,9.2
ESP,2014,9.5
ESP,2015,10.4
ESP,2016,10.9
ESP,2017,10.9
ESP,2018,10.4
ESP,2019,10.7
ESP,2020,8.7
ESP,2021,10.4
ESP,2022,11.8
SWE,1960,4.8
SWE,1961,5.1
SWE,1962,5.1
SWE,1963,5.1
SWE,1964,5.4
SWE,1965,5.7
SWE,1966,6.0
SWE,1967,6.3
SWE,1968,6.6
SWE,1969,7.0
SWE,1970,7.2
SWE,1971,7.0
SWE,1972,7.3
SWE,1973,7.0
SWE,1974,7.4
SWE,1975,7.6
SWE,1976,7.7
SWE,1977,7.3
SWE,1978,7.0
SWE,1979,7.1
SWE,1980,6.7
SWE,1981,6.3
SWE,1982,6.4
SWE,1983,6.1
SWE,1984,6.0
SWE,1985,6.1
SWE,1986,6.3
SWE,1987,6.2
SWE,1988,6.4
SWE,1989,6.5
SWE,1990,6.4
SWE,1991,6.3
SWE,1992,6.3
SWE,1993,6.2
SWE,1994,6.3
SWE,1995,6.2
SWE,1996,6.0
SWE,1997,5.9
SWE,1998,5.8
SWE,1999,6.1
SWE,2000,6.2
SWE,2001,6.5
SWE,2002,6.9
SWE,2003,6.9
SWE,2004,6.5
SWE,2005,6.5
SWE,2006,6.8
SWE,2007,7.0
SWE,2008,7.0
SWE,2009,7.3
SWE,2010,7.4
SWE,2011,7.3
SWE,2012,7.2
SWE,2013,7.3
SWE,2014,7.2
SWE,2015,7.1
SWE,2016,7.2
SWE,2017,7.0
SWE,2018,7.2
SWE,2019,7.1
SWE,2020,7.5
SWE,2021,7.6
SWE,2022,7.5
CHE,1960,12.1
CHE,1961,12.7
CHE,1962,12.9
CHE,1963,13.1
CHE,1964,13.8
CHE,1965,13.7
CHE,1966,13.6
CHE,1967,13.6
CHE,1968,13.6
CHE,1969,14.0
CHE,1970,14.2
CHE,1971,14.2
CHE,1972,14.5
CHE,1973,15.0
CHE,1974,14.6
CHE,1975,13.7
CHE,1976,13.3
CHE,1977,13.3
