AreaCode,Year,Sex,Litres
COK,2004,Both,6.51
COK,2004,Female,2.37
COK,2004,Male,10.61
COK,2005,Both,6.4
COK,2005,Female,2.33
COK,2005,Male,10.44
COK,2006,Both,6.97
COK,2006,Female,2.57
COK,2006,Male,11.35
COK,2007,Both,7.62
COK,2007,Female,2.83
COK,2007,Male,12.44
COK,2008,Both,8.38
COK,2008,Female,3.13
COK,2008,Male,13.71
COK,2009,Both,8.82
COK,2009,Female,3.3
COK,2009,Male,14.5
COK,2010,Both,8.49
COK,2010,Female,3.17
COK,2010,Male,14.04
COK,2011,Both,9.62
COK,2011,Female,3.63
COK,2011,Male,15.95
COK,2012,Both,9.92
COK,2012,Female,3.75
COK,2012,Male,16.48
COK,2013,Both,10.98
COK,2013,Female,4.17
COK,2013,Male,18.27
COK,2014,Both,10.44
COK,2014,Female,3.95
COK,2014,Male,17.44
COK,2015,Both,10.48
COK,2015,Female,3.97
COK,2015,Male,17.57
COK,2016,Both,10.56
COK,2016,Female,4.01
COK,2016,Male,17.76
COK,2017,Both,10.56
COK,2017,Female,4.01
COK,2017,Male,17.83
COK,2018,Both,10.56
COK,2018,Female,4.02
COK,2018,Male,17.88
COK,2019,Both,10.56
COK,2019,Female,4.02
COK,2019,Male,17.88
COK,2020,Both,9.82
COK,2020,Female,3.72
COK,2020,Male,16.76
CRI,2000,Both,4.61
CRI,2000,Female,1.78
CRI,2000,Male,7.45
CRI,2001,Both,4.61
CRI,2001,Female,1.78
CRI,2001,Male,7.45
CRI,2002,Both,4.54
CRI,2002,Female,1.75
CRI,2002,Male,7.33
CRI,2003,Both,4.5
CRI,2003,Female,1.73
CRI,2003,Male,7.27
CRI,2004,Both,4.47
CRI,2004,Female,1.72
CRI,2004,Male,7.23
CRI,2005,Both,4.54
CRI,2005,Female,1.75
CRI,2005,Male,7.34
CRI,2006,Both,4.59
CRI,2006,Female,1.77
CRI,2006,Male,7.42
CRI,2007,Both,4.65
CRI,2007,Female,1.8
CRI,2007,Male,7.52
CRI,2008,Both,4.58
CRI,2008,Female,1.76
CRI,2008,Male,7.41
CRI,2009,Both,4.38
CRI,2009,Female,1.68
CRI,2009,Male,7.09
CRI,2010,Both,4.0
CRI,2010,Female,1.52
CRI,2010,Male,6.48
CRI,2011,Both,3.68
CRI,2011,Female,1.4
CRI,2011,Male,5.98
CRI,2012,Both,3.43
CRI,2012,Female,1.3
CRI,2012,Male,5.57
CRI,2013,Both,3.39
CRI,2013,Female,1.28
CRI,2013,Male,5.52
CRI,2014,Both,3.39
CRI,2014,Female,1.28
CRI,2014,Male,5.52
CRI,2015,Both,3.5
CRI,2015,Female,1.32
CRI,2015,Male,5.69
CRI,2016,Both,3.53
CRI,2016,Female,1.33
CRI,2016,Male,5.74
CRI,2017,Both,3.55
CRI,2017,Female,1.34
CRI,2017,Male,5.78
CRI,2018,Both,3.45
CRI,2018,Female,1.3
CRI,2018,Male,5.62
CRI,2019,Both,3.45
CRI,2019,Female,1.3
CRI,2019,Male,5.62
CRI,2020,Both,3.4
CRI,2020,Female,1.28
CRI,2020,Male,5.54
CIV,2000,Both,4.21
CIV,2000,Female,1.47
CIV,2000,Male,6.9
CIV,2001,Both,4.21
CIV,2001,Female,1.47
CIV,2001,Male,6.9
CIV,2002,Both,4.36
CIV,2002,Female,1.52
CIV,2002,Male,7.13
CIV,2003,Both,4.35
CIV,2003,Female,1.52
CIV,2003,Male,7.12
CIV,2004,Both,4.35
CIV,2004,Female,1.52
CIV,2004,Male,7.12
CIV,2005,Both,4.26
CIV,2005,Female,1.48
CIV,2005,Male,6.96
CIV,2006,Both,4.23
CIV,2006,Female,1.47
CIV,2006,Male,6.92
CIV,2007,Both,4.19
CIV,2007,Female,1.45
CIV,2007,Male,6.85
CIV,2008,Both,4.22
CIV,2008,Female,1.46
CIV,2008,Male,6.9
CIV,2009,Both,3.53
CIV,2009,Female,1.21
CIV,2009,Male,5.77
CIV,2010,Both,2.82
CIV,2010,Female,0.95
CIV,2010,Male,4.63
CIV,2011,Both,2.12
CIV,2011,Female,0.7
CIV,2011,Male,3.49
CIV,2012,Both,2.15
CIV,2012,Female,0.71
CIV,2012,Male,3.55
CIV,2013,Both,2.26
CIV,2013,Female,0.75
CIV,2013,Male,3.72
CIV,2014,Both,2.44
CIV,2014,Female,0.82
CIV,2014,Male,4.01
CIV,2015,Both,2.57
CIV,2015,Female,0.86
CIV,2015,Male,4.23
CIV,2016,Both,2.65
CIV,2016,Female,0.89
CIV,2016,Male,4.36
CIV,2017,Both,2.71
CIV,2017,Female,0.92
CIV,2017,Male,4.46
CIV,2018,Both,2.8
CIV,2018,Female,0.95
CIV,2018,Male,4.61
CIV,2019,Both,2.8
CIV,2019,Female,0.95
CIV,2019,Male,4.61
CIV,2020,Both,2.85
CIV,2020,Female,0.97
CIV,2020,Male,4.69
HRV,2000,Both,10.94
HRV,2000,Female,4.82
HRV,2000,Male,17.74
HRV,2001,Both,10.94
HRV,2001,Female,4.82
HRV,2001,Male,17.74
HRV,2002,Both,10.86
HRV,2002,Female,4.79
HRV,2002,Male,17.62
HRV,2003,Both,10.54
HRV,2003,Female,4.64
HRV,2003,Male,17.09
HRV,2004,Both,9.86
HRV,2004,Female,4.33
HRV,2004,Male,16.0
HRV,2005,Both,9.46
HRV,2005,Female,4.14
HRV,2005,Male,15.36
HRV,2006,Both,9.3
HRV,2006,Female,4.07
HRV,2006,Male,15.09
HRV,2007,Both,9.47
HRV,2007,Female,4.15
HRV,2007,Male,15.35
HRV,2008,Both,9.51
HRV,2008,Female,4.16
HRV,2008,Male,15.41
HRV,2009,Both,9.46
HRV,2009,Female,4.14
HRV,2009,Male,15.34
HRV,2010,Both,9.48
HRV,2010,Female,4.13
HRV,2010,Male,15.36
HRV,2011,Both,9.42
HRV,2011,Female,4.1
HRV,2011,Male,15.26
HRV,2012,Both,9.32
HRV,2012,Female,4.05
HRV,2012,Male,15.08
HRV,2013,Both,8.91
HRV,2013,Female,3.86
HRV,2013,Male,14.42
HRV,2014,Both,8.69
HRV,2014,Female,3.76
HRV,2014,Male,14.07
HRV,2015,Both,8.59
HRV,2015,Female,3.71
HRV,2015,Male,13.9
HRV,2016,Both,8.65
HRV,2016,Female,3.73
HRV,2016,Male,13.98
HRV,2017,Both,8.63
HRV,2017,Female,3.72
HRV,2017,Male,13.95
HRV,2018,Both,8.54
HRV,2018,Female,3.68
HRV,2018,Male,13.79
HRV,2019,Both,8.54
HRV,2019,Female,3.68
HRV,2019,Male,13.79
HRV,2020,Both,7.65
HRV,2020,Female,3.27
HRV,2020,Male,12.35
CUB,2000,Both,5.43
CUB,2000,Female,2.15
CUB,2000,Male,8.75
CUB,2001,Both,5.43
CUB,2001,Female,2.15
CUB,2001,Male,8.75
CUB,2002,Both,5.58
CUB,2002,Female,2.21
CUB,2002,Male,8.98
CUB,2003,Both,5.71
CUB,2003,Female,2.26
CUB,2003,Male,9.2
CUB,2004,Both,5.84
CUB,2004,Female,2.31
CUB,2004,Male,9.41
CUB,2005,Both,5.75
CUB,2005,Female,2.28
CUB,2005,Male,9.27
CUB,2006,Both,5.63
CUB,2006,Female,2.23
CUB,2006,Male,9.08
CUB,2007,Both,5.57
CUB,2007,Female,2.2
CUB,2007,Male,8.99
CUB,2008,Both,5.53
CUB,2008,Female,2.18
CUB,2008,Male,8.93
CUB,2009,Both,5.54
CUB,2009,Female,2.18
CUB,2009,Male,8.94
CUB,2010,Both,5.5
CUB,2010,Female,2.16
CUB,2010,Male,8.89
CUB,2011,Both,5.55
CUB,2011,Female,2.18
CUB,2011,Male,8.98
CUB,2012,Both,5.58
CUB,2012,Female,2.19
CUB,2012,Male,9.03
CUB,2013,Both,5.66
CUB,2013,Female,2.21
CUB,2013,Male,9.16
CUB,2014,Both,5.77
CUB,2014,Female,2.26
CUB,2014,Male,9.35
CUB,2015,Both,5.85
CUB,2015,Female,2.29
CUB,2015,Male,9.49
CUB,2016,Both,5.91
CUB,2016,Female,2.31
CUB,2016,Male,9.59
CUB,2017,Both,5.95
CUB,2017,Female,2.32
CUB,2017,Male,9.65
CUB,2018,Both,6.01
CUB,2018,Female,2.34
CUB,2018,Male,9.77
CUB,2019,Both,6.01
CUB,2019,Female,2.34
CUB,2019,Male,9.77
CUB,2020,Both,5.38
CUB,2020,Female,2.07
CUB,2020,Male,8.79
CYP,2000,Both,8.86
CYP,2000,Female,3.93
CYP,2000,Male,13.76
CYP,2001,Both,8.86
CYP,2001,Female,3.93
CYP,2001,Male,13.76
CYP,2002,Both,9.11
CYP,2002,Female,4.04
CYP,2002,Male,14.16
CYP,2003,Both,9.79
CYP,2003,Female,4.34
CYP,2003,Male,15.22
CYP,2004,Both,9.7
CYP,2004,Female,4.3
CYP,2004,Male,15.1
CYP,2005,Both,9.88
CYP,2005,Female,4.38
CYP,2005,Male,15.38
CYP,2006,Both,9.5
CYP,2006,Female,4.21
CYP,2006,Male,14.8
CYP,2007,Both,9.65
CYP,2007,Female,4.28
CYP,2007,Male,15.03
CYP,2008,Both,9.48
CYP,2008,Female,4.19
CYP,2008,Male,14.78
CYP,2009,Both,9.43
CYP,2009,Female,4.15
CYP,2009,Male,14.72
CYP,2010,Both,9.12
CYP,2010,Female,3.99
CYP,2010,Male,14.26
CYP,2011,Both,9.07
CYP,2011,Female,3.94
CYP,2011,Male,14.21
CYP,2012,Both,8.52
CYP,2012,Female,3.68
CYP,2012,Male,13.38
CYP,2013,Both,8.26
CYP,2013,Female,3.54
CYP,2013,Male,13.0
CYP,2014,Both,8.01
CYP,2014,Female,3.41
CYP,2014,Male,12.62
CYP,2015,Both,8.12
CYP,2015,Female,3.46
CYP,2015,Male,12.8
CYP,2016,Both,8.09
CYP,2016,Female,3.45
CYP,2016,Male,12.75
CYP,2017,Both,8.07
CYP,2017,Female,3.44
CYP,2017,Male,12.72
CYP,2018,Both,8.05
CYP,2018,Female,3.43
CYP,2018,Male,12.7
CYP,2019,Both,8.05
CYP,2019,Female,3.43
CYP,2019,Male,12.7
CYP,2020,Both,6.36
CYP,2020,Female,2.66
CYP,2020,Male,10.07
CZE,2000,Both,14.22
CZE,2000,Female,6.36
CZE,2000,Male,22.66
CZE,2001,Both,14.22
CZE,2001,Female,6.36
CZE,2001,Male,22.66
CZE,2002,Both,14.21
CZE,2002,Female,6.35
CZE,2002,Male,22.63
CZE,2003,Both,14.13
CZE,2003,Female,6.31
CZE,2003,Male,22.5
CZE,2004,Both,14.09
CZE,2004,Female,6.28
CZE,2004,Male,22.42
CZE,2005,Both,13.99
CZE,2005,Female,6.23
CZE,2005,Male,22.25
CZE,2006,Both,14.11
CZE,2006,Female,6.29
CZE,2006,Male,22.42
CZE,2007,Both,14.1
CZE,2007,Female,6.28
CZE,2007,Male,22.38
CZE,2008,Both,14.04
CZE,2008,Female,6.25
CZE,2008,Male,22.29
CZE,2009,Both,13.67
CZE,2009,Female,6.07
CZE,2009,Male,21.7
CZE,2010,Both,13.33
CZE,2010,Female,5.91
CZE,2010,Male,21.15
CZE,2011,Both,13.13
CZE,2011,Female,5.8
CZE,2011,Male,20.85
CZE,2012,Both,13.08
CZE,2012,Female,5.77
CZE,2012,Male,20.78
CZE,2013,Both,13.14
CZE,2013,Female,5.79
CZE,2013,Male,20.87
CZE,2014,Both,13.11
CZE,2014,Female,5.77
CZE,2014,Male,20.83
CZE,2015,Both,13.22
CZE,2015,Female,5.81
CZE,2015,Male,21.0
CZE,2016,Both,13.2
CZE,2016,Female,5.8
CZE,2016,Male,20.97
CZE,2017,Both,13.26
CZE,2017,Female,5.83
CZE,2017,Male,21.05
CZE,2018,Both,13.29
CZE,2018,Female,5.84
CZE,2018,Male,21.09
CZE,2019,Both,13.29
CZE,2019,Female,5.84
CZE,2019,Male,21.09
CZE,2020,Both,11.99
CZE,2020,Female,5.25
CZE,2020,Male,19.05
PRK,2000,Both,3.87
PRK,2000,Female,1.56
PRK,2000,Male,6.39
PRK,2001,Both,3.87
PRK,2001,Female,1.56
PRK,2001,Male,6.39
PRK,2002,Both,3.77
PRK,2002,Female,1.51
PRK,2002,Male,6.22
PRK,2003,Both,3.99
PRK,2003,Female,1.6
PRK,2003,Male,6.58
PRK,2004,Both,4.03
PRK,2004,Female,1.62
PRK,2004,Male,6.64
PRK,2005,Both,4.09
PRK,2005,Female,1.64
PRK,2005,Male,6.73
PRK,2006,Both,4.09
PRK,2006,Female,1.64
PRK,2006,Male,6.74
PRK,2007,Both,4.08
PRK,2007,Female,1.64
PRK,2007,Male,6.72
PRK,2008,Both,4.11
PRK,2008,Female,1.65
PRK,2008,Male,6.76
PRK,2009,Both,4.28
PRK,2009,Female,1.72
PRK,2009,Male,7.03
PRK,2010,Both,4.43
PRK,2010,Female,1.79
PRK,2010,Male,7.26
PRK,2011,Both,4.51
PRK,2011,Female,1.82
PRK,2011,Male,7.39
PRK,2012,Both,4.52
PRK,2012,Female,1.83
PRK,2012,Male,7.4
PRK,2013,Both,4.51
PRK,2013,Female,1.82
PRK,2013,Male,7.37
PRK,2014,Both,4.46
PRK,2014,Female,1.8
PRK,2014,Male,7.28
PRK,2015,Both,4.45
PRK,2015,Female,1.8
PRK,2015,Male,7.26
PRK,2016,Both,4.4
PRK,2016,Female,1.77
PRK,2016,Male,7.17
PRK,2017,Both,4.35
PRK,2017,Female,1.75
PRK,2017,Male,7.09
PRK,2018,Both,4.29
PRK,2018,Female,1.73
PRK,2018,Male,6.97
PRK,2019,Both,4.29
PRK,2019,Female,1.73
PRK,2019,Male,6.97
PRK,2020,Both,3.87
PRK,2020,Female,1.55
PRK,2020,Male,6.29
COD,2000,Both,8.29
COD,2000,Female,3.61
COD,2000,Male,13.18
COD,2001,Both,8.29
COD,2001,Female,3.61
COD,2001,Male,13.18
COD,2002,Both,8.43
COD,2002,Female,3.68
COD,2002,Male,13.4
COD,2003,Both,8.68
COD,2003,Female,3.79
COD,2003,Male,13.78
COD,2004,Both,7.08
COD,2004,Female,3.07
COD,2004,Male,11.27
COD,2005,Both,5.52
COD,2005,Female,2.37
COD,2005,Male,8.81
COD,2006,Both,3.76
COD,2006,Female,1.57
COD,2006,Male,6.04
COD,2007,Both,3.92
COD,2007,Female,1.64
COD,2007,Male,6.28
COD,2008,Both,4.15
COD,2008,Female,1.74
COD,2008,Male,6.65
COD,2009,Both,3.65
COD,2009,Female,1.53
COD,2009,Male,5.85
COD,2010,Both,3.06
COD,2010,Female,1.27
COD,2010,Male,4.92
COD,2011,Both,2.4
COD,2011,Female,0.98
COD,2011,Male,3.87
COD,2012,Both,2.55
COD,2012,Female,1.05
COD,2012,Male,4.1
COD,2013,Both,2.64
COD,2013,Female,1.09
COD,2013,Male,4.25
COD,2014,Both,2.58
COD,2014,Female,1.06
COD,2014,Male,4.15
COD,2015,Both,2.44
COD,2015,Female,1.0
COD,2015,Male,3.93
COD,2016,Both,2.28
COD,2016,Female,0.93
COD,2016,Male,3.67
COD,2017,Both,2.2
COD,2017,Female,0.9
COD,2017,Male,3.55
COD,2018,Both,2.12
COD,2018,Female,0.86
COD,2018,Male,3.41
COD,2019,Both,2.12
COD,2019,Female,0.86
COD,2019,Male,3.41
COD,2020,Both,1.92
COD,2020,Female,0.78
COD,2020,Male,3.1
DNK,2000,Both,11.69
DNK,2000,Female,5.27
DNK,2000,Male,18.36
DNK,2001,Both,11.69
DNK,2001,Female,5.27
DNK,2001,Male,18.36
DNK,2002,Both,11.64
DNK,2002,Female,5.25
DNK,2002,Male,18.28
DNK,2003,Both,11.55
DNK,2003,Female,5.21
DNK,2003,Male,18.13
DNK,2004,Both,11.52
DNK,2004,Female,5.2
DNK,2004,Male,18.08
DNK,2005,Both,11.33
DNK,2005,Female,5.12
DNK,2005,Male,17.77
DNK,2006,Both,11.21
DNK,2006,Female,5.07
DNK,2006,Male,17.57
DNK,2007,Both,11.0
DNK,2007,Female,4.99
DNK,2007,Male,17.23
DNK,2008,Both,10.71
DNK,2008,Female,4.86
DNK,2008,Male,16.76
DNK,2009,Both,10.48
DNK,2009,Female,4.76
DNK,2009,Male,16.4
DNK,2010,Both,10.39
DNK,2010,Female,4.72
DNK,2010,Male,16.24
DNK,2011,Both,10.11
DNK,2011,Female,4.59
DNK,2011,Male,15.79
DNK,2012,Both,9.83
DNK,2012,Female,4.46
DNK,2012,Male,15.36
DNK,2013,Both,9.55
DNK,2013,Female,4.33
DNK,2013,Male,14.91
DNK,2014,Both,9.6
DNK,2014,Female,4.36
DNK,2014,Male,14.99
DNK,2015,Both,9.61
DNK,2015,Female,4.37
DNK,2015,Male,15.0
DNK,2016,Both,9.52
DNK,2016,Female,4.33
DNK,2016,Male,14.85
DNK,2017,Both,9.5
DNK,2017,Female,4.33
DNK,2017,Male,14.8
DNK,2018,Both,9.4
DNK,2018,Female,4.29
DNK,2018,Male,14.64
DNK,2019,Both,9.4
DNK,2019,Female,4.29
DNK,2019,Male,14.64
DNK,2020,Both,9.49
DNK,2020,Female,4.33
DNK,2020,Male,14.77
DJI,2000,Both,0.65
DJI,2000,Female,0.16
DJI,2000,Male,1.16
DJI,2001,Both,0.65
DJI,2001,Female,0.16
DJI,2001,Male,1.16
DJI,2002,Both,0.66
DJI,2002,Female,0.17
DJI,2002,Male,1.18
DJI,2003,Both,0.67
DJI,2003,Female,0.17
DJI,2003,Male,1.2
DJI,2004,Both,0.67
DJI,2004,Female,0.17
DJI,2004,Male,1.19
DJI,2005,Both,0.67
DJI,2005,Female,0.17
DJI,2005,Male,1.19
DJI,2006,Both,0.67
DJI,2006,Female,0.17
DJI,2006,Male,1.19
DJI,2007,Both,0.69
DJI,2007,Female,0.17
DJI,2007,Male,1.22
DJI,2008,Both,0.7
DJI,2008,Female,0.17
DJI,2008,Male,1.25
DJI,2009,Both,0.73
DJI,2009,Female,0.18
DJI,2009,Male,1.29
DJI,2010,Both,0.69
DJI,2010,Female,0.17
DJI,2010,Male,1.23
DJI,2011,Both,0.67
DJI,2011,Female,0.17
DJI,2011,Male,1.2
DJI,2012,Both,0.66
DJI,2012,Female,0.16
DJI,2012,Male,1.16
DJI,2013,Both,0.65
DJI,2013,Female,0.16
DJI,2013,Male,1.15
DJI,2014,Both,0.59
DJI,2014,Female,0.14
DJI,2014,Male,1.05
DJI,2015,Both,0.53
DJI,2015,Female,0.13
DJI,2015,Male,0.95
DJI,2016,Both,0.49
DJI,2016,Female,0.12
DJI,2016,Male,0.87
DJI,2017,Both,0.47
DJI,2017,Female,0.11
DJI,2017,Male,0.83
DJI,2018,Both,0.4
DJI,2018,Female,0.098
DJI,2018,Male,0.72
DJI,2019,Both,0.4
DJI,2019,Female,0.098
DJI,2019,Male,0.72
DJI,2020,Both,0.38
DJI,2020,Female,0.091
DJI,2020,Male,0.67
DMA,2000,Both,8.12
DMA,2000,Female,3.27
DMA,2000,Male,12.97
DMA,2001,Both,8.12
DMA,2001,Female,3.27
DMA,2001,Male,12.97
DMA,2002,Both,7.87
DMA,2002,Female,3.16
DMA,2002,Male,12.58
DMA,2003,Both,7.93
DMA,2003,Female,3.18
DMA,2003,Male,12.67
DMA,2004,Both,7.93
DMA,2004,Female,3.18
DMA,2004,Male,12.65
DMA,2005,Both,7.91
DMA,2005,Female,3.17
DMA,2005,Male,12.61
DMA,2006,Both,7.58
DMA,2006,Female,3.03
DMA,2006,Male,12.07
DMA,2007,Both,7.32
DMA,2007,Female,2.92
DMA,2007,Male,11.65
DMA,2008,Both,7.14
DMA,2008,Female,2.84
DMA,2008,Male,11.35
DMA,2009,Both,6.88
DMA,2009,Female,2.73
DMA,2009,Male,10.93
DMA,2010,Both,6.55
DMA,2010,Female,2.59
DMA,2010,Male,10.41
DMA,2011,Both,6.37
DMA,2011,Female,2.52
DMA,2011,Male,10.13
DMA,2012,Both,6.39
DMA,2012,Female,2.52
DMA,2012,Male,10.15
DMA,2013,Both,6.4
DMA,2013,Female,2.54
DMA,2013,Male,10.18
DMA,2014,Both,6.41
DMA,2014,Female,2.55
DMA,2014,Male,10.2
DMA,2015,Both,6.31
DMA,2015,Female,2.52
DMA,2015,Male,10.06
DMA,2016,Both,6.3
DMA,2016,Female,2.53
DMA,2016,Male,10.06
DMA,2017,Both,6.21
DMA,2017,Female,2.49
DMA,2017,Male,9.92
DMA,2018,Both,6.1
DMA,2018,Female,2.44
DMA,2018,Male,9.76
DMA,2019,Both,6.1
DMA,2019,Female,2.44
DMA,2019,Male,9.76
DMA,2020,Both,5.02
DMA,2020,Female,1.99
DMA,2020,Male,8.1
DOM,2000,Both,7.91
DOM,2000,Female,3.32
DOM,2000,Male,12.38
DOM,2001,Both,7.91
DOM,2001,Female,3.32
DOM,2001,Male,12.38
DOM,2002,Both,7.8
DOM,2002,Female,3.26
DOM,2002,Male,12.22
DOM,2003,Both,7.45
DOM,2003,Female,3.11
DOM,2003,Male,11.68
DOM,2004,Both,7.17
DOM,2004,Female,2.99
DOM,2004,Male,11.26
DOM,2005,Both,6.96
DOM,2005,Female,2.89
DOM,2005,Male,10.94
DOM,2006,Both,7.16
DOM,2006,Female,2.98
DOM,2006,Male,11.24
DOM,2007,Both,7.21
DOM,2007,Female,3.01
DOM,2007,Male,11.33
DOM,2008,Both,7.14
DOM,2008,Female,2.98
DOM,2008,Male,11.23
DOM,2009,Both,6.99
DOM,2009,Female,2.91
DOM,2009,Male,11.01
DOM,2010,Both,6.84
DOM,2010,Female,2.84
DOM,2010,Male,10.77
DOM,2011,Both,6.78
DOM,2011,Female,2.82
DOM,2011,Male,10.69
DOM,2012,Both,6.73
DOM,2012,Female,2.8
DOM,2012,Male,10.62
DOM,2013,Both,6.65
DOM,2013,Female,2.76
DOM,2013,Male,10.5
DOM,2014,Both,6.59
DOM,2014,Female,2.74
DOM,2014,Male,10.41
DOM,2015,Both,6.57
DOM,2015,Female,2.73
DOM,2015,Male,10.39
DOM,2016,Both,6.64
DOM,2016,Female,2.76
DOM,2016,Male,10.51
DOM,2017,Both,6.69
DOM,2017,Female,2.78
DOM,2017,Male,10.59
DOM,2018,Both,6.76
DOM,2018,Female,2.82
DOM,2018,Male,10.7
DOM,2019,Both,6.76
DOM,2019,Female,2.82
DOM,2019,Male,10.7
DOM,2020,Both,6.5
DOM,2020,Female,2.69
DOM,2020,Male,10.31
ECU,2000,Both,4.17
ECU,2000,Female,1.95
ECU,2000,Male,6.43
ECU,2001,Both,4.17
ECU,2001,Female,1.95
ECU,2001,Male,6.43
ECU,2002,Both,4.07
ECU,2002,Female,1.9
ECU,2002,Male,6.27
ECU,2003,Both,3.92
ECU,2003,Female,1.83
ECU,2003,Male,6.04
ECU,2004,Both,3.81
ECU,2004,Female,1.77
ECU,2004,Male,5.89
ECU,2005,Both,3.76
ECU,2005,Female,1.75
ECU,2005,Male,5.81
ECU,2006,Both,3.74
ECU,2006,Female,1.74
ECU,2006,Male,5.78
ECU,2007,Both,3.8
ECU,2007,Female,1.77
ECU,2007,Male,5.87
ECU,2008,Both,3.9
ECU,2008,Female,1.81
ECU,2008,Male,6.03
ECU,2009,Both,4.0
ECU,2009,Female,1.85
ECU,2009,Male,6.18
ECU,2010,Both,4.12
ECU,2010,Female,1.91
ECU,2010,Male,6.37
ECU,2011,Both,4.19
ECU,2011,Female,1.94
ECU,2011,Male,6.49
ECU,2012,Both,4.19
ECU,2012,Female,1.94
ECU,2012,Male,6.48
ECU,2013,Both,4.13
ECU,2013,Female,1.91
ECU,2013,Male,6.39
ECU,2014,Both,4.06
ECU,2014,Female,1.87
ECU,2014,Male,6.28
ECU,2015,Both,3.85
ECU,2015,Female,1.77
ECU,2015,Male,5.96
ECU,2016,Both,3.53
ECU,2016,Female,1.62
ECU,2016,Male,5.48
ECU,2017,Both,3.3
ECU,2017,Female,1.51
ECU,2017,Male,5.12
ECU,2018,Both,3.26
ECU,2018,Female,1.49
ECU,2018,Male,5.05
ECU,2019,Both,3.26
ECU,2019,Female,1.49
ECU,2019,Male,5.05
ECU,2020,Both,2.54
ECU,2020,Female,1.15
ECU,2020,Male,3.95
EGY,2000,Both,0.14
EGY,2000,Female,0.034
EGY,2000,Male,0.24
EGY,2001,Both,0.14
EGY,2001,Female,0.034
EGY,2001,Male,0.24
EGY,2002,Both,0.14
EGY,2002,Female,0.034
EGY,2002,Male,0.24
EGY,2003,Both,0.14
EGY,2003,Female,0.035
EGY,2003,Male,0.25
EGY,2004,Both,0.15
EGY,2004,Female,0.036
EGY,2004,Male,0.26
EGY,2005,Both,0.16
EGY,2005,Female,0.039
EGY,2005,Male,0.28
EGY,2006,Both,0.17
EGY,2006,Female,0.043
EGY,2006,Male,0.3
EGY,2007,Both,0.2
EGY,2007,Female,0.048
EGY,2007,Male,0.34
EGY,2008,Both,0.2
EGY,2008,Female,0.05
EGY,2008,Male,0.36
EGY,2009,Both,0.21
EGY,2009,Female,0.051
EGY,2009,Male,0.37
EGY,2010,Both,0.2
EGY,2010,Female,0.049
EGY,2010,Male,0.35
EGY,2011,Both,0.2
EGY,2011,Female,0.049
EGY,2011,Male,0.35
EGY,2012,Both,0.19
EGY,2012,Female,0.047
EGY,2012,Male,0.34
EGY,2013,Both,0.19
EGY,2013,Female,0.047
EGY,2013,Male,0.34
EGY,2014,Both,0.19
EGY,2014,Female,0.046
EGY,2014,Male,0.33
EGY,2015,Both,0.18
EGY,2015,Female,0.043
EGY,2015,Male,0.31
EGY,2016,Both,0.16
EGY,2016,Female,0.039
EGY,2016,Male,0.29
EGY,2017,Both,0.15
EGY,2017,Female,0.036
EGY,2017,Male,0.26
EGY,2018,Both,0.15
EGY,2018,Female,0.035
EGY,2018,Male,0.26
EGY,2019,Both,0.15
EGY,2019,Female,0.035
EGY,2019,Male,0.26
EGY,2020,Both,0.13
EGY,2020,Female,0.031
EGY,2020,Male,0.23
SLV,2000,Both,3.14
SLV,2000,Female,1.27
SLV,2000,Male,5.3
SLV,2001,Both,3.14
SLV,2001,Female,1.27
SLV,2001,Male,5.3
SLV,2002,Both,3.23
SLV,2002,Female,1.3
SLV,2002,Male,5.46
SLV,2003,Both,3.24
SLV,2003,Female,1.3
SLV,2003,Male,5.48
SLV,2004,Both,3.18
SLV,2004,Female,1.28
SLV,2004,Male,5.38
SLV,2005,Both,3.09
SLV,2005,Female,1.25
SLV,2005,Male,5.25
SLV,2006,Both,3.08
SLV,2006,Female,1.24
SLV,2006,Male,5.23
SLV,2007,Both,3.05
SLV,2007,Female,1.23
SLV,2007,Male,5.18
SLV,2008,Both,2.98
SLV,2008,Female,1.2
SLV,2008,Male,5.06
SLV,2009,Both,2.81
SLV,2009,Female,1.14
SLV,2009,Male,4.78
SLV,2010,Both,2.71
SLV,2010,Female,1.09
SLV,2010,Male,4.6
SLV,2011,Both,2.68
SLV,2011,Female,1.08
SLV,2011,Male,4.55
SLV,2012,Both,2.69
SLV,2012,Female,1.08
SLV,2012,Male,4.57
SLV,2013,Both,2.74
SLV,2013,Female,1.1
SLV,2013,Male,4.65
SLV,2014,Both,2.78
SLV,2014,Female,1.12
SLV,2014,Male,4.72
SLV,2015,Both,2.89
SLV,2015,Female,1.16
SLV,2015,Male,4.89
SLV,2016,Both,3.01
SLV,2016,Female,1.21
SLV,2016,Male,5.1
SLV,2017,Both,3.15
SLV,2017,Female,1.27
SLV,2017,Male,5.34
SLV,2018,Both,3.28
SLV,2018,Female,1.32
SLV,2018,Male,5.56
SLV,2019,Both,3.28
SLV,2019,Female,1.32
SLV,2019,Male,5.56
SLV,2020,Both,3.15
SLV,2020,Female,1.25
SLV,2020,Male,5.35
GNQ,2000,Both,7.75
GNQ,2000,Female,3.3
GNQ,2000,Male,12.05
GNQ,2001,Both,7.75
GNQ,2001,Female,3.3
GNQ,2001,Male,12.05
GNQ,2002,Both,8.1
GNQ,2002,Female,3.47
GNQ,2002,Male,12.52
GNQ,2003,Both,8.5
