AreaCode,Year,Sex,Litres
LVA,2017,Both,12.7
LVA,2017,Female,5.82
LVA,2017,Male,21.09
LVA,2018,Both,13.09
LVA,2018,Female,5.99
LVA,2018,Male,21.73
LVA,2019,Both,13.09
LVA,2019,Female,5.99
LVA,2019,Male,21.73
LVA,2020,Both,12.87
LVA,2020,Female,5.87
LVA,2020,Male,21.35
LBN,2000,Both,2.28
LBN,2000,Female,0.64
LBN,2000,Male,4.01
LBN,2001,Both,2.28
LBN,2001,Female,0.64
LBN,2001,Male,4.01
LBN,2002,Both,2.2
LBN,2002,Female,0.61
LBN,2002,Male,3.86
LBN,2003,Both,2.1
LBN,2003,Female,0.58
LBN,2003,Male,3.69
LBN,2004,Both,2.04
LBN,2004,Female,0.56
LBN,2004,Male,3.59
LBN,2005,Both,1.94
LBN,2005,Female,0.53
LBN,2005,Male,3.4
LBN,2006,Both,1.85
LBN,2006,Female,0.5
LBN,2006,Male,3.25
LBN,2007,Both,1.82
LBN,2007,Female,0.49
LBN,2007,Male,3.19
LBN,2008,Both,1.81
LBN,2008,Female,0.49
LBN,2008,Male,3.17
LBN,2009,Both,1.84
LBN,2009,Female,0.5
LBN,2009,Male,3.23
LBN,2010,Both,1.82
LBN,2010,Female,0.49
LBN,2010,Male,3.19
LBN,2011,Both,1.75
LBN,2011,Female,0.47
LBN,2011,Male,3.07
LBN,2012,Both,1.62
LBN,2012,Female,0.43
LBN,2012,Male,2.85
LBN,2013,Both,1.55
LBN,2013,Female,0.41
LBN,2013,Male,2.73
LBN,2014,Both,1.53
LBN,2014,Female,0.4
LBN,2014,Male,2.68
LBN,2015,Both,1.53
LBN,2015,Female,0.41
LBN,2015,Male,2.7
LBN,2016,Both,1.52
LBN,2016,Female,0.41
LBN,2016,Male,2.69
LBN,2017,Both,1.51
LBN,2017,Female,0.41
LBN,2017,Male,2.69
LBN,2018,Both,1.48
LBN,2018,Female,0.4
LBN,2018,Male,2.65
LBN,2019,Both,1.48
LBN,2019,Female,0.4
LBN,2019,Male,2.65
LBN,2020,Both,1.26
LBN,2020,Female,0.34
LBN,2020,Male,2.28
LSO,2000,Both,3.76
LSO,2000,Female,1.21
LSO,2000,Male,6.5
LSO,2001,Both,3.76
LSO,2001,Female,1.21
LSO,2001,Male,6.5
LSO,2002,Both,3.7
LSO,2002,Female,1.19
LSO,2002,Male,6.41
LSO,2003,Both,3.65
LSO,2003,Female,1.17
LSO,2003,Male,6.31
LSO,2004,Both,3.65
LSO,2004,Female,1.17
LSO,2004,Male,6.32
LSO,2005,Both,3.65
LSO,2005,Female,1.17
LSO,2005,Male,6.31
LSO,2006,Both,3.67
LSO,2006,Female,1.18
LSO,2006,Male,6.34
LSO,2007,Both,3.71
LSO,2007,Female,1.2
LSO,2007,Male,6.41
LSO,2008,Both,3.79
LSO,2008,Female,1.22
LSO,2008,Male,6.55
LSO,2009,Both,3.63
LSO,2009,Female,1.16
LSO,2009,Male,6.26
LSO,2010,Both,3.39
LSO,2010,Female,1.08
LSO,2010,Male,5.85
LSO,2011,Both,3.07
LSO,2011,Female,0.97
LSO,2011,Male,5.3
LSO,2012,Both,2.98
LSO,2012,Female,0.93
LSO,2012,Male,5.15
LSO,2013,Both,3.04
LSO,2013,Female,0.95
LSO,2013,Male,5.24
LSO,2014,Both,3.24
LSO,2014,Female,1.01
LSO,2014,Male,5.59
LSO,2015,Both,3.28
LSO,2015,Female,1.02
LSO,2015,Male,5.65
LSO,2016,Both,3.38
LSO,2016,Female,1.05
LSO,2016,Male,5.82
LSO,2017,Both,4.07
LSO,2017,Female,1.27
LSO,2017,Male,6.98
LSO,2018,Both,4.54
LSO,2018,Female,1.43
LSO,2018,Male,7.79
LSO,2019,Both,4.54
LSO,2019,Female,1.43
LSO,2019,Male,7.79
LSO,2020,Both,4.3
LSO,2020,Female,1.33
LSO,2020,Male,7.39
LBR,2000,Both,4.5
LBR,2000,Female,1.81
LBR,2000,Male,7.35
LBR,2001,Both,4.5
LBR,2001,Female,1.81
LBR,2001,Male,7.35
LBR,2002,Both,4.42
LBR,2002,Female,1.77
LBR,2002,Male,7.23
LBR,2003,Both,4.38
LBR,2003,Female,1.75
LBR,2003,Male,7.16
LBR,2004,Both,4.36
LBR,2004,Female,1.74
LBR,2004,Male,7.14
LBR,2005,Both,4.32
LBR,2005,Female,1.73
LBR,2005,Male,7.08
LBR,2006,Both,4.27
LBR,2006,Female,1.7
LBR,2006,Male,6.98
LBR,2007,Both,4.18
LBR,2007,Female,1.66
LBR,2007,Male,6.84
LBR,2008,Both,4.09
LBR,2008,Female,1.62
LBR,2008,Male,6.7
LBR,2009,Both,3.97
LBR,2009,Female,1.57
LBR,2009,Male,6.51
LBR,2010,Both,3.9
LBR,2010,Female,1.54
LBR,2010,Male,6.38
LBR,2011,Both,3.78
LBR,2011,Female,1.49
LBR,2011,Male,6.18
LBR,2012,Both,3.71
LBR,2012,Female,1.46
LBR,2012,Male,6.06
LBR,2013,Both,3.59
LBR,2013,Female,1.41
LBR,2013,Male,5.87
LBR,2014,Both,3.63
LBR,2014,Female,1.43
LBR,2014,Male,5.93
LBR,2015,Both,3.63
LBR,2015,Female,1.43
LBR,2015,Male,5.92
LBR,2016,Both,3.68
LBR,2016,Female,1.45
LBR,2016,Male,6.01
LBR,2017,Both,3.68
LBR,2017,Female,1.45
LBR,2017,Male,5.99
LBR,2018,Both,3.64
LBR,2018,Female,1.43
LBR,2018,Male,5.94
LBR,2019,Both,3.64
LBR,2019,Female,1.43
LBR,2019,Male,5.94
LBR,2020,Both,2.86
LBR,2020,Female,1.11
LBR,2020,Male,4.66
LBY,2000,Both,0.007
LBY,2000,Female,0.002
LBY,2000,Male,0.012
LBY,2001,Both,0.007
LBY,2001,Female,0.002
LBY,2001,Male,0.012
LBY,2002,Both,0.007
LBY,2002,Female,0.002
LBY,2002,Male,0.013
LBY,2003,Both,0.028
LBY,2003,Female,0.006
LBY,2003,Male,0.049
LBY,2004,Both,0.028
LBY,2004,Female,0.006
LBY,2004,Male,0.049
LBY,2005,Both,0.027
LBY,2005,Female,0.006
LBY,2005,Male,0.048
LBY,2006,Both,0.006
LBY,2006,Female,0.001
LBY,2006,Male,0.011
LBY,2007,Both,0.008
LBY,2007,Female,0.002
LBY,2007,Male,0.014
LBY,2008,Both,0.009
LBY,2008,Female,0.002
LBY,2008,Male,0.016
LBY,2009,Both,0.009
LBY,2009,Female,0.002
LBY,2009,Male,0.015
LBY,2010,Both,0.007
LBY,2010,Female,0.002
LBY,2010,Male,0.012
LBY,2011,Both,0.007
LBY,2011,Female,0.002
LBY,2011,Male,0.012
LBY,2012,Both,0.008
LBY,2012,Female,0.002
LBY,2012,Male,0.014
LBY,2013,Both,0.009
LBY,2013,Female,0.002
LBY,2013,Male,0.016
LBY,2014,Both,0.009
LBY,2014,Female,0.002
LBY,2014,Male,0.016
LBY,2015,Both,0.011
LBY,2015,Female,0.002
LBY,2015,Male,0.019
LBY,2016,Both,0.01
LBY,2016,Female,0.002
LBY,2016,Male,0.017
LBY,2017,Both,0.008
LBY,2017,Female,0.002
LBY,2017,Male,0.014
LBY,2018,Both,0.008
LBY,2018,Female,0.002
LBY,2018,Male,0.015
LBY,2019,Both,0.008
LBY,2019,Female,0.002
LBY,2019,Male,0.015
LBY,2020,Both,0.012
LBY,2020,Female,0.002
LBY,2020,Male,0.021
LTU,2000,Both,11.5
LTU,2000,Female,5.42
LTU,2000,Male,18.81
LTU,2001,Both,11.5
LTU,2001,Female,5.42
LTU,2001,Male,18.81
LTU,2002,Both,11.92
LTU,2002,Female,5.62
LTU,2002,Male,19.51
LTU,2003,Both,12.49
LTU,2003,Female,5.89
LTU,2003,Male,20.45
LTU,2004,Both,12.91
LTU,2004,Female,6.1
LTU,2004,Male,21.16
LTU,2005,Both,13.53
LTU,2005,Female,6.39
LTU,2005,Male,22.17
LTU,2006,Both,14.02
LTU,2006,Female,6.62
LTU,2006,Male,23.0
LTU,2007,Both,14.42
LTU,2007,Female,6.81
LTU,2007,Male,23.67
LTU,2008,Both,14.3
LTU,2008,Female,6.74
LTU,2008,Male,23.49
LTU,2009,Both,13.75
LTU,2009,Female,6.47
LTU,2009,Male,22.61
LTU,2010,Both,14.05
LTU,2010,Female,6.6
LTU,2010,Male,23.12
LTU,2011,Both,14.66
LTU,2011,Female,6.87
LTU,2011,Male,24.12
LTU,2012,Both,15.54
LTU,2012,Female,7.26
LTU,2012,Male,25.57
LTU,2013,Both,15.57
LTU,2013,Female,7.25
LTU,2013,Male,25.61
LTU,2014,Both,14.96
LTU,2014,Female,6.95
LTU,2014,Male,24.6
LTU,2015,Both,14.17
LTU,2015,Female,6.56
LTU,2015,Male,23.29
LTU,2016,Both,13.03
LTU,2016,Female,6.01
LTU,2016,Male,21.4
LTU,2017,Both,12.29
LTU,2017,Female,5.64
LTU,2017,Male,20.17
LTU,2018,Both,11.79
LTU,2018,Female,5.39
LTU,2018,Male,19.34
LTU,2019,Both,11.79
LTU,2019,Female,5.39
LTU,2019,Male,19.34
LTU,2020,Both,12.1
LTU,2020,Female,5.5
LTU,2020,Male,19.82
LUX,2000,Both,13.65
LUX,2000,Female,6.36
LUX,2000,Male,21.29
LUX,2001,Both,13.65
LUX,2001,Female,6.36
LUX,2001,Male,21.29
LUX,2002,Both,13.41
LUX,2002,Female,6.25
LUX,2002,Male,20.9
LUX,2003,Both,13.13
LUX,2003,Female,6.13
LUX,2003,Male,20.44
LUX,2004,Both,12.86
LUX,2004,Female,6.0
LUX,2004,Male,20.0
LUX,2005,Both,12.75
LUX,2005,Female,5.97
LUX,2005,Male,19.79
LUX,2006,Both,12.64
LUX,2006,Female,5.93
LUX,2006,Male,19.59
LUX,2007,Both,12.52
LUX,2007,Female,5.89
LUX,2007,Male,19.37
LUX,2008,Both,12.36
LUX,2008,Female,5.82
LUX,2008,Male,19.1
LUX,2009,Both,12.19
LUX,2009,Female,5.74
LUX,2009,Male,18.81
LUX,2010,Both,12.13
LUX,2010,Female,5.71
LUX,2010,Male,18.71
LUX,2011,Both,12.04
LUX,2011,Female,5.67
LUX,2011,Male,18.54
LUX,2012,Both,11.95
LUX,2012,Female,5.63
LUX,2012,Male,18.36
LUX,2013,Both,11.86
LUX,2013,Female,5.59
LUX,2013,Male,18.19
LUX,2014,Both,11.76
LUX,2014,Female,5.55
LUX,2014,Male,18.01
LUX,2015,Both,11.71
LUX,2015,Female,5.53
LUX,2015,Male,17.92
LUX,2016,Both,11.66
LUX,2016,Female,5.5
LUX,2016,Male,17.82
LUX,2017,Both,11.58
LUX,2017,Female,5.47
LUX,2017,Male,17.69
LUX,2018,Both,11.53
LUX,2018,Female,5.44
LUX,2018,Male,17.6
LUX,2019,Both,11.53
LUX,2019,Female,5.44
LUX,2019,Male,17.6
LUX,2020,Both,10.82
LUX,2020,Female,5.1
LUX,2020,Male,16.5
MDG,2000,Both,1.46
MDG,2000,Female,0.52
MDG,2000,Male,2.4
MDG,2001,Both,1.46
MDG,2001,Female,0.52
MDG,2001,Male,2.4
MDG,2002,Both,1.25
MDG,2002,Female,0.44
MDG,2002,Male,2.05
MDG,2003,Both,1.07
MDG,2003,Female,0.38
MDG,2003,Male,1.76
MDG,2004,Both,1.0
MDG,2004,Female,0.35
MDG,2004,Male,1.64
MDG,2005,Both,0.94
MDG,2005,Female,0.33
MDG,2005,Male,1.54
MDG,2006,Both,0.91
MDG,2006,Female,0.32
MDG,2006,Male,1.5
MDG,2007,Both,0.88
MDG,2007,Female,0.31
MDG,2007,Male,1.46
MDG,2008,Both,0.99
MDG,2008,Female,0.35
MDG,2008,Male,1.64
MDG,2009,Both,1.04
MDG,2009,Female,0.36
MDG,2009,Male,1.72
MDG,2010,Both,1.06
MDG,2010,Female,0.37
MDG,2010,Male,1.76
MDG,2011,Both,0.96
MDG,2011,Female,0.33
MDG,2011,Male,1.59
MDG,2012,Both,0.93
MDG,2012,Female,0.33
MDG,2012,Male,1.55
MDG,2013,Both,0.97
MDG,2013,Female,0.34
MDG,2013,Male,1.61
MDG,2014,Both,1.01
MDG,2014,Female,0.35
MDG,2014,Male,1.66
MDG,2015,Both,1.01
MDG,2015,Female,0.35
MDG,2015,Male,1.67
MDG,2016,Both,1.0
MDG,2016,Female,0.35
MDG,2016,Male,1.66
MDG,2017,Both,1.02
MDG,2017,Female,0.36
MDG,2017,Male,1.69
MDG,2018,Both,1.02
MDG,2018,Female,0.35
MDG,2018,Male,1.69
MDG,2019,Both,1.02
MDG,2019,Female,0.35
MDG,2019,Male,1.69
MDG,2020,Both,0.99
MDG,2020,Female,0.34
MDG,2020,Male,1.65
MWI,2000,Both,3.0
MWI,2000,Female,1.05
MWI,2000,Male,5.12
MWI,2001,Both,3.0
MWI,2001,Female,1.05
MWI,2001,Male,5.12
MWI,2002,Both,2.93
MWI,2002,Female,1.02
MWI,2002,Male,5.02
MWI,2003,Both,2.9
MWI,2003,Female,1.01
MWI,2003,Male,4.97
MWI,2004,Both,2.89
MWI,2004,Female,1.01
MWI,2004,Male,4.96
MWI,2005,Both,3.13
MWI,2005,Female,1.1
MWI,2005,Male,5.37
MWI,2006,Both,3.37
MWI,2006,Female,1.19
MWI,2006,Male,5.77
MWI,2007,Both,3.55
MWI,2007,Female,1.26
MWI,2007,Male,6.08
MWI,2008,Both,3.44
MWI,2008,Female,1.22
MWI,2008,Male,5.9
MWI,2009,Both,3.46
MWI,2009,Female,1.23
MWI,2009,Male,5.92
MWI,2010,Both,3.57
MWI,2010,Female,1.28
MWI,2010,Male,6.11
MWI,2011,Both,3.71
MWI,2011,Female,1.34
MWI,2011,Male,6.35
MWI,2012,Both,3.71
MWI,2012,Female,1.34
MWI,2012,Male,6.33
MWI,2013,Both,3.68
MWI,2013,Female,1.33
MWI,2013,Male,6.29
MWI,2014,Both,3.58
MWI,2014,Female,1.29
MWI,2014,Male,6.11
MWI,2015,Both,3.37
MWI,2015,Female,1.21
MWI,2015,Male,5.76
MWI,2016,Both,3.19
MWI,2016,Female,1.14
MWI,2016,Male,5.46
MWI,2017,Both,3.13
MWI,2017,Female,1.12
MWI,2017,Male,5.35
MWI,2018,Both,3.24
MWI,2018,Female,1.16
MWI,2018,Male,5.52
MWI,2019,Both,3.24
MWI,2019,Female,1.16
MWI,2019,Male,5.52
MWI,2020,Both,3.61
MWI,2020,Female,1.31
MWI,2020,Male,6.15
MYS,2000,Both,0.62
MYS,2000,Female,0.17
MYS,2000,Male,1.07
MYS,2001,Both,0.62
MYS,2001,Female,0.17
MYS,2001,Male,1.07
MYS,2002,Both,0.61
MYS,2002,Female,0.17
MYS,2002,Male,1.04
MYS,2003,Both,0.62
MYS,2003,Female,0.17
MYS,2003,Male,1.06
MYS,2004,Both,0.62
MYS,2004,Female,0.17
MYS,2004,Male,1.05
MYS,2005,Both,0.59
MYS,2005,Female,0.16
MYS,2005,Male,1.0
MYS,2006,Both,0.55
MYS,2006,Female,0.15
MYS,2006,Male,0.93
MYS,2007,Both,0.55
MYS,2007,Female,0.15
MYS,2007,Male,0.93
MYS,2008,Both,0.56
MYS,2008,Female,0.15
MYS,2008,Male,0.95
MYS,2009,Both,0.59
MYS,2009,Female,0.16
MYS,2009,Male,0.99
MYS,2010,Both,0.6
MYS,2010,Female,0.16
MYS,2010,Male,1.01
MYS,2011,Both,0.62
MYS,2011,Female,0.17
MYS,2011,Male,1.05
MYS,2012,Both,0.63
MYS,2012,Female,0.17
MYS,2012,Male,1.07
MYS,2013,Both,0.63
MYS,2013,Female,0.17
MYS,2013,Male,1.07
MYS,2014,Both,0.63
MYS,2014,Female,0.17
MYS,2014,Male,1.07
MYS,2015,Both,0.65
MYS,2015,Female,0.18
MYS,2015,Male,1.11
MYS,2016,Both,0.69
MYS,2016,Female,0.19
MYS,2016,Male,1.18
MYS,2017,Both,0.73
MYS,2017,Female,0.2
MYS,2017,Male,1.24
MYS,2018,Both,0.76
MYS,2018,Female,0.21
MYS,2018,Male,1.29
MYS,2019,Both,0.76
MYS,2019,Female,0.21
MYS,2019,Male,1.29
MYS,2020,Both,0.74
MYS,2020,Female,0.2
MYS,2020,Male,1.26
MDV,2000,Both,1.75
MDV,2000,Female,0.4
MDV,2000,Male,3.01
MDV,2001,Both,1.75
MDV,2001,Female,0.4
MDV,2001,Male,3.01
MDV,2002,Both,1.66
MDV,2002,Female,0.38
MDV,2002,Male,2.86
MDV,2003,Both,1.62
MDV,2003,Female,0.38
MDV,2003,Male,2.8
MDV,2004,Both,1.45
MDV,2004,Female,0.34
MDV,2004,Male,2.5
MDV,2005,Both,1.37
MDV,2005,Female,0.32
MDV,2005,Male,2.36
MDV,2006,Both,1.41
MDV,2006,Female,0.33
MDV,2006,Male,2.4
MDV,2007,Both,1.56
MDV,2007,Female,0.36
MDV,2007,Male,2.64
MDV,2008,Both,1.63
MDV,2008,Female,0.37
MDV,2008,Male,2.7
MDV,2009,Both,1.6
MDV,2009,Female,0.35
MDV,2009,Male,2.62
MDV,2010,Both,1.56
MDV,2010,Female,0.34
MDV,2010,Male,2.52
MDV,2011,Both,1.52
MDV,2011,Female,0.32
MDV,2011,Male,2.43
MDV,2012,Both,1.48
MDV,2012,Female,0.3
MDV,2012,Male,2.34
MDV,2013,Both,1.45
MDV,2013,Female,0.29
MDV,2013,Male,2.28
MDV,2014,Both,1.39
MDV,2014,Female,0.27
MDV,2014,Male,2.18
MDV,2015,Both,1.35
MDV,2015,Female,0.26
MDV,2015,Male,2.12
MDV,2016,Both,1.32
MDV,2016,Female,0.25
MDV,2016,Male,2.05
MDV,2017,Both,1.35
MDV,2017,Female,0.26
MDV,2017,Male,2.11
MDV,2018,Both,1.43
MDV,2018,Female,0.27
MDV,2018,Male,2.22
MDV,2019,Both,1.43
MDV,2019,Female,0.27
MDV,2019,Male,2.22
MDV,2020,Both,1.49
MDV,2020,Female,0.27
MDV,2020,Male,2.32
MLI,2000,Both,0.82
MLI,2000,Female,0.22
MLI,2000,Male,1.4
MLI,2001,Both,0.82
MLI,2001,Female,0.22
MLI,2001,Male,1.4
MLI,2002,Both,0.81
MLI,2002,Female,0.22
MLI,2002,Male,1.4
MLI,2003,Both,0.8
MLI,2003,Female,0.21
MLI,2003,Male,1.37
MLI,2004,Both,0.78
MLI,2004,Female,0.21
MLI,2004,Male,1.34
MLI,2005,Both,0.77
MLI,2005,Female,0.21
MLI,2005,Male,1.33
MLI,2006,Both,0.78
MLI,2006,Female,0.21
MLI,2006,Male,1.34
MLI,2007,Both,0.79
MLI,2007,Female,0.21
MLI,2007,Male,1.36
MLI,2008,Both,0.79
MLI,2008,Female,0.21
MLI,2008,Male,1.37
MLI,2009,Both,2.12
MLI,2009,Female,0.59
MLI,2009,Male,3.62
MLI,2010,Both,3.4
MLI,2010,Female,0.96
MLI,2010,Male,5.81
MLI,2011,Both,4.7
MLI,2011,Female,1.33
MLI,2011,Male,8.01
MLI,2012,Both,4.45
MLI,2012,Female,1.25
MLI,2012,Male,7.59
MLI,2013,Both,4.44
MLI,2013,Female,1.25
MLI,2013,Male,7.58
MLI,2014,Both,4.45
MLI,2014,Female,1.25
MLI,2014,Male,7.6
MLI,2015,Both,4.59
MLI,2015,Female,1.29
MLI,2015,Male,7.83
MLI,2016,Both,4.49
MLI,2016,Female,1.26
MLI,2016,Male,7.66
MLI,2017,Both,4.38
MLI,2017,Female,1.23
MLI,2017,Male,7.47
MLI,2018,Both,4.35
MLI,2018,Female,1.22
MLI,2018,Male,7.42
MLI,2019,Both,4.35
MLI,2019,Female,1.22
MLI,2019,Male,7.42
MLI,2020,Both,5.32
MLI,2020,Female,1.52
MLI,2020,Male,9.06
MLT,2000,Both,5.7
MLT,2000,Female,2.54
MLT,2000,Male,8.96
MLT,2001,Both,5.7
MLT,2001,Female,2.54
MLT,2001,Male,8.96
MLT,2002,Both,5.86
MLT,2002,Female,2.61
MLT,2002,Male,9.2
MLT,2003,Both,6.02
MLT,2003,Female,2.68
MLT,2003,Male,9.46
MLT,2004,Both,6.14
MLT,2004,Female,2.74
MLT,2004,Male,9.64
MLT,2005,Both,6.77
MLT,2005,Female,3.03
MLT,2005,Male,10.61
MLT,2006,Both,7.2
MLT,2006,Female,3.23
MLT,2006,Male,11.29
MLT,2007,Both,7.47
MLT,2007,Female,3.35
MLT,2007,Male,11.7
MLT,2008,Both,7.15
MLT,2008,Female,3.2
MLT,2008,Male,11.21
MLT,2009,Both,6.91
MLT,2009,Female,3.09
MLT,2009,Male,10.83
MLT,2010,Both,6.91
MLT,2010,Female,3.08
MLT,2010,Male,10.82
MLT,2011,Both,6.95
MLT,2011,Female,3.1
MLT,2011,Male,10.87
MLT,2012,Both,7.15
MLT,2012,Female,3.18
MLT,2012,Male,11.15
MLT,2013,Both,7.27
MLT,2013,Female,3.24
MLT,2013,Male,11.32
MLT,2014,Both,7.41
MLT,2014,Female,3.3
MLT,2014,Male,11.49
MLT,2015,Both,7.72
MLT,2015,Female,3.44
MLT,2015,Male,11.93
MLT,2016,Both,8.14
MLT,2016,Female,3.62
MLT,2016,Male,12.53
MLT,2017,Both,8.44
MLT,2017,Female,3.76
MLT,2017,Male,12.95
MLT,2018,Both,8.52
MLT,2018,Female,3.79
MLT,2018,Male,13.03
MLT,2019,Both,8.52
MLT,2019,Female,3.79
MLT,2019,Male,13.03
MLT,2020,Both,7.11
MLT,2020,Female,3.11
MLT,2020,Male,10.84
MRT,2000,Both,0.0
MRT,2000,Female,0.0
MRT,2000,Male,0.0
MRT,2001,Both,0.0
MRT,2001,Female,0.0
MRT,2001,Male,0.0
MRT,2002,Both,0.0
MRT,2002,Female,0.0
MRT,2002,Male,0.0
MRT,2003,Both,0.0
MRT,2003,Female,0.0
MRT,2003,Male,0.0
MRT,2004,Both,0.0
MRT,2004,Female,0.0
MRT,2004,Male,0.0
MRT,2005,Both,0.0
MRT,2005,Female,0.0
MRT,2005,Male,0.0
MRT,2006,Both,0.0
MRT,2006,Female,0.0
MRT,2006,Male,0.0
MRT,2007,Both,0.0
MRT,2007,Female,0.0
MRT,2007,Male,0.0
MRT,2008,Both,0.0
MRT,2008,Female,0.0
MRT,2008,Male,0.0
MRT,2009,Both,0.0
MRT,2009,Female,0.0
MRT,2009,Male,0.0
MRT,2010,Both,0.0
MRT,2010,Female,0.0
MRT,2010,Male,0.0
MRT,2011,Both,0.0
MRT,2011,Female,0.0
MRT,2011,Male,0.0
MRT,2012,Both,0.0
MRT,2012,Female,0.0
MRT,2012,Male,0.0
MRT,2013,Both,0.0
MRT,2013,Female,0.0
MRT,2013,Male,0.0
MRT,2014,Both,0.0
MRT,2014,Female,0.0
MRT,2014,Male,0.0
MRT,2015,Both,0.0
MRT,2015,Female,0.0
MRT,2015,Male,0.0
MRT,2016,Both,0.0
MRT,2016,Female,0.0
MRT,2016,Male,0.0
MRT,2017,Both,0.0
MRT,2017,Female,0.0
MRT,2017,Male,0.0
MRT,2018,Both,0.0
MRT,2018,Female,0.0
MRT,2018,Male,0.0
MRT,2019,Both,0.0
MRT,2019,Female,0.0
MRT,2019,Male,0.0
MRT,2020,Both,0.0
MRT,2020,Female,0.0
MRT,2020,Male,0.0
MUS,2000,Both,8.01
MUS,2000,Female,2.97
MUS,2000,Male,13.13
MUS,2001,Both,8.01
MUS,2001,Female,2.97
MUS,2001,Male,13.13
MUS,2002,Both,7.93
MUS,2002,Female,2.93
MUS,2002,Male,13.02
MUS,2003,Both,7.9
MUS,2003,Female,2.91
MUS,2003,Male,12.97
MUS,2004,Both,7.93
MUS,2004,Female,2.92
MUS,2004,Male,13.03
MUS,2005,Both,7.86
MUS,2005,Female,2.89
MUS,2005,Male,12.93
MUS,2006,Both,7.77
MUS,2006,Female,2.85
MUS,2006,Male,12.79
MUS,2007,Both,7.6
MUS,2007,Female,2.78
MUS,2007,Male,12.52
MUS,2008,Both,7.59
MUS,2008,Female,2.78
MUS,2008,Male,12.5
MUS,2009,Both,7.57
MUS,2009,Female,2.77
MUS,2009,Male,12.48
MUS,2010,Both,7.67
MUS,2010,Female,2.81
MUS,2010,Male,12.65
MUS,2011,Both,7.61
MUS,2011,Female,2.78
MUS,2011,Male,12.56
MUS,2012,Both,7.59
MUS,2012,Female,2.77
MUS,2012,Male,12.53
MUS,2013,Both,7.51
MUS,2013,Female,2.74
MUS,2013,Male,12.4
MUS,2014,Both,7.4
MUS,2014,Female,2.69
MUS,2014,Male,12.24
MUS,2015,Both,7.4
MUS,2015,Female,2.7
MUS,2015,Male,12.24
MUS,2016,Both,7.4
MUS,2016,Female,2.69
MUS,2016,Male,12.25
MUS,2017,Both,7.52
MUS,2017,Female,2.74
MUS,2017,Male,12.44
MUS,2018,Both,7.52
MUS,2018,Female,2.75
MUS,2018,Male,12.45
MUS,2019,Both,7.52
MUS,2019,Female,2.75
MUS,2019,Male,12.45
MUS,2020,Both,6.86
MUS,2020,Female,2.47
MUS,2020,Male,11.41
MEX,2000,Both,6.16
MEX,2000,Female,2.54
MEX,2000,Male,10.08
MEX,2001,Both,6.16
MEX,2001,Female,2.54
MEX,2001,Male,10.08
MEX,2002,Both,6.1
MEX,2002,Female,2.51
MEX,2002,Male,9.98
MEX,2003,Both,6.09
MEX,2003,Female,2.5
MEX,2003,Male,9.97
MEX,2004,Both,6.12
MEX,2004,Female,2.51
MEX,2004,Male,10.02
MEX,2005,Both,6.19
MEX,2005,Female,2.54
MEX,2005,Male,10.13
MEX,2006,Both,5.93
MEX,2006,Female,2.42
MEX,2006,Male,9.71
MEX,2007,Both,5.67
MEX,2007,Female,2.31
MEX,2007,Male,9.29
MEX,2008,Both,5.4
MEX,2008,Female,2.19
MEX,2008,Male,8.85
MEX,2009,Both,5.33
MEX,2009,Female,2.16
MEX,2009,Male,8.74
MEX,2010,Both,5.23
MEX,2010,Female,2.11
MEX,2010,Male,8.59
MEX,2011,Both,5.05
MEX,2011,Female,2.03
MEX,2011,Male,8.29
MEX,2012,Both,4.92
MEX,2012,Female,1.98
MEX,2012,Male,8.09
MEX,2013,Both,4.87
MEX,2013,Female,1.95
MEX,2013,Male,8.0
MEX,2014,Both,4.98
MEX,2014,Female,2.0
MEX,2014,Male,8.18
MEX,2015,Both,5.15
MEX,2015,Female,2.07
MEX,2015,Male,8.46
MEX,2016,Both,5.38
MEX,2016,Female,2.16
MEX,2016,Male,8.82
MEX,2017,Both,5.54
MEX,2017,Female,2.22
MEX,2017,Male,9.09
MEX,2018,Both,5.72
MEX,2018,Female,2.3
MEX,2018,Male,9.38
MEX,2019,Both,5.72
MEX,2019,Female,2.3
MEX,2019,Male,9.38
MEX,2020,Both,4.79
MEX,2020,Female,1.9
MEX,2020,Male,7.9
FSM,2000,Both,3.39
FSM,2000,Female,1.22
FSM,2000,Male,5.57
FSM,2001,Both,3.39
FSM,2001,Female,1.22
FSM,2001,Male,5.57
FSM,2002,Both,3.74
FSM,2002,Female,1.35
FSM,2002,Male,6.14
FSM,2003,Both,3.42
FSM,2003,Female,1.23
FSM,2003,Male,5.62
FSM,2004,Both,3.07
FSM,2004,Female,1.1
FSM,2004,Male,5.05
FSM,2005,Both,2.51
FSM,2005,Female,0.88
FSM,2005,Male,4.14
FSM,2006,Both,2.35
FSM,2006,Female,0.82
FSM,2006,Male,3.87
FSM,2007,Both,2.37
FSM,2007,Female,0.82
FSM,2007,Male,3.91
FSM,2008,Both,2.5
FSM,2008,Female,0.87
FSM,2008,Male,4.12
FSM,2009,Both,2.54
FSM,2009,Female,0.88
FSM,2009,Male,4.19
FSM,2010,Both,2.5
FSM,2010,Female,0.86
FSM,2010,Male,4.12
FSM,2011,Both,2.83
FSM,2011,Female,0.98
FSM,2011,Male,4.66
FSM,2012,Both,2.77
FSM,2012,Female,0.96
FSM,2012,Male,4.56
FSM,2013,Both,2.62
FSM,2013,Female,0.91
