AreaCode,Year,Sex,LitresPerCapita
LBN,2006,Female,6.05
LBN,2006,Male,16.26
LBN,2006,Total,13.17
LBN,2007,Female,5.89
LBN,2007,Male,15.85
LBN,2007,Total,12.84
LBN,2008,Female,5.79
LBN,2008,Male,15.58
LBN,2008,Total,12.63
LBN,2009,Female,5.8
LBN,2009,Male,15.62
LBN,2009,Total,12.66
LBN,2010,Female,5.68
LBN,2010,Male,15.32
LBN,2010,Total,12.43
LBN,2011,Female,5.47
LBN,2011,Male,14.77
LBN,2011,Total,11.99
LBN,2012,Female,5.12
LBN,2012,Male,13.84
LBN,2012,Total,11.25
LBN,2013,Female,4.91
LBN,2013,Male,13.29
LBN,2013,Total,10.8
LBN,2014,Female,4.83
LBN,2014,Male,13.07
LBN,2014,Total,10.63
LBN,2015,Female,4.86
LBN,2015,Male,13.17
LBN,2015,Total,10.7
LBN,2016,Female,4.85
LBN,2016,Male,13.17
LBN,2016,Total,10.67
LBN,2017,Female,4.89
LBN,2017,Male,13.27
LBN,2017,Total,10.72
LBN,2018,Female,4.88
LBN,2018,Male,13.25
LBN,2018,Total,10.67
LBN,2019,Female,4.88
LBN,2019,Male,13.25
LBN,2019,Total,10.67
LBN,2020,Female,4.55
LBN,2020,Male,12.37
LBN,2020,Total,9.93
LSO,2000,Female,8.66
LSO,2000,Male,22.52
LSO,2000,Total,17.78
LSO,2001,Female,8.66
LSO,2001,Male,22.52
LSO,2001,Total,17.78
LSO,2002,Female,8.58
LSO,2002,Male,22.28
LSO,2002,Total,17.6
LSO,2003,Female,8.49
LSO,2003,Male,22.04
LSO,2003,Total,17.41
LSO,2004,Female,8.5
LSO,2004,Male,22.04
LSO,2004,Total,17.41
LSO,2005,Female,8.49
LSO,2005,Male,21.98
LSO,2005,Total,17.37
LSO,2006,Female,8.51
LSO,2006,Male,22.02
LSO,2006,Total,17.41
LSO,2007,Female,8.55
LSO,2007,Male,22.11
LSO,2007,Total,17.48
LSO,2008,Female,8.64
LSO,2008,Male,22.35
LSO,2008,Total,17.68
LSO,2009,Female,8.31
LSO,2009,Male,21.5
LSO,2009,Total,17.03
LSO,2010,Female,7.85
LSO,2010,Male,20.32
LSO,2010,Total,16.12
LSO,2011,Female,7.25
LSO,2011,Male,18.76
LSO,2011,Total,14.92
LSO,2012,Female,7.04
LSO,2012,Male,18.23
LSO,2012,Total,14.52
LSO,2013,Female,7.08
LSO,2013,Male,18.38
LSO,2013,Total,14.64
LSO,2014,Female,7.37
LSO,2014,Male,19.15
LSO,2014,Total,15.26
LSO,2015,Female,7.39
LSO,2015,Male,19.23
LSO,2015,Total,15.33
LSO,2016,Female,7.51
LSO,2016,Male,19.58
LSO,2016,Total,15.61
LSO,2017,Female,8.44
LSO,2017,Male,22.09
LSO,2017,Total,17.56
LSO,2018,Female,9.14
LSO,2018,Male,23.96
LSO,2018,Total,19.02
LSO,2019,Female,9.14
LSO,2019,Male,23.96
LSO,2019,Total,19.02
LSO,2020,Female,8.8
LSO,2020,Male,23.12
LSO,2020,Total,18.39
LBR,2000,Female,5.42
LBR,2000,Male,13.74
LBR,2000,Total,10.43
LBR,2001,Female,5.42
LBR,2001,Male,13.74
LBR,2001,Total,10.43
LBR,2002,Female,5.34
LBR,2002,Male,13.52
LBR,2002,Total,10.27
LBR,2003,Female,5.28
LBR,2003,Male,13.38
LBR,2003,Total,10.17
LBR,2004,Female,5.25
LBR,2004,Male,13.3
LBR,2004,Total,10.11
LBR,2005,Female,5.19
LBR,2005,Male,13.16
LBR,2005,Total,10.01
LBR,2006,Female,5.12
LBR,2006,Male,12.98
LBR,2006,Total,9.88
LBR,2007,Female,5.02
LBR,2007,Male,12.73
LBR,2007,Total,9.69
LBR,2008,Female,4.92
LBR,2008,Male,12.48
LBR,2008,Total,9.5
LBR,2009,Female,4.8
LBR,2009,Male,12.16
LBR,2009,Total,9.27
LBR,2010,Female,4.71
LBR,2010,Male,11.95
LBR,2010,Total,9.11
LBR,2011,Female,4.59
LBR,2011,Male,11.61
LBR,2011,Total,8.87
LBR,2012,Female,4.51
LBR,2012,Male,11.42
LBR,2012,Total,8.72
LBR,2013,Female,4.39
LBR,2013,Male,11.13
LBR,2013,Total,8.51
LBR,2014,Female,4.43
LBR,2014,Male,11.23
LBR,2014,Total,8.58
LBR,2015,Female,4.43
LBR,2015,Male,11.22
LBR,2015,Total,8.58
LBR,2016,Female,4.48
LBR,2016,Male,11.37
LBR,2016,Total,8.69
LBR,2017,Female,4.48
LBR,2017,Male,11.35
LBR,2017,Total,8.68
LBR,2018,Female,4.44
LBR,2018,Male,11.27
LBR,2018,Total,8.62
LBR,2019,Female,4.44
LBR,2019,Male,11.27
LBR,2019,Total,8.62
LBR,2020,Female,3.65
LBR,2020,Male,9.2
LBR,2020,Total,7.07
LBY,2000,Female,0.22
LBY,2000,Male,0.62
LBY,2000,Total,0.53
LBY,2001,Female,0.22
LBY,2001,Male,0.62
LBY,2001,Total,0.53
LBY,2002,Female,0.23
LBY,2002,Male,0.65
LBY,2002,Total,0.55
LBY,2003,Female,0.88
LBY,2003,Male,2.47
LBY,2003,Total,2.07
LBY,2004,Female,0.86
LBY,2004,Male,2.41
LBY,2004,Total,2.02
LBY,2005,Female,0.84
LBY,2005,Male,2.34
LBY,2005,Total,1.96
LBY,2006,Female,0.18
LBY,2006,Male,0.5
LBY,2006,Total,0.42
LBY,2007,Female,0.23
LBY,2007,Male,0.65
LBY,2007,Total,0.54
LBY,2008,Female,0.26
LBY,2008,Male,0.74
LBY,2008,Total,0.62
LBY,2009,Female,0.24
LBY,2009,Male,0.68
LBY,2009,Total,0.57
LBY,2010,Female,0.2
LBY,2010,Male,0.57
LBY,2010,Total,0.48
LBY,2011,Female,0.21
LBY,2011,Male,0.6
LBY,2011,Total,0.5
LBY,2012,Female,0.23
LBY,2012,Male,0.66
LBY,2012,Total,0.56
LBY,2013,Female,0.27
LBY,2013,Male,0.77
LBY,2013,Total,0.64
LBY,2014,Female,0.29
LBY,2014,Male,0.83
LBY,2014,Total,0.69
LBY,2015,Female,0.34
LBY,2015,Male,0.97
LBY,2015,Total,0.81
LBY,2016,Female,0.3
LBY,2016,Male,0.87
LBY,2016,Total,0.73
LBY,2017,Female,0.24
LBY,2017,Male,0.69
LBY,2017,Total,0.57
LBY,2018,Female,0.25
LBY,2018,Male,0.73
LBY,2018,Total,0.61
LBY,2019,Female,0.25
LBY,2019,Male,0.73
LBY,2019,Total,0.61
LBY,2020,Female,0.38
LBY,2020,Male,1.1
LBY,2020,Total,0.92
LTU,2000,Female,8.01
LTU,2000,Male,23.0
LTU,2000,Total,15.53
LTU,2001,Female,8.01
LTU,2001,Male,23.0
LTU,2001,Total,15.53
LTU,2002,Female,8.27
LTU,2002,Male,23.8
LTU,2002,Total,16.04
LTU,2003,Female,8.61
LTU,2003,Male,24.87
LTU,2003,Total,16.72
LTU,2004,Female,8.86
LTU,2004,Male,25.66
LTU,2004,Total,17.22
LTU,2005,Female,9.22
LTU,2005,Male,26.81
LTU,2005,Total,17.95
LTU,2006,Female,9.51
LTU,2006,Male,27.73
LTU,2006,Total,18.53
LTU,2007,Female,9.73
LTU,2007,Male,28.47
LTU,2007,Total,18.99
LTU,2008,Female,9.65
LTU,2008,Male,28.27
LTU,2008,Total,18.85
LTU,2009,Female,9.32
LTU,2009,Male,27.28
LTU,2009,Total,18.21
LTU,2010,Female,9.48
LTU,2010,Male,27.84
LTU,2010,Total,18.57
LTU,2011,Female,9.8
LTU,2011,Male,28.93
LTU,2011,Total,19.27
LTU,2012,Female,10.28
LTU,2012,Male,30.52
LTU,2012,Total,20.29
LTU,2013,Female,10.26
LTU,2013,Male,30.54
LTU,2013,Total,20.31
LTU,2014,Female,9.87
LTU,2014,Male,29.38
LTU,2014,Total,19.57
LTU,2015,Female,9.38
LTU,2015,Male,27.9
LTU,2015,Total,18.63
LTU,2016,Female,8.68
LTU,2016,Male,25.76
LTU,2016,Total,17.25
LTU,2017,Female,8.21
LTU,2017,Male,24.36
LTU,2017,Total,16.35
LTU,2018,Female,7.89
LTU,2018,Male,23.41
LTU,2018,Total,15.73
LTU,2019,Female,7.89
LTU,2019,Male,23.41
LTU,2019,Total,15.73
LTU,2020,Female,8.02
LTU,2020,Male,23.94
LTU,2020,Total,16.1
LUX,2000,Female,8.19
LUX,2000,Male,23.99
LUX,2000,Total,16.44
LUX,2001,Female,8.19
LUX,2001,Male,23.99
LUX,2001,Total,16.44
LUX,2002,Female,8.05
LUX,2002,Male,23.56
LUX,2002,Total,16.15
LUX,2003,Female,7.89
LUX,2003,Male,23.06
LUX,2003,Total,15.81
LUX,2004,Female,7.72
LUX,2004,Male,22.57
LUX,2004,Total,15.48
LUX,2005,Female,7.63
LUX,2005,Male,22.31
LUX,2005,Total,15.3
LUX,2006,Female,7.55
LUX,2006,Male,22.06
LUX,2006,Total,15.12
LUX,2007,Female,7.46
LUX,2007,Male,21.78
LUX,2007,Total,14.92
LUX,2008,Female,7.36
LUX,2008,Male,21.48
LUX,2008,Total,14.73
LUX,2009,Female,7.26
LUX,2009,Male,21.17
LUX,2009,Total,14.52
LUX,2010,Female,7.22
LUX,2010,Male,21.06
LUX,2010,Total,14.46
LUX,2011,Female,7.16
LUX,2011,Male,20.86
LUX,2011,Total,14.33
LUX,2012,Female,7.09
LUX,2012,Male,20.65
LUX,2012,Total,14.2
LUX,2013,Female,7.03
LUX,2013,Male,20.46
LUX,2013,Total,14.08
LUX,2014,Female,6.96
LUX,2014,Male,20.26
LUX,2014,Total,13.95
LUX,2015,Female,6.92
LUX,2015,Male,20.15
LUX,2015,Total,13.88
LUX,2016,Female,6.88
LUX,2016,Male,20.04
LUX,2016,Total,13.8
LUX,2017,Female,6.83
LUX,2017,Male,19.88
LUX,2017,Total,13.7
LUX,2018,Female,6.8
LUX,2018,Male,19.78
LUX,2018,Total,13.64
LUX,2019,Female,6.8
LUX,2019,Male,19.78
LUX,2019,Total,13.64
LUX,2020,Female,6.4
LUX,2020,Male,18.6
LUX,2020,Total,12.85
MDG,2000,Female,2.41
MDG,2000,Male,6.05
MDG,2000,Total,4.77
MDG,2001,Female,2.41
MDG,2001,Male,6.05
MDG,2001,Total,4.77
MDG,2002,Female,2.09
MDG,2002,Male,5.25
MDG,2002,Total,4.14
MDG,2003,Female,1.82
MDG,2003,Male,4.58
MDG,2003,Total,3.62
MDG,2004,Female,1.71
MDG,2004,Male,4.29
MDG,2004,Total,3.39
MDG,2005,Female,1.61
MDG,2005,Male,4.06
MDG,2005,Total,3.21
MDG,2006,Female,1.57
MDG,2006,Male,3.96
MDG,2006,Total,3.13
MDG,2007,Female,1.54
MDG,2007,Male,3.87
MDG,2007,Total,3.06
MDG,2008,Female,1.71
MDG,2008,Male,4.31
MDG,2008,Total,3.41
MDG,2009,Female,1.79
MDG,2009,Male,4.52
MDG,2009,Total,3.57
MDG,2010,Female,1.83
MDG,2010,Male,4.62
MDG,2010,Total,3.65
MDG,2011,Female,1.67
MDG,2011,Male,4.21
MDG,2011,Total,3.33
MDG,2012,Female,1.63
MDG,2012,Male,4.11
MDG,2012,Total,3.25
MDG,2013,Female,1.69
MDG,2013,Male,4.27
MDG,2013,Total,3.37
MDG,2014,Female,1.74
MDG,2014,Male,4.4
MDG,2014,Total,3.48
MDG,2015,Female,1.75
MDG,2015,Male,4.41
MDG,2015,Total,3.49
MDG,2016,Female,1.73
MDG,2016,Male,4.37
MDG,2016,Total,3.45
MDG,2017,Female,1.76
MDG,2017,Male,4.45
MDG,2017,Total,3.52
MDG,2018,Female,1.76
MDG,2018,Male,4.44
MDG,2018,Total,3.51
MDG,2019,Female,1.76
MDG,2019,Male,4.44
MDG,2019,Total,3.51
MDG,2020,Female,1.71
MDG,2020,Male,4.33
MDG,2020,Total,3.42
MWI,2000,Female,5.72
MWI,2000,Male,14.55
MWI,2000,Total,11.36
MWI,2001,Female,5.72
MWI,2001,Male,14.55
MWI,2001,Total,11.36
MWI,2002,Female,5.61
MWI,2002,Male,14.25
MWI,2002,Total,11.13
MWI,2003,Female,5.56
MWI,2003,Male,14.1
MWI,2003,Total,11.01
MWI,2004,Female,5.52
MWI,2004,Male,14.01
MWI,2004,Total,10.94
MWI,2005,Female,5.85
MWI,2005,Male,14.85
MWI,2005,Total,11.58
MWI,2006,Female,6.18
MWI,2006,Male,15.68
MWI,2006,Total,12.2
MWI,2007,Female,6.43
MWI,2007,Male,16.32
MWI,2007,Total,12.69
MWI,2008,Female,6.25
MWI,2008,Male,15.86
MWI,2008,Total,12.33
MWI,2009,Female,6.25
MWI,2009,Male,15.84
MWI,2009,Total,12.31
MWI,2010,Female,6.38
MWI,2010,Male,16.18
MWI,2010,Total,12.56
MWI,2011,Female,6.57
MWI,2011,Male,16.66
MWI,2011,Total,12.91
MWI,2012,Female,6.55
MWI,2012,Male,16.62
MWI,2012,Total,12.88
MWI,2013,Female,6.51
MWI,2013,Male,16.52
MWI,2013,Total,12.8
MWI,2014,Female,6.36
MWI,2014,Male,16.15
MWI,2014,Total,12.51
MWI,2015,Female,6.07
MWI,2015,Male,15.41
MWI,2015,Total,11.95
MWI,2016,Female,5.82
MWI,2016,Male,14.76
MWI,2016,Total,11.45
MWI,2017,Female,5.72
MWI,2017,Male,14.53
MWI,2017,Total,11.27
MWI,2018,Female,5.87
MWI,2018,Male,14.91
MWI,2018,Total,11.55
MWI,2019,Female,5.87
MWI,2019,Male,14.91
MWI,2019,Total,11.55
MWI,2020,Female,6.38
MWI,2020,Male,16.24
MWI,2020,Total,12.55
MYS,2000,Female,1.83
MYS,2000,Male,4.85
MYS,2000,Total,3.95
MYS,2001,Female,1.83
MYS,2001,Male,4.85
MYS,2001,Total,3.95
MYS,2002,Female,1.81
MYS,2002,Male,4.8
MYS,2002,Total,3.91
MYS,2003,Female,1.85
MYS,2003,Male,4.92
MYS,2003,Total,4.01
MYS,2004,Female,1.83
MYS,2004,Male,4.86
MYS,2004,Total,3.97
MYS,2005,Female,1.75
MYS,2005,Male,4.65
MYS,2005,Total,3.8
MYS,2006,Female,1.64
MYS,2006,Male,4.35
MYS,2006,Total,3.56
MYS,2007,Female,1.64
MYS,2007,Male,4.36
MYS,2007,Total,3.57
MYS,2008,Female,1.69
MYS,2008,Male,4.49
MYS,2008,Total,3.68
MYS,2009,Female,1.76
MYS,2009,Male,4.66
MYS,2009,Total,3.83
MYS,2010,Female,1.8
MYS,2010,Male,4.77
MYS,2010,Total,3.92
MYS,2011,Female,1.84
MYS,2011,Male,4.88
MYS,2011,Total,4.01
MYS,2012,Female,1.85
MYS,2012,Male,4.92
MYS,2012,Total,4.04
MYS,2013,Female,1.84
MYS,2013,Male,4.89
MYS,2013,Total,4.01
MYS,2014,Female,1.83
MYS,2014,Male,4.87
MYS,2014,Total,4.0
MYS,2015,Female,1.88
MYS,2015,Male,5.01
MYS,2015,Total,4.11
MYS,2016,Female,1.98
MYS,2016,Male,5.28
MYS,2016,Total,4.33
MYS,2017,Female,2.07
MYS,2017,Male,5.52
MYS,2017,Total,4.52
MYS,2018,Female,2.11
MYS,2018,Male,5.64
MYS,2018,Total,4.63
MYS,2019,Female,2.11
MYS,2019,Male,5.64
MYS,2019,Total,4.63
MYS,2020,Female,2.07
MYS,2020,Male,5.56
MYS,2020,Total,4.56
MDV,2000,Female,17.49
MDV,2000,Male,47.97
MDV,2000,Total,40.11
MDV,2001,Female,17.49
MDV,2001,Male,47.97
MDV,2001,Total,40.11
MDV,2002,Female,16.82
MDV,2002,Male,46.12
MDV,2002,Total,38.54
MDV,2003,Female,16.47
MDV,2003,Male,45.11
MDV,2003,Total,37.68
MDV,2004,Female,15.02
MDV,2004,Male,41.12
MDV,2004,Total,34.32
MDV,2005,Female,14.25
MDV,2005,Male,38.98
MDV,2005,Total,32.56
MDV,2006,Female,14.35
MDV,2006,Male,39.19
MDV,2006,Total,32.83
MDV,2007,Female,15.22
MDV,2007,Male,41.48
MDV,2007,Total,34.92
MDV,2008,Female,15.36
MDV,2008,Male,41.83
MDV,2008,Total,35.44
MDV,2009,Female,14.74
MDV,2009,Male,40.14
MDV,2009,Total,34.23
MDV,2010,Female,14.03
MDV,2010,Male,38.25
MDV,2010,Total,32.83
MDV,2011,Female,13.21
MDV,2011,Male,36.09
MDV,2011,Total,31.17
MDV,2012,Female,12.4
MDV,2012,Male,33.95
MDV,2012,Total,29.49
MDV,2013,Female,11.69
MDV,2013,Male,32.11
MDV,2013,Total,28.02
MDV,2014,Female,10.89
MDV,2014,Male,29.98
MDV,2014,Total,26.26
MDV,2015,Female,10.32
MDV,2015,Male,28.51
MDV,2015,Total,25.02
MDV,2016,Female,9.83
MDV,2016,Male,27.24
MDV,2016,Total,23.93
MDV,2017,Female,9.81
MDV,2017,Male,27.26
MDV,2017,Total,23.98
MDV,2018,Female,9.99
MDV,2018,Male,27.84
MDV,2018,Total,24.51
MDV,2019,Female,9.99
MDV,2019,Male,27.84
MDV,2019,Total,24.51
MDV,2020,Female,10.9
MDV,2020,Male,30.65
MDV,2020,Total,27.01
MLI,2000,Female,3.73
MLI,2000,Male,9.86
MLI,2000,Total,8.09
MLI,2001,Female,3.73
MLI,2001,Male,9.86
MLI,2001,Total,8.09
MLI,2002,Female,3.71
MLI,2002,Male,9.81
MLI,2002,Total,8.05
MLI,2003,Female,3.63
MLI,2003,Male,9.61
MLI,2003,Total,7.88
MLI,2004,Female,3.53
MLI,2004,Male,9.33
MLI,2004,Total,7.66
MLI,2005,Female,3.51
MLI,2005,Male,9.27
MLI,2005,Total,7.61
MLI,2006,Female,3.51
MLI,2006,Male,9.27
MLI,2006,Total,7.61
MLI,2007,Female,3.54
MLI,2007,Male,9.36
MLI,2007,Total,7.68
MLI,2008,Female,3.55
MLI,2008,Male,9.39
MLI,2008,Total,7.71
MLI,2009,Female,7.22
MLI,2009,Male,19.06
MLI,2009,Total,15.55
MLI,2010,Female,10.79
MLI,2010,Male,28.47
MLI,2010,Total,23.18
MLI,2011,Female,14.38
MLI,2011,Male,37.96
MLI,2011,Total,30.88
MLI,2012,Female,13.86
MLI,2012,Male,36.6
MLI,2012,Total,29.79
MLI,2013,Female,13.83
MLI,2013,Male,36.54
MLI,2013,Total,29.74
MLI,2014,Female,13.82
MLI,2014,Male,36.55
MLI,2014,Total,29.75
MLI,2015,Female,14.09
MLI,2015,Male,37.28
MLI,2015,Total,30.33
MLI,2016,Female,13.89
MLI,2016,Male,36.78
MLI,2016,Total,29.92
MLI,2017,Female,13.68
MLI,2017,Male,36.23
MLI,2017,Total,29.48
MLI,2018,Female,13.63
MLI,2018,Male,36.11
MLI,2018,Total,29.38
MLI,2019,Female,13.63
MLI,2019,Male,36.11
MLI,2019,Total,29.38
MLI,2020,Female,15.48
MLI,2020,Male,41.04
MLI,2020,Total,33.28
MLT,2000,Female,4.02
MLT,2000,Male,11.1
MLT,2000,Total,7.94
MLT,2001,Female,4.02
MLT,2001,Male,11.1
MLT,2001,Total,7.94
MLT,2002,Female,4.11
MLT,2002,Male,11.36
MLT,2002,Total,8.12
MLT,2003,Female,4.2
MLT,2003,Male,11.63
MLT,2003,Total,8.31
MLT,2004,Female,4.26
MLT,2004,Male,11.82
MLT,2004,Total,8.44
MLT,2005,Female,4.62
MLT,2005,Male,12.9
MLT,2005,Total,9.17
MLT,2006,Female,4.86
MLT,2006,Male,13.63
MLT,2006,Total,9.66
MLT,2007,Female,5.0
MLT,2007,Male,14.07
MLT,2007,Total,9.96
MLT,2008,Female,4.81
MLT,2008,Male,13.51
MLT,2008,Total,9.57
MLT,2009,Female,4.66
MLT,2009,Male,13.08
MLT,2009,Total,9.28
MLT,2010,Female,4.65
MLT,2010,Male,13.06
MLT,2010,Total,9.27
MLT,2011,Female,4.66
MLT,2011,Male,13.1
MLT,2011,Total,9.31
MLT,2012,Female,4.76
MLT,2012,Male,13.39
MLT,2012,Total,9.52
MLT,2013,Female,4.8
MLT,2013,Male,13.54
MLT,2013,Total,9.63
MLT,2014,Female,4.85
MLT,2014,Male,13.7
MLT,2014,Total,9.75
MLT,2015,Female,4.99
MLT,2015,Male,14.13
MLT,2015,Total,10.06
MLT,2016,Female,5.18
MLT,2016,Male,14.73
MLT,2016,Total,10.48
MLT,2017,Female,5.3
MLT,2017,Male,15.14
MLT,2017,Total,10.78
MLT,2018,Female,5.31
MLT,2018,Male,15.18
MLT,2018,Total,10.82
MLT,2019,Female,5.31
MLT,2019,Male,15.18
MLT,2019,Total,10.82
MLT,2020,Female,4.5
MLT,2020,Male,12.78
MLT,2020,Total,9.21
MRT,2000,Female,
MRT,2000,Male,
MRT,2000,Total,
MRT,2001,Female,
MRT,2001,Male,
MRT,2001,Total,
MRT,2002,Female,
MRT,2002,Male,
MRT,2002,Total,
MRT,2003,Female,
MRT,2003,Male,
MRT,2003,Total,
MRT,2004,Female,
MRT,2004,Male,
MRT,2004,Total,
MRT,2005,Female,
MRT,2005,Male,
MRT,2005,Total,
MRT,2006,Female,
MRT,2006,Male,
MRT,2006,Total,
MRT,2007,Female,
MRT,2007,Male,
MRT,2007,Total,
MRT,2008,Female,
MRT,2008,Male,
MRT,2008,Total,
MRT,2009,Female,
MRT,2009,Male,
MRT,2009,Total,
MRT,2010,Female,
MRT,2010,Male,
MRT,2010,Total,
MRT,2011,Female,
MRT,2011,Male,
MRT,2011,Total,
MRT,2012,Female,
MRT,2012,Male,
MRT,2012,Total,
MRT,2013,Female,
MRT,2013,Male,
MRT,2013,Total,
MRT,2014,Female,
MRT,2014,Male,
MRT,2014,Total,
MRT,2015,Female,
MRT,2015,Male,
MRT,2015,Total,
MRT,2016,Female,
MRT,2016,Male,
MRT,2016,Total,
MRT,2017,Female,
MRT,2017,Male,
MRT,2017,Total,
MRT,2018,Female,
MRT,2018,Male,
MRT,2018,Total,
MRT,2019,Female,
MRT,2019,Male,
MRT,2019,Total,
MRT,2020,Female,
MRT,2020,Male,
MRT,2020,Total,
MUS,2000,Female,8.78
MUS,2000,Male,23.62
MUS,2000,Total,17.96
MUS,2001,Female,8.78
MUS,2001,Male,23.62
MUS,2001,Total,17.96
MUS,2002,Female,8.68
MUS,2002,Male,23.39
MUS,2002,Total,17.79
MUS,2003,Female,8.62
MUS,2003,Male,23.27
MUS,2003,Total,17.69
MUS,2004,Female,8.62
MUS,2004,Male,23.3
MUS,2004,Total,17.71
MUS,2005,Female,8.54
MUS,2005,Male,23.13
MUS,2005,Total,17.57
MUS,2006,Female,8.46
MUS,2006,Male,22.92
MUS,2006,Total,17.41
MUS,2007,Female,8.31
MUS,2007,Male,22.52
MUS,2007,Total,17.11
MUS,2008,Female,8.28
MUS,2008,Male,22.48
MUS,2008,Total,17.07
MUS,2009,Female,8.26
MUS,2009,Male,22.43
MUS,2009,Total,17.03
MUS,2010,Female,8.32
MUS,2010,Male,22.64
MUS,2010,Total,17.17
MUS,2011,Female,8.26
MUS,2011,Male,22.47
MUS,2011,Total,17.04
MUS,2012,Female,8.22
MUS,2012,Male,22.38
MUS,2012,Total,16.97
MUS,2013,Female,8.14
MUS,2013,Male,22.18
MUS,2013,Total,16.82
MUS,2014,Female,8.04
MUS,2014,Male,21.91
MUS,2014,Total,16.61
MUS,2015,Female,8.02
MUS,2015,Male,21.88
MUS,2015,Total,16.58
MUS,2016,Female,8.0
MUS,2016,Male,21.85
MUS,2016,Total,16.55
MUS,2017,Female,8.06
MUS,2017,Male,22.07
MUS,2017,Total,16.7
MUS,2018,Female,8.05
MUS,2018,Male,22.05
MUS,2018,Total,16.67
MUS,2019,Female,8.05
MUS,2019,Male,22.05
MUS,2019,Total,16.67
MUS,2020,Female,7.62
MUS,2020,Male,20.8
MUS,2020,Total,15.8
MEX,2000,Female,7.3
MEX,2000,Male,19.06
MEX,2000,Total,14.17
MEX,2001,Female,7.3
MEX,2001,Male,19.06
MEX,2001,Total,14.17
MEX,2002,Female,7.23
MEX,2002,Male,18.89
MEX,2002,Total,14.05
MEX,2003,Female,7.2
MEX,2003,Male,18.85
MEX,2003,Total,14.01
MEX,2004,Female,7.21
MEX,2004,Male,18.9
MEX,2004,Total,14.05
MEX,2005,Female,7.25
MEX,2005,Male,19.03
MEX,2005,Total,14.14
MEX,2006,Female,6.99
MEX,2006,Male,18.35
MEX,2006,Total,13.64
MEX,2007,Female,6.73
MEX,2007,Male,17.66
MEX,2007,Total,13.15
MEX,2008,Female,6.47
MEX,2008,Male,16.97
MEX,2008,Total,12.66
MEX,2009,Female,6.4
MEX,2009,Male,16.79
MEX,2009,Total,12.52
MEX,2010,Female,6.29
MEX,2010,Male,16.52
MEX,2010,Total,12.33
MEX,2011,Female,6.09
MEX,2011,Male,16.0
MEX,2011,Total,11.95
MEX,2012,Female,5.95
MEX,2012,Male,15.64
MEX,2012,Total,11.68
MEX,2013,Female,5.88
MEX,2013,Male,15.47
MEX,2013,Total,11.55
MEX,2014,Female,5.97
MEX,2014,Male,15.73
MEX,2014,Total,11.75
MEX,2015,Female,6.12
MEX,2015,Male,16.16
MEX,2015,Total,12.05
MEX,2016,Female,6.31
MEX,2016,Male,16.7
MEX,2016,Total,12.44
MEX,2017,Female,6.44
MEX,2017,Male,17.1
MEX,2017,Total,12.72
MEX,2018,Female,6.6
MEX,2018,Male,17.56
MEX,2018,Total,13.05
MEX,2019,Female,6.6
MEX,2019,Male,17.56
MEX,2019,Total,13.05
MEX,2020,Female,5.75
MEX,2020,Male,15.25
MEX,2020,Total,11.4
FSM,2000,Female,5.65
FSM,2000,Male,14.49
FSM,2000,Total,11.3
FSM,2001,Female,5.65
FSM,2001,Male,14.49
FSM,2001,Total,11.3
FSM,2002,Female,6.09
FSM,2002,Male,15.64
FSM,2002,Total,12.18
FSM,2003,Female,5.64
FSM,2003,Male,14.47
FSM,2003,Total,11.29
FSM,2004,Female,5.13
FSM,2004,Male,13.16
FSM,2004,Total,10.29
FSM,2005,Female,4.35
FSM,2005,Male,11.15
FSM,2005,Total,8.75
FSM,2006,Female,4.09
FSM,2006,Male,10.5
FSM,2006,Total,8.25
FSM,2007,Female,4.11
FSM,2007,Male,10.57
FSM,2007,Total,8.31
FSM,2008,Female,4.29
FSM,2008,Male,11.05
FSM,2008,Total,8.68
FSM,2009,Female,4.36
FSM,2009,Male,11.24
FSM,2009,Total,8.83
FSM,2010,Female,4.29
FSM,2010,Male,11.08
FSM,2010,Total,8.71
FSM,2011,Female,4.72
FSM,2011,Male,12.21
FSM,2011,Total,9.58
FSM,2012,Female,4.63
FSM,2012,Male,11.99
FSM,2012,Total,9.41
FSM,2013,Female,4.42
FSM,2013,Male,11.44
FSM,2013,Total,8.98
FSM,2014,Female,3.72
FSM,2014,Male,9.59
FSM,2014,Total,7.56
FSM,2015,Female,3.7
FSM,2015,Male,9.56
FSM,2015,Total,7.54
FSM,2016,Female,3.75
FSM,2016,Male,9.68
FSM,2016,Total,7.63
FSM,2017,Female,3.74
FSM,2017,Male,9.66
FSM,2017,Total,7.62
FSM,2018,Female,3.74
FSM,2018,Male,9.65
FSM,2018,Total,7.61
FSM,2019,Female,3.74
FSM,2019,Male,9.65
FSM,2019,Total,7.61
FSM,2020,Female,3.57
FSM,2020,Male,9.23
FSM,2020,Total,7.28
MCO,2016,Female,
MCO,2016,Male,
MCO,2016,Total,
MNG,2000,Female,3.4
MNG,2000,Male,8.61
MNG,2000,Total,6.53
MNG,2001,Female,3.4
MNG,2001,Male,8.61
MNG,2001,Total,6.53
MNG,2002,Female,3.18
MNG,2002,Male,8.04
MNG,2002,Total,6.11
MNG,2003,Female,2.95
MNG,2003,Male,7.48
MNG,2003,Total,5.68
MNG,2004,Female,3.81
MNG,2004,Male,9.78
MNG,2004,Total,7.35
MNG,2005,Female,4.81
MNG,2005,Male,12.4
MNG,2005,Total,9.27
MNG,2006,Female,6.9
