AreaCode,Year,Sex,LitresPerCapita
CYP,2016,Female,5.97
CYP,2016,Male,16.49
CYP,2016,Total,11.98
CYP,2017,Female,5.91
CYP,2017,Male,16.37
CYP,2017,Total,11.87
CYP,2018,Female,5.86
CYP,2018,Male,16.29
CYP,2018,Total,11.79
CYP,2019,Female,5.86
CYP,2019,Male,16.29
CYP,2019,Total,11.79
CYP,2020,Female,4.82
CYP,2020,Male,13.28
CYP,2020,Total,9.7
CZE,2000,Female,9.5
CZE,2000,Male,27.54
CZE,2000,Total,19.13
CZE,2001,Female,9.5
CZE,2001,Male,27.54
CZE,2001,Total,19.13
CZE,2002,Female,9.46
CZE,2002,Male,27.47
CZE,2002,Total,19.08
CZE,2003,Female,9.39
CZE,2003,Male,27.29
CZE,2003,Total,18.96
CZE,2004,Female,9.34
CZE,2004,Male,27.18
CZE,2004,Total,18.88
CZE,2005,Female,9.26
CZE,2005,Male,26.96
CZE,2005,Total,18.73
CZE,2006,Female,9.3
CZE,2006,Male,27.12
CZE,2006,Total,18.84
CZE,2007,Female,9.27
CZE,2007,Male,27.05
CZE,2007,Total,18.79
CZE,2008,Female,9.22
CZE,2008,Male,26.92
CZE,2008,Total,18.7
CZE,2009,Female,8.99
CZE,2009,Male,26.26
CZE,2009,Total,18.26
CZE,2010,Female,8.78
CZE,2010,Male,25.64
CZE,2010,Total,17.84
CZE,2011,Female,8.65
CZE,2011,Male,25.29
CZE,2011,Total,17.61
CZE,2012,Female,8.6
CZE,2012,Male,25.19
CZE,2012,Total,17.54
CZE,2013,Female,8.61
CZE,2013,Male,25.28
CZE,2013,Total,17.59
CZE,2014,Female,8.58
CZE,2014,Male,25.23
CZE,2014,Total,17.54
CZE,2015,Female,8.62
CZE,2015,Male,25.42
CZE,2015,Total,17.66
CZE,2016,Female,8.59
CZE,2016,Male,25.38
CZE,2016,Total,17.63
CZE,2017,Female,8.61
CZE,2017,Male,25.46
CZE,2017,Total,17.68
CZE,2018,Female,8.61
CZE,2018,Male,25.5
CZE,2018,Total,17.7
CZE,2019,Female,8.61
CZE,2019,Male,25.5
CZE,2019,Total,17.7
CZE,2020,Female,7.88
CZE,2020,Male,23.25
CZE,2020,Total,16.19
PRK,2000,Female,3.55
PRK,2000,Male,9.31
PRK,2000,Total,6.95
PRK,2001,Female,3.55
PRK,2001,Male,9.31
PRK,2001,Total,6.95
PRK,2002,Female,3.46
PRK,2002,Male,9.09
PRK,2002,Total,6.78
PRK,2003,Female,3.62
PRK,2003,Male,9.54
PRK,2003,Total,7.11
PRK,2004,Female,3.64
PRK,2004,Male,9.61
PRK,2004,Total,7.16
PRK,2005,Female,3.68
PRK,2005,Male,9.71
PRK,2005,Total,7.23
PRK,2006,Female,3.67
PRK,2006,Male,9.71
PRK,2006,Total,7.23
PRK,2007,Female,3.65
PRK,2007,Male,9.67
PRK,2007,Total,7.2
PRK,2008,Female,3.66
PRK,2008,Male,9.7
PRK,2008,Total,7.22
PRK,2009,Female,3.76
PRK,2009,Male,10.01
PRK,2009,Total,7.44
PRK,2010,Female,3.86
PRK,2010,Male,10.28
PRK,2010,Total,7.63
PRK,2011,Female,3.9
PRK,2011,Male,10.41
PRK,2011,Total,7.72
PRK,2012,Female,3.89
PRK,2012,Male,10.38
PRK,2012,Total,7.7
PRK,2013,Female,3.87
PRK,2013,Male,10.31
PRK,2013,Total,7.65
PRK,2014,Female,3.82
PRK,2014,Male,10.17
PRK,2014,Total,7.56
PRK,2015,Female,3.8
PRK,2015,Male,10.13
PRK,2015,Total,7.52
PRK,2016,Female,3.75
PRK,2016,Male,9.99
PRK,2016,Total,7.43
PRK,2017,Female,3.69
PRK,2017,Male,9.85
PRK,2017,Total,7.33
PRK,2018,Female,3.62
PRK,2018,Male,9.67
PRK,2018,Total,7.2
PRK,2019,Female,3.62
PRK,2019,Male,9.67
PRK,2019,Total,7.2
PRK,2020,Female,3.3
PRK,2020,Male,8.77
PRK,2020,Total,6.55
COD,2000,Female,7.67
COD,2000,Male,20.09
COD,2000,Total,14.76
COD,2001,Female,7.67
COD,2001,Male,20.09
COD,2001,Total,14.76
COD,2002,Female,7.78
COD,2002,Male,20.38
COD,2002,Total,14.97
COD,2003,Female,7.95
COD,2003,Male,20.87
COD,2003,Total,15.32
COD,2004,Female,6.72
COD,2004,Male,17.52
COD,2004,Total,12.92
COD,2005,Female,5.51
COD,2005,Male,14.22
COD,2005,Total,10.57
COD,2006,Female,4.16
COD,2006,Male,10.53
COD,2006,Total,7.94
COD,2007,Female,4.3
COD,2007,Male,10.89
COD,2007,Total,8.21
COD,2008,Female,4.51
COD,2008,Male,11.43
COD,2008,Total,8.6
COD,2009,Female,4.02
COD,2009,Male,10.18
COD,2009,Total,7.68
COD,2010,Female,3.47
COD,2010,Male,8.74
COD,2010,Total,6.62
COD,2011,Female,2.85
COD,2011,Male,7.14
COD,2011,Total,5.44
COD,2012,Female,3.01
COD,2012,Male,7.52
COD,2012,Total,5.72
COD,2013,Female,3.1
COD,2013,Male,7.76
COD,2013,Total,5.91
COD,2014,Female,3.04
COD,2014,Male,7.6
COD,2014,Total,5.78
COD,2015,Female,2.89
COD,2015,Male,7.23
COD,2015,Total,5.51
COD,2016,Female,2.72
COD,2016,Male,6.78
COD,2016,Total,5.17
COD,2017,Female,2.64
COD,2017,Male,6.58
COD,2017,Total,5.02
COD,2018,Female,2.54
COD,2018,Male,6.34
COD,2018,Total,4.84
COD,2019,Female,2.54
COD,2019,Male,6.34
COD,2019,Total,4.84
COD,2020,Female,2.33
COD,2020,Male,5.81
COD,2020,Total,4.44
DNK,2000,Female,7.35
DNK,2000,Male,21.32
DNK,2000,Total,14.84
DNK,2001,Female,7.35
DNK,2001,Male,21.32
DNK,2001,Total,14.84
DNK,2002,Female,7.32
DNK,2002,Male,21.24
DNK,2002,Total,14.78
DNK,2003,Female,7.26
DNK,2003,Male,21.08
DNK,2003,Total,14.67
DNK,2004,Female,7.24
DNK,2004,Male,21.04
DNK,2004,Total,14.63
DNK,2005,Female,7.13
DNK,2005,Male,20.69
DNK,2005,Total,14.39
DNK,2006,Female,7.06
DNK,2006,Male,20.47
DNK,2006,Total,14.24
DNK,2007,Female,6.94
DNK,2007,Male,20.09
DNK,2007,Total,13.98
DNK,2008,Female,6.78
DNK,2008,Male,19.6
DNK,2008,Total,13.65
DNK,2009,Female,6.66
DNK,2009,Male,19.21
DNK,2009,Total,13.39
DNK,2010,Female,6.61
DNK,2010,Male,19.05
DNK,2010,Total,13.28
DNK,2011,Female,6.45
DNK,2011,Male,18.56
DNK,2011,Total,12.96
DNK,2012,Female,6.3
DNK,2012,Male,18.09
DNK,2012,Total,12.64
DNK,2013,Female,6.14
DNK,2013,Male,17.61
DNK,2013,Total,12.32
DNK,2014,Female,6.17
DNK,2014,Male,17.68
DNK,2014,Total,12.37
DNK,2015,Female,6.17
DNK,2015,Male,17.68
DNK,2015,Total,12.37
DNK,2016,Female,6.11
DNK,2016,Male,17.49
DNK,2016,Total,12.23
DNK,2017,Female,6.08
DNK,2017,Male,17.42
DNK,2017,Total,12.18
DNK,2018,Female,6.01
DNK,2018,Male,17.23
DNK,2018,Total,12.04
DNK,2019,Female,6.01
DNK,2019,Male,17.23
DNK,2019,Total,12.04
DNK,2020,Female,6.05
DNK,2020,Male,17.35
DNK,2020,Total,12.12
DJI,2000,Female,4.78
DJI,2000,Male,13.01
DJI,2000,Total,10.67
DJI,2001,Female,4.78
DJI,2001,Male,13.01
DJI,2001,Total,10.67
DJI,2002,Female,4.86
DJI,2002,Male,13.22
DJI,2002,Total,10.84
DJI,2003,Female,4.93
DJI,2003,Male,13.44
DJI,2003,Total,11.02
DJI,2004,Female,4.92
DJI,2004,Male,13.43
DJI,2004,Total,11.01
DJI,2005,Female,4.93
DJI,2005,Male,13.48
DJI,2005,Total,11.06
DJI,2006,Female,4.93
DJI,2006,Male,13.49
DJI,2006,Total,11.07
DJI,2007,Female,5.04
DJI,2007,Male,13.8
DJI,2007,Total,11.33
DJI,2008,Female,5.16
DJI,2008,Male,14.13
DJI,2008,Total,11.6
DJI,2009,Female,5.33
DJI,2009,Male,14.61
DJI,2009,Total,12.0
DJI,2010,Female,5.08
DJI,2010,Male,13.93
DJI,2010,Total,11.44
DJI,2011,Female,4.94
DJI,2011,Male,13.57
DJI,2011,Total,11.15
DJI,2012,Female,4.79
DJI,2012,Male,13.15
DJI,2012,Total,10.8
DJI,2013,Female,4.7
DJI,2013,Male,12.93
DJI,2013,Total,10.62
DJI,2014,Female,4.27
DJI,2014,Male,11.74
DJI,2014,Total,9.64
DJI,2015,Female,3.89
DJI,2015,Male,10.7
DJI,2015,Total,8.79
DJI,2016,Female,3.58
DJI,2016,Male,9.87
DJI,2016,Total,8.11
DJI,2017,Female,3.4
DJI,2017,Male,9.37
DJI,2017,Total,7.7
DJI,2018,Female,2.95
DJI,2018,Male,8.13
DJI,2018,Total,6.68
DJI,2019,Female,2.95
DJI,2019,Male,8.13
DJI,2019,Total,6.68
DJI,2020,Female,2.75
DJI,2020,Male,7.59
DJI,2020,Total,6.24
DMA,2000,Female,7.53
DMA,2000,Male,20.46
DMA,2000,Total,15.21
DMA,2001,Female,7.53
DMA,2001,Male,20.46
DMA,2001,Total,15.21
DMA,2002,Female,7.35
DMA,2002,Male,19.94
DMA,2002,Total,14.84
DMA,2003,Female,7.37
DMA,2003,Male,20.02
DMA,2003,Total,14.9
DMA,2004,Female,7.35
DMA,2004,Male,19.97
DMA,2004,Total,14.87
DMA,2005,Female,7.31
DMA,2005,Male,19.87
DMA,2005,Total,14.8
DMA,2006,Female,7.06
DMA,2006,Male,19.15
DMA,2006,Total,14.29
DMA,2007,Female,6.85
DMA,2007,Male,18.58
DMA,2007,Total,13.88
DMA,2008,Female,6.71
DMA,2008,Male,18.18
DMA,2008,Total,13.6
DMA,2009,Female,6.51
DMA,2009,Male,17.62
DMA,2009,Total,13.21
DMA,2010,Female,6.27
DMA,2010,Male,16.93
DMA,2010,Total,12.72
DMA,2011,Female,6.13
DMA,2011,Male,16.53
DMA,2011,Total,12.42
DMA,2012,Female,6.13
DMA,2012,Male,16.52
DMA,2012,Total,12.42
DMA,2013,Female,6.13
DMA,2013,Male,16.51
DMA,2013,Total,12.4
DMA,2014,Female,6.13
DMA,2014,Male,16.5
DMA,2014,Total,12.37
DMA,2015,Female,6.05
DMA,2015,Male,16.25
DMA,2015,Total,12.17
DMA,2016,Female,6.04
DMA,2016,Male,16.22
DMA,2016,Total,12.13
DMA,2017,Female,5.96
DMA,2017,Male,15.99
DMA,2017,Total,11.96
DMA,2018,Female,5.87
DMA,2018,Male,15.75
DMA,2018,Total,11.77
DMA,2019,Female,5.87
DMA,2019,Male,15.75
DMA,2019,Total,11.77
DMA,2020,Female,5.05
DMA,2020,Male,13.46
DMA,2020,Total,10.1
DOM,2000,Female,7.4
DOM,2000,Male,19.54
DOM,2000,Total,14.59
DOM,2001,Female,7.4
DOM,2001,Male,19.54
DOM,2001,Total,14.59
DOM,2002,Female,7.31
DOM,2002,Male,19.31
DOM,2002,Total,14.42
DOM,2003,Female,7.05
DOM,2003,Male,18.6
DOM,2003,Total,13.91
DOM,2004,Female,6.84
DOM,2004,Male,18.02
DOM,2004,Total,13.49
DOM,2005,Female,6.67
DOM,2005,Male,17.57
DOM,2005,Total,13.16
DOM,2006,Female,6.8
DOM,2006,Male,17.96
DOM,2006,Total,13.42
DOM,2007,Female,6.83
DOM,2007,Male,18.05
DOM,2007,Total,13.48
DOM,2008,Female,6.77
DOM,2008,Male,17.9
DOM,2008,Total,13.36
DOM,2009,Female,6.66
DOM,2009,Male,17.59
DOM,2009,Total,13.13
DOM,2010,Female,6.53
DOM,2010,Male,17.26
DOM,2010,Total,12.89
DOM,2011,Female,6.48
DOM,2011,Male,17.12
DOM,2011,Total,12.78
DOM,2012,Female,6.43
DOM,2012,Male,17.01
DOM,2012,Total,12.69
DOM,2013,Female,6.35
DOM,2013,Male,16.81
DOM,2013,Total,12.54
DOM,2014,Female,6.29
DOM,2014,Male,16.66
DOM,2014,Total,12.42
DOM,2015,Female,6.25
DOM,2015,Male,16.58
DOM,2015,Total,12.35
DOM,2016,Female,6.28
DOM,2016,Male,16.69
DOM,2016,Total,12.42
DOM,2017,Female,6.3
DOM,2017,Male,16.75
DOM,2017,Total,12.46
DOM,2018,Female,6.33
DOM,2018,Male,16.87
DOM,2018,Total,12.53
DOM,2019,Female,6.33
DOM,2019,Male,16.87
DOM,2019,Total,12.53
DOM,2020,Female,6.13
DOM,2020,Male,16.35
DOM,2020,Total,12.15
ECU,2000,Female,3.52
ECU,2000,Male,9.19
ECU,2000,Total,6.66
ECU,2001,Female,3.52
ECU,2001,Male,9.19
ECU,2001,Total,6.66
ECU,2002,Female,3.44
ECU,2002,Male,8.98
ECU,2002,Total,6.51
ECU,2003,Female,3.32
ECU,2003,Male,8.68
ECU,2003,Total,6.29
ECU,2004,Female,3.24
ECU,2004,Male,8.46
ECU,2004,Total,6.14
ECU,2005,Female,3.2
ECU,2005,Male,8.35
ECU,2005,Total,6.06
ECU,2006,Female,3.18
ECU,2006,Male,8.31
ECU,2006,Total,6.03
ECU,2007,Female,3.22
ECU,2007,Male,8.44
ECU,2007,Total,6.12
ECU,2008,Female,3.29
ECU,2008,Male,8.64
ECU,2008,Total,6.26
ECU,2009,Female,3.36
ECU,2009,Male,8.84
ECU,2009,Total,6.4
ECU,2010,Female,3.45
ECU,2010,Male,9.09
ECU,2010,Total,6.58
ECU,2011,Female,3.5
ECU,2011,Male,9.24
ECU,2011,Total,6.68
ECU,2012,Female,3.5
ECU,2012,Male,9.23
ECU,2012,Total,6.67
ECU,2013,Female,3.45
ECU,2013,Male,9.11
ECU,2013,Total,6.59
ECU,2014,Female,3.39
ECU,2014,Male,8.96
ECU,2014,Total,6.48
ECU,2015,Female,3.23
ECU,2015,Male,8.53
ECU,2015,Total,6.18
ECU,2016,Female,2.98
ECU,2016,Male,7.88
ECU,2016,Total,5.71
ECU,2017,Female,2.8
ECU,2017,Male,7.4
ECU,2017,Total,5.37
ECU,2018,Female,2.77
ECU,2018,Male,7.31
ECU,2018,Total,5.3
ECU,2019,Female,2.77
ECU,2019,Male,7.31
ECU,2019,Total,5.3
ECU,2020,Female,2.2
ECU,2020,Male,5.79
ECU,2020,Total,4.22
EGY,2000,Female,0.88
EGY,2000,Male,2.41
EGY,2000,Total,1.99
EGY,2001,Female,0.88
EGY,2001,Male,2.41
EGY,2001,Total,1.99
EGY,2002,Female,0.89
EGY,2002,Male,2.43
EGY,2002,Total,2.0
EGY,2003,Female,0.91
EGY,2003,Male,2.49
EGY,2003,Total,2.05
EGY,2004,Female,0.93
EGY,2004,Male,2.55
EGY,2004,Total,2.1
EGY,2005,Female,0.99
EGY,2005,Male,2.71
EGY,2005,Total,2.24
EGY,2006,Female,1.08
EGY,2006,Male,2.96
EGY,2006,Total,2.44
EGY,2007,Female,1.2
EGY,2007,Male,3.28
EGY,2007,Total,2.71
EGY,2008,Female,1.24
EGY,2008,Male,3.39
EGY,2008,Total,2.8
EGY,2009,Female,1.27
EGY,2009,Male,3.46
EGY,2009,Total,2.86
EGY,2010,Female,1.21
EGY,2010,Male,3.31
EGY,2010,Total,2.74
EGY,2011,Female,1.19
EGY,2011,Male,3.27
EGY,2011,Total,2.7
EGY,2012,Female,1.14
EGY,2012,Male,3.12
EGY,2012,Total,2.58
EGY,2013,Female,1.14
EGY,2013,Male,3.11
EGY,2013,Total,2.57
EGY,2014,Female,1.11
EGY,2014,Male,3.04
EGY,2014,Total,2.52
EGY,2015,Female,1.05
EGY,2015,Male,2.87
EGY,2015,Total,2.38
EGY,2016,Female,0.95
EGY,2016,Male,2.61
EGY,2016,Total,2.16
EGY,2017,Female,0.88
EGY,2017,Male,2.42
EGY,2017,Total,2.0
EGY,2018,Female,0.86
EGY,2018,Male,2.36
EGY,2018,Total,1.95
EGY,2019,Female,0.86
EGY,2019,Male,2.36
EGY,2019,Total,1.95
EGY,2020,Female,0.74
EGY,2020,Male,2.05
EGY,2020,Total,1.69
SLV,2000,Female,4.5
SLV,2000,Male,11.51
SLV,2000,Total,8.62
SLV,2001,Female,4.5
SLV,2001,Male,11.51
SLV,2001,Total,8.62
SLV,2002,Female,4.61
SLV,2002,Male,11.8
SLV,2002,Total,8.83
SLV,2003,Female,4.62
SLV,2003,Male,11.84
SLV,2003,Total,8.85
SLV,2004,Female,4.55
SLV,2004,Male,11.69
SLV,2004,Total,8.73
SLV,2005,Female,4.47
SLV,2005,Male,11.47
SLV,2005,Total,8.56
SLV,2006,Female,4.46
SLV,2006,Male,11.45
SLV,2006,Total,8.54
SLV,2007,Female,4.43
SLV,2007,Male,11.39
SLV,2007,Total,8.49
SLV,2008,Female,4.36
SLV,2008,Male,11.19
SLV,2008,Total,8.34
SLV,2009,Female,4.16
SLV,2009,Male,10.68
SLV,2009,Total,7.97
SLV,2010,Female,4.04
SLV,2010,Male,10.35
SLV,2010,Total,7.72
SLV,2011,Female,4.0
SLV,2011,Male,10.25
SLV,2011,Total,7.66
SLV,2012,Female,4.01
SLV,2012,Male,10.29
SLV,2012,Total,7.68
SLV,2013,Female,4.07
SLV,2013,Male,10.42
SLV,2013,Total,7.78
SLV,2014,Female,4.11
SLV,2014,Male,10.53
SLV,2014,Total,7.87
SLV,2015,Female,4.22
SLV,2015,Male,10.83
SLV,2015,Total,8.09
SLV,2016,Female,4.35
SLV,2016,Male,11.18
SLV,2016,Total,8.35
SLV,2017,Female,4.5
SLV,2017,Male,11.57
SLV,2017,Total,8.63
SLV,2018,Female,4.63
SLV,2018,Male,11.92
SLV,2018,Total,8.89
SLV,2019,Female,4.63
SLV,2019,Male,11.92
SLV,2019,Total,8.89
SLV,2020,Female,4.43
SLV,2020,Male,11.42
SLV,2020,Total,8.54
GNQ,2000,Female,6.87
GNQ,2000,Male,18.09
GNQ,2000,Total,13.49
GNQ,2001,Female,6.87
GNQ,2001,Male,18.09
GNQ,2001,Total,13.49
GNQ,2002,Female,7.06
GNQ,2002,Male,18.62
GNQ,2002,Total,13.87
GNQ,2003,Female,7.28
GNQ,2003,Male,19.21
GNQ,2003,Total,14.31
GNQ,2004,Female,7.5
GNQ,2004,Male,19.83
GNQ,2004,Total,14.76
GNQ,2005,Female,7.54
GNQ,2005,Male,19.94
GNQ,2005,Total,14.85
GNQ,2006,Female,7.51
GNQ,2006,Male,19.86
GNQ,2006,Total,14.81
GNQ,2007,Female,7.24
GNQ,2007,Male,19.13
GNQ,2007,Total,14.29
GNQ,2008,Female,6.89
GNQ,2008,Male,18.17
GNQ,2008,Total,13.6
GNQ,2009,Female,6.97
GNQ,2009,Male,18.43
GNQ,2009,Total,13.81
GNQ,2010,Female,7.27
GNQ,2010,Male,19.33
GNQ,2010,Total,14.48
GNQ,2011,Female,7.74
GNQ,2011,Male,20.69
GNQ,2011,Total,15.47
GNQ,2012,Female,7.67
GNQ,2012,Male,20.54
GNQ,2012,Total,15.39
GNQ,2013,Female,7.48
GNQ,2013,Male,20.02
GNQ,2013,Total,15.04
GNQ,2014,Female,7.19
GNQ,2014,Male,19.2
GNQ,2014,Total,14.49
GNQ,2015,Female,6.91
GNQ,2015,Male,18.42
GNQ,2015,Total,13.97
GNQ,2016,Female,6.4
GNQ,2016,Male,16.97
GNQ,2016,Total,12.95
GNQ,2017,Female,5.95
GNQ,2017,Male,15.73
GNQ,2017,Total,12.06
GNQ,2018,Female,5.78
GNQ,2018,Male,15.26
GNQ,2018,Total,11.73
GNQ,2019,Female,5.78
GNQ,2019,Male,15.26
GNQ,2019,Total,11.73
GNQ,2020,Female,5.55
GNQ,2020,Male,14.65
GNQ,2020,Total,11.3
ERI,2000,Female,3.25
ERI,2000,Male,8.49
ERI,2000,Total,6.77
ERI,2001,Female,3.25
ERI,2001,Male,8.49
ERI,2001,Total,6.77
ERI,2002,Female,2.92
ERI,2002,Male,7.63
ERI,2002,Total,6.09
ERI,2003,Female,2.81
ERI,2003,Male,7.34
ERI,2003,Total,5.86
ERI,2004,Female,2.88
ERI,2004,Male,7.51
ERI,2004,Total,6.0
ERI,2005,Female,3.84
ERI,2005,Male,10.01
ERI,2005,Total,7.98
ERI,2006,Female,5.63
ERI,2006,Male,14.68
ERI,2006,Total,11.68
ERI,2007,Female,5.51
ERI,2007,Male,14.37
ERI,2007,Total,11.44
ERI,2008,Female,5.14
ERI,2008,Male,13.42
ERI,2008,Total,10.69
ERI,2009,Female,4.01
ERI,2009,Male,10.46
ERI,2009,Total,8.36
ERI,2010,Female,4.38
ERI,2010,Male,11.42
ERI,2010,Total,9.13
ERI,2011,Female,4.31
ERI,2011,Male,11.24
ERI,2011,Total,8.99
ERI,2012,Female,4.25
ERI,2012,Male,11.11
ERI,2012,Total,8.88
ERI,2013,Female,4.13
ERI,2013,Male,10.78
ERI,2013,Total,8.62
ERI,2014,Female,4.14
ERI,2014,Male,10.82
ERI,2014,Total,8.65
ERI,2015,Female,4.07
ERI,2015,Male,10.64
ERI,2015,Total,8.51
ERI,2016,Female,3.97
ERI,2016,Male,10.39
ERI,2016,Total,8.31
ERI,2017,Female,3.85
ERI,2017,Male,10.07
ERI,2017,Total,8.06
ERI,2018,Female,3.81
ERI,2018,Male,9.97
ERI,2018,Total,7.98
ERI,2019,Female,3.81
ERI,2019,Male,9.97
ERI,2019,Total,7.98
ERI,2020,Female,3.37
ERI,2020,Male,8.81
ERI,2020,Total,7.06
EST,2000,Female,7.34
EST,2000,Male,21.1
EST,2000,Total,14.3
EST,2001,Female,7.34
EST,2001,Male,21.1
EST,2001,Total,14.3
EST,2002,Female,7.73
EST,2002,Male,22.31
EST,2002,Total,15.09
EST,2003,Female,8.55
EST,2003,Male,24.84
EST,2003,Total,16.74
EST,2004,Female,9.21
EST,2004,Male,26.9
EST,2004,Total,18.08
EST,2005,Female,10.15
EST,2005,Male,29.84
EST,2005,Total,19.98
EST,2006,Female,10.42
EST,2006,Male,30.73
EST,2006,Total,20.55
EST,2007,Female,10.45
EST,2007,Male,30.87
EST,2007,Total,20.63
EST,2008,Female,9.98
EST,2008,Male,29.47
EST,2008,Total,19.72
EST,2009,Female,9.57
EST,2009,Male,28.23
EST,2009,Total,18.92
EST,2010,Female,9.42
EST,2010,Male,27.84
EST,2010,Total,18.67
EST,2011,Female,9.68
EST,2011,Male,28.72
EST,2011,Total,19.23
EST,2012,Female,10.06
EST,2012,Male,30.04
EST,2012,Total,20.07
EST,2013,Female,10.18
EST,2013,Male,30.51
EST,2013,Total,20.38
EST,2014,Female,10.12
EST,2014,Male,30.38
EST,2014,Total,20.29
EST,2015,Female,9.76
EST,2015,Male,29.3
EST,2015,Total,19.6
EST,2016,Female,9.09
EST,2016,Male,27.21
EST,2016,Total,18.25
EST,2017,Female,8.15
EST,2017,Male,24.28
EST,2017,Total,16.35
EST,2018,Female,7.51
EST,2018,Male,22.29
EST,2018,Total,15.07
EST,2019,Female,7.51
EST,2019,Male,22.29
EST,2019,Total,15.07
EST,2020,Female,7.15
EST,2020,Male,21.2
EST,2020,Total,14.39
SWZ,2000,Female,15.82
SWZ,2000,Male,41.48
SWZ,2000,Total,31.51
SWZ,2001,Female,15.82
SWZ,2001,Male,41.48
SWZ,2001,Total,31.51
SWZ,2002,Female,15.79
SWZ,2002,Male,41.42
SWZ,2002,Total,31.48
SWZ,2003,Female,14.95
SWZ,2003,Male,39.03
SWZ,2003,Total,29.78
SWZ,2004,Female,14.82
SWZ,2004,Male,38.67
SWZ,2004,Total,29.53
SWZ,2005,Female,14.29
SWZ,2005,Male,37.18
SWZ,2005,Total,28.46
SWZ,2006,Female,14.25
SWZ,2006,Male,37.1
SWZ,2006,Total,28.4
SWZ,2007,Female,14.0
SWZ,2007,Male,36.4
SWZ,2007,Total,27.91
SWZ,2008,Female,13.7
SWZ,2008,Male,35.59
SWZ,2008,Total,27.34
SWZ,2009,Female,13.06
SWZ,2009,Male,33.88
SWZ,2009,Total,26.13
SWZ,2010,Female,12.83
SWZ,2010,Male,33.29
SWZ,2010,Total,25.73
SWZ,2011,Female,12.42
SWZ,2011,Male,32.21
SWZ,2011,Total,24.98
SWZ,2012,Female,12.99
SWZ,2012,Male,33.87
SWZ,2012,Total,26.22
SWZ,2013,Female,13.16
SWZ,2013,Male,34.39
SWZ,2013,Total,26.64
SWZ,2014,Female,13.16
SWZ,2014,Male,34.47
SWZ,2014,Total,26.73
SWZ,2015,Female,12.76
SWZ,2015,Male,33.45
SWZ,2015,Total,26.02
SWZ,2016,Female,12.69
SWZ,2016,Male,33.34
SWZ,2016,Total,25.97
SWZ,2017,Female,12.9
SWZ,2017,Male,34.03
SWZ,2017,Total,26.51
SWZ,2018,Female,12.85
SWZ,2018,Male,34.01
SWZ,2018,Total,26.52
SWZ,2019,Female,12.85
SWZ,2019,Male,34.01
SWZ,2019,Total,26.52
SWZ,2020,Female,11.41
SWZ,2020,Male,30.15
SWZ,2020,Total,23.69
ETH,2000,Female,3.52
ETH,2000,Male,9.15
ETH,2000,Total,7.36
ETH,2001,Female,3.52
ETH,2001,Male,9.15
ETH,2001,Total,7.36
ETH,2002,Female,3.38
ETH,2002,Male,8.79
ETH,2002,Total,7.08
ETH,2003,Female,3.37
ETH,2003,Male,8.78
ETH,2003,Total,7.07
ETH,2004,Female,3.57
ETH,2004,Male,9.29
ETH,2004,Total,7.49
ETH,2005,Female,4.05
ETH,2005,Male,10.54
ETH,2005,Total,8.49
ETH,2006,Female,4.25
ETH,2006,Male,11.06
ETH,2006,Total,8.91
ETH,2007,Female,4.44
ETH,2007,Male,11.53
ETH,2007,Total,9.29
ETH,2008,Female,4.4
ETH,2008,Male,11.43
ETH,2008,Total,9.21
ETH,2009,Female,4.56
ETH,2009,Male,11.83
ETH,2009,Total,9.53
ETH,2010,Female,4.75
ETH,2010,Male,12.34
ETH,2010,Total,9.94
ETH,2011,Female,5.08
ETH,2011,Male,13.19
ETH,2011,Total,10.62
ETH,2012,Female,5.42
ETH,2012,Male,14.07
ETH,2012,Total,11.32
ETH,2013,Female,5.78
ETH,2013,Male,14.99
ETH,2013,Total,12.06
ETH,2014,Female,6.14
ETH,2014,Male,15.92
ETH,2014,Total,12.81
ETH,2015,Female,6.65
ETH,2015,Male,17.26
ETH,2015,Total,13.87
ETH,2016,Female,7.15
ETH,2016,Male,18.56
ETH,2016,Total,14.9
ETH,2017,Female,7.75
ETH,2017,Male,20.14
ETH,2017,Total,16.16
ETH,2018,Female,8.26
ETH,2018,Male,21.47
ETH,2018,Total,17.21
ETH,2019,Female,8.26
ETH,2019,Male,21.47
ETH,2019,Total,17.21
ETH,2020,Female,7.69
ETH,2020,Male,20.01
ETH,2020,Total,16.06
FJI,2000,Female,4.45
FJI,2000,Male,11.54
FJI,2000,Total,9.15
FJI,2001,Female,4.45
FJI,2001,Male,11.54
FJI,2001,Total,9.15
FJI,2002,Female,4.36
FJI,2002,Male,11.32
FJI,2002,Total,8.98
FJI,2003,Female,4.47
FJI,2003,Male,11.6
FJI,2003,Total,9.2
FJI,2004,Female,4.56
FJI,2004,Male,11.83
FJI,2004,Total,9.38
FJI,2005,Female,4.75
FJI,2005,Male,12.33
FJI,2005,Total,9.77
FJI,2006,Female,4.96
FJI,2006,Male,12.89
FJI,2006,Total,10.21
FJI,2007,Female,5.13
FJI,2007,Male,13.35
FJI,2007,Total,10.57
FJI,2008,Female,5.22
FJI,2008,Male,13.59
FJI,2008,Total,10.76
FJI,2009,Female,4.94
FJI,2009,Male,12.88
FJI,2009,Total,10.2
FJI,2010,Female,4.9
FJI,2010,Male,12.79
FJI,2010,Total,10.13
FJI,2011,Female,4.83
FJI,2011,Male,12.6
FJI,2011,Total,9.97
FJI,2012,Female,5.0
FJI,2012,Male,13.07
