Cause,AreaCode,Sex,Deaths,LitresPerCapita,Population
RatePer100kCancer,BRB,Both,187.5,9.47,229.917
RatePer100kCancer,BRB,Female,173.1,3.91,121.172
RatePer100kCancer,BRB,Male,208.7,15.67,108.748
RatePer100kCancer,BLR,Both,159.7,10.9,7833.906
RatePer100kCancer,BLR,Female,110.0,4.89,4259.038
RatePer100kCancer,BLR,Male,241.3,18.19,3574.868
RatePer100kCancer,BEL,Both,153.7,10.28,9549.768
RatePer100kCancer,BEL,Female,123.4,4.65,4878.579
RatePer100kCancer,BEL,Male,192.3,16.16,4671.188
RatePer100kCancer,BLZ,Both,124.4,5.71,272.332
RatePer100kCancer,BLZ,Female,105.8,2.38,135.841
RatePer100kCancer,BLZ,Male,142.2,9.04,136.493
RatePer100kCancer,BEN,Both,143.5,8.35,7269.907
RatePer100kCancer,BEN,Female,129.3,3.27,3663.989
RatePer100kCancer,BEN,Male,170.1,13.52,3605.916
RatePer100kCancer,BTN,Both,114.1,0.2,580.015
RatePer100kCancer,BTN,Female,109.4,0.063,265.456
RatePer100kCancer,BTN,Male,118.1,0.32,314.562
RatePer100kCancer,BOL,Both,135.2,4.1,8018.582
RatePer100kCancer,BOL,Female,143.4,1.9,4002.748
RatePer100kCancer,BOL,Male,128.2,6.3,4015.83
RatePer100kCancer,BIH,Both,183.9,6.38,2887.727
RatePer100kCancer,BIH,Female,135.3,2.23,1534.3
RatePer100kCancer,BIH,Male,246.6,10.75,1353.429
RatePer100kCancer,BWA,Both,98.9,8.16,1556.204
RatePer100kCancer,BWA,Female,83.98,2.81,784.013
RatePer100kCancer,BWA,Male,125.9,13.82,772.192
RatePer100kCancer,BRA,Both,137.8,7.67,163765.729
RatePer100kCancer,BRA,Female,117.9,3.27,83764.11899999999
RatePer100kCancer,BRA,Male,166.1,12.32,80001.607
RatePer100kCancer,BRN,Both,180.9,0.41,345.529
RatePer100kCancer,BRN,Female,197.3,0.14,160.665
RatePer100kCancer,BRN,Male,165.3,0.66,184.861
RatePer100kCancer,BGR,Both,161.5,11.92,5971.906
RatePer100kCancer,BGR,Female,126.4,4.91,3105.245
RatePer100kCancer,BGR,Male,210.3,19.51,2866.6639999999998
RatePer100kCancer,BFA,Both,149.1,9.81,11633.303
RatePer100kCancer,BFA,Female,158.9,3.31,5935.601
RatePer100kCancer,BFA,Male,145.1,16.59,5697.701
RatePer100kCancer,BDI,Both,177.7,4.13,6452.752
RatePer100kCancer,BDI,Female,186.0,1.54,3283.5280000000002
RatePer100kCancer,BDI,Male,173.0,6.81,3169.221
RatePer100kCancer,CPV,Both,174.2,6.27,368.226
RatePer100kCancer,CPV,Female,135.6,2.63,182.141
RatePer100kCancer,CPV,Male,235.5,10.01,186.087
RatePer100kCancer,KHM,Both,150.7,8.48,11318.757
RatePer100kCancer,KHM,Female,127.7,3.43,5900.521
RatePer100kCancer,KHM,Male,185.9,13.8,5418.239
RatePer100kCancer,CMR,Both,113.8,10.1,14603.842
RatePer100kCancer,CMR,Female,118.6,4.14,7374.331
RatePer100kCancer,CMR,Male,114.1,16.18,7229.511
RatePer100kCancer,CAN,Both,143.5,9.9,31743.916999999998
RatePer100kCancer,CAN,Female,128.0,4.34,16062.712
RatePer100kCancer,CAN,Male,163.3,15.59,15681.204
RatePer100kCancer,CAF,Both,116.4,1.99,2520.804
RatePer100kCancer,CAF,Female,124.3,0.79,1331.358
RatePer100kCancer,CAF,Male,115.7,3.2,1189.449
RatePer100kCancer,TCD,Both,115.3,3.73,8655.945
RatePer100kCancer,TCD,Female,125.5,1.2,4358.13
RatePer100kCancer,TCD,Male,106.9,6.3,4297.819
RatePer100kCancer,CHL,Both,139.7,6.75,15607.204
RatePer100kCancer,CHL,Female,119.0,3.09,7888.219
RatePer100kCancer,CHL,Male,169.9,10.51,7718.982
RatePer100kCancer,CHN,Both,179.6,5.73,1164475.504
RatePer100kCancer,CHN,Female,121.9,2.28,576088.603
RatePer100kCancer,CHN,Male,246.3,9.09,588386.903
RatePer100kCancer,COL,Both,112.4,4.92,38866.97
RatePer100kCancer,COL,Female,104.3,1.91,19840.13
RatePer100kCancer,COL,Male,123.9,8.06,19026.838
RatePer100kCancer,COM,Both,116.4,0.25,483.249
RatePer100kCancer,COM,Female,131.1,0.057,242.202
RatePer100kCancer,COM,Male,103.2,0.45,241.044
RatePer100kCancer,COG,Both,81.56,6.4,3260.915
RatePer100kCancer,COG,Female,74.81,2.72,1639.498
RatePer100kCancer,COG,Male,97.08,10.13,1621.416
RatePer100kCancer,CRI,Both,111.9,3.45,3943.185
RatePer100kCancer,CRI,Female,98.3,1.3,2008.435
RatePer100kCancer,CRI,Male,128.9,5.62,1934.749
RatePer100kCancer,CIV,Both,126.0,2.8,16267.972
RatePer100kCancer,CIV,Female,137.5,0.95,7921.0560000000005
RatePer100kCancer,CIV,Male,117.2,4.61,8346.914
RatePer100kCancer,HRV,Both,199.0,8.54,3406.9249999999997
RatePer100kCancer,HRV,Female,147.4,3.68,1784.931
RatePer100kCancer,HRV,Male,273.8,13.79,1621.992
RatePer100kCancer,CUB,Both,173.2,6.01,9415.823
RatePer100kCancer,CUB,Female,138.0,2.34,4788.602
RatePer100kCancer,CUB,Male,215.4,9.77,4627.215
RatePer100kCancer,CYP,Both,109.9,8.05,1081.727
RatePer100kCancer,CYP,Female,87.6,3.43,538.357
RatePer100kCancer,CYP,Male,138.3,12.7,543.37
RatePer100kCancer,CZE,Both,173.4,13.29,8875.45
RatePer100kCancer,CZE,Female,136.4,5.84,4534.5779999999995
RatePer100kCancer,CZE,Male,223.6,21.09,4340.874
RatePer100kCancer,PRK,Both,157.7,4.29,21059.593
RatePer100kCancer,PRK,Female,126.2,1.73,10782.187
RatePer100kCancer,PRK,Male,206.4,6.97,10277.405
RatePer100kCancer,COD,Both,132.9,2.12,50212.340000000004
RatePer100kCancer,COD,Female,130.5,0.86,25499.989
RatePer100kCancer,COD,Male,140.5,3.41,24712.349000000002
RatePer100kCancer,DNK,Both,169.3,9.4,4859.357
RatePer100kCancer,DNK,Female,150.0,4.29,2456.513
RatePer100kCancer,DNK,Male,194.7,14.64,2402.841
RatePer100kCancer,DJI,Both,95.52,0.4,744.945
RatePer100kCancer,DJI,Female,112.4,0.098,378.505
RatePer100kCancer,DJI,Male,80.22,0.72,366.444
RatePer100kCancer,DOM,Both,144.2,6.76,7849.813
RatePer100kCancer,DOM,Female,133.4,2.82,3975.894
RatePer100kCancer,DOM,Male,158.3,10.7,3873.92
RatePer100kCancer,ECU,Both,119.8,3.26,12682.634
RatePer100kCancer,ECU,Female,116.2,1.49,6397.755
RatePer100kCancer,ECU,Male,125.9,5.05,6284.8769999999995
RatePer100kCancer,EGY,Both,161.5,0.15,71262.459
RatePer100kCancer,EGY,Female,137.3,0.035,35528.111
RatePer100kCancer,EGY,Male,190.8,0.26,35734.354
RatePer100kCancer,SLV,Both,91.56,3.28,4562.525
RatePer100kCancer,SLV,Female,92.49,1.32,2459.448
RatePer100kCancer,SLV,Male,90.44,5.56,2103.08
RatePer100kCancer,GNQ,Both,114.9,6.94,1035.758
RatePer100kCancer,GNQ,Female,116.8,2.79,470.72499999999997
RatePer100kCancer,GNQ,Male,120.7,10.42,565.032
RatePer100kCancer,ERI,Both,116.4,1.23,1912.005
RatePer100kCancer,ERI,Female,136.8,0.37,985.537
RatePer100kCancer,ERI,Male,95.03,2.15,926.465
RatePer100kCancer,EST,Both,175.8,11.26,1108.758
RatePer100kCancer,EST,Female,130.0,5.11,593.409
RatePer100kCancer,EST,Male,259.6,18.4,515.352
RatePer100kCancer,SWZ,Both,131.4,8.09,765.533
RatePer100kCancer,SWZ,Female,145.5,2.73,394.882
RatePer100kCancer,SWZ,Male,127.0,13.66,370.654
RatePer100kCancer,ETH,Both,112.4,3.36,68446.215
RatePer100kCancer,ETH,Female,139.6,1.04,34495.164
RatePer100kCancer,ETH,Male,83.21,5.71,33951.051
RatePer100kCancer,FJI,Both,141.1,3.45,653.037
RatePer100kCancer,FJI,Female,161.9,1.16,330.192
RatePer100kCancer,FJI,Male,122.1,5.74,322.844
RatePer100kCancer,FIN,Both,127.8,9.16,4645.117
RatePer100kCancer,FIN,Female,108.4,4.14,2367.511
RatePer100kCancer,FIN,Male,154.1,14.38,2277.611
RatePer100kCancer,FRA,Both,166.7,11.3,54155.325
RatePer100kCancer,FRA,Female,125.5,5.14,28246.936999999998
RatePer100kCancer,FRA,Male,218.2,18.04,25908.388
RatePer100kCancer,GAB,Both,117.2,7.33,1433.743
RatePer100kCancer,GAB,Female,112.9,2.94,696.992
RatePer100kCancer,GAB,Male,129.7,11.46,736.749
RatePer100kCancer,GMB,Both,80.7,1.11,1414.539
RatePer100kCancer,GMB,Female,65.23,0.34,718.414
RatePer100kCancer,GMB,Male,97.37,1.91,696.129
RatePer100kCancer,GEO,Both,133.0,14.33,3006.884
RatePer100kCancer,GEO,Female,97.21,5.86,1645.649
RatePer100kCancer,GEO,Male,185.0,24.31,1361.239
RatePer100kCancer,DEU,Both,153.8,12.22,72142.83
RatePer100kCancer,DEU,Female,125.1,5.49,36746.308
RatePer100kCancer,DEU,Male,191.2,19.22,35396.523
RatePer100kCancer,GHA,Both,134.8,4.55,19520.811
RatePer100kCancer,GHA,Female,131.2,1.75,9837.911
RatePer100kCancer,GHA,Male,142.6,7.41,9682.899
RatePer100kCancer,GRC,Both,159.5,7.12,9186.284
RatePer100kCancer,GRC,Female,115.5,3.12,4784.479
RatePer100kCancer,GRC,Male,212.8,11.34,4401.804
RatePer100kCancer,GRD,Both,208.7,8.06,91.383
RatePer100kCancer,GRD,Female,177.6,3.31,45.507999999999996
RatePer100kCancer,GRD,Male,253.4,12.84,45.877
RatePer100kCancer,GTM,Both,110.5,1.63,11228.55
RatePer100kCancer,GTM,Female,109.4,0.63,5716.077
RatePer100kCancer,GTM,Male,112.4,2.67,5512.472
RatePer100kCancer,GIN,Both,128.1,0.47,7507.003
RatePer100kCancer,GIN,Female,126.0,0.13,3888.5519999999997
RatePer100kCancer,GIN,Male,133.7,0.83,3618.45
RatePer100kCancer,GNB,Both,125.8,4.14,1162.339
RatePer100kCancer,GNB,Female,131.6,1.4,599.495
RatePer100kCancer,GNB,Male,125.2,7.07,562.849
RatePer100kCancer,GUY,Both,129.1,5.35,571.391
RatePer100kCancer,GUY,Female,133.1,2.19,294.975
RatePer100kCancer,GUY,Male,128.0,8.71,276.414
RatePer100kCancer,HTI,Both,168.0,3.45,7447.965
RatePer100kCancer,HTI,Female,157.2,1.4,3782.429
RatePer100kCancer,HTI,Male,184.7,5.57,3665.544
RatePer100kCancer,HND,Both,121.5,3.17,6698.103
RatePer100kCancer,HND,Female,116.8,1.22,3348.448
RatePer100kCancer,HND,Male,130.0,5.1,3349.6549999999997
RatePer100kCancer,HUN,Both,218.9,10.6,8348.799
RatePer100kCancer,HUN,Female,169.4,4.68,4400.679
RatePer100kCancer,HUN,Male,291.8,17.22,3948.123
RatePer100kCancer,ISL,Both,141.2,8.07,292.626
RatePer100kCancer,ISL,Female,129.8,3.7,142.645
RatePer100kCancer,ISL,Male,156.2,12.28,149.986
RatePer100kCancer,IND,Both,107.2,4.92,1016321.205
RatePer100kCancer,IND,Female,103.0,1.56,493792.266
RatePer100kCancer,IND,Male,112.3,8.1,522528.941
RatePer100kCancer,IDN,Both,125.9,0.11,201391.576
RatePer100kCancer,IDN,Female,112.9,0.027,100950.48300000001
RatePer100kCancer,IDN,Male,142.9,0.19,100441.096
RatePer100kCancer,IRN,Both,118.1,0.7,66234.921
RatePer100kCancer,IRN,Female,96.68,0.15,32616.401
RatePer100kCancer,IRN,Male,137.0,1.25,33618.522
RatePer100kCancer,IRQ,Both,98.23,0.24,25163.845
RatePer100kCancer,IRQ,Female,87.18,0.061,12750.066
RatePer100kCancer,IRQ,Male,113.4,0.43,12413.78
RatePer100kCancer,IRL,Both,153.9,11.7,3926.436
RatePer100kCancer,IRL,Female,135.8,5.58,1998.536
RatePer100kCancer,IRL,Male,176.3,18.06,1927.899
RatePer100kCancer,ISR,Both,136.5,3.01,6222.604
RatePer100kCancer,ISR,Female,119.5,1.28,3171.619
RatePer100kCancer,ISR,Male,158.0,4.78,3050.987
RatePer100kCancer,ITA,Both,142.2,7.97,52298.848999999995
RatePer100kCancer,ITA,Female,114.1,3.54,27001.207000000002
RatePer100kCancer,ITA,Male,179.1,12.72,25297.645
RatePer100kCancer,JAM,Both,189.1,3.6,2226.776
RatePer100kCancer,JAM,Female,174.2,1.44,1131.526
RatePer100kCancer,JAM,Male,205.2,5.83,1095.251
RatePer100kCancer,JPN,Both,129.9,6.68,111031.064
RatePer100kCancer,JPN,Female,97.76,2.89,57175.537
RatePer100kCancer,JPN,Male,171.9,10.74,53855.529
RatePer100kCancer,JOR,Both,139.4,0.31,7120.015
RatePer100kCancer,JOR,Female,120.7,0.072,3397.022
RatePer100kCancer,JOR,Male,162.0,0.52,3722.998
RatePer100kCancer,KAZ,Both,156.8,4.52,13636.155
RatePer100kCancer,KAZ,Female,121.7,1.43,7206.807
RatePer100kCancer,KAZ,Male,214.2,8.06,6429.349
RatePer100kCancer,KEN,Both,194.4,2.87,30788.828
RatePer100kCancer,KEN,Female,200.2,1.0,15569.702000000001
RatePer100kCancer,KEN,Male,195.4,4.78,15219.126
RatePer100kCancer,KIR,Both,236.5,0.76,80.381
RatePer100kCancer,KIR,Female,239.2,0.26,42.489
RatePer100kCancer,KIR,Male,238.7,1.31,37.893
RatePer100kCancer,KWT,Both,118.2,0.0,3519.214
RatePer100kCancer,KWT,Female,137.5,0.0,1283.693
RatePer100kCancer,KWT,Male,106.0,0.0,2235.521
RatePer100kCancer,KGZ,Both,128.8,4.95,4376.389
RatePer100kCancer,KGZ,Female,107.4,1.47,2245.301
RatePer100kCancer,KGZ,Male,162.5,8.7,2131.088
RatePer100kCancer,LAO,Both,175.4,11.52,4927.323
RatePer100kCancer,LAO,Female,143.8,4.85,2463.817
RatePer100kCancer,LAO,Male,213.0,18.15,2463.51
RatePer100kCancer,LVA,Both,194.6,13.09,1609.128
RatePer100kCancer,LVA,Female,143.0,5.99,883.3580000000001
RatePer100kCancer,LVA,Male,289.3,21.73,725.772
RatePer100kCancer,LBN,Both,187.7,1.48,4177.424
RatePer100kCancer,LBN,Female,169.5,0.4,2185.58
RatePer100kCancer,LBN,Male,211.4,2.65,1991.843
RatePer100kCancer,LSO,Both,132.5,4.54,1412.434
RatePer100kCancer,LSO,Female,133.3,1.43,737.961
RatePer100kCancer,LSO,Male,146.1,7.79,674.475
RatePer100kCancer,LBR,Both,135.7,3.64,2939.626
RatePer100kCancer,LBR,Female,140.4,1.43,1490.202
RatePer100kCancer,LBR,Male,134.2,5.94,1449.424
RatePer100kCancer,LBY,Both,105.0,0.008,4873.854
RatePer100kCancer,LBY,Female,83.17,0.002,2398.542
RatePer100kCancer,LBY,Male,132.1,0.015,2475.314
RatePer100kCancer,LTU,Both,190.8,11.79,2372.721
RatePer100kCancer,LTU,Female,138.5,5.39,1288.993
RatePer100kCancer,LTU,Male,282.1,19.34,1083.73
RatePer100kCancer,LUX,Both,147.1,11.53,520.818
RatePer100kCancer,LUX,Female,122.7,5.44,259.795
RatePer100kCancer,LUX,Male,176.7,17.6,261.022
RatePer100kCancer,MDG,Both,128.2,1.02,16748.017
RatePer100kCancer,MDG,Female,139.3,0.35,8398.624
RatePer100kCancer,MDG,Male,118.1,1.69,8349.393
RatePer100kCancer,MWI,Both,196.5,3.24,10717.457
RatePer100kCancer,MWI,Female,220.4,1.16,5587.527
RatePer100kCancer,MWI,Male,169.9,5.52,5129.932
RatePer100kCancer,MYS,Both,132.9,0.76,25256.307
RatePer100kCancer,MYS,Female,122.5,0.21,11910.652
RatePer100kCancer,MYS,Male,144.0,1.29,13345.653
RatePer100kCancer,MDV,Both,106.4,1.43,382.037
RatePer100kCancer,MDV,Female,85.42,0.27,140.198
RatePer100kCancer,MDV,Male,124.9,2.22,241.845
RatePer100kCancer,MLI,Both,161.7,4.35,11043.866
RatePer100kCancer,MLI,Female,176.2,1.22,5476.6759999999995
RatePer100kCancer,MLI,Male,147.3,7.42,5567.188999999999
RatePer100kCancer,MLT,Both,140.1,8.52,435.697
RatePer100kCancer,MLT,Female,117.2,3.79,212.276
RatePer100kCancer,MLT,Male,168.9,13.03,223.426
RatePer100kCancer,MRT,Both,114.9,0.0,2502.643
RatePer100kCancer,MRT,Female,119.3,0.0,1310.868
RatePer100kCancer,MRT,Male,113.7,0.0,1191.778
RatePer100kCancer,MUS,Both,110.4,7.52,1069.248
RatePer100kCancer,MUS,Female,101.8,2.75,531.838
RatePer100kCancer,MUS,Male,124.9,12.45,537.411
RatePer100kCancer,MEX,Both,94.62,5.72,92628.495
RatePer100kCancer,MEX,Female,89.45,2.3,48295.902
RatePer100kCancer,MEX,Male,102.0,9.38,44332.593
RatePer100kCancer,FSM,Both,214.6,2.12,73.815
RatePer100kCancer,FSM,Female,204.4,0.72,37.525
RatePer100kCancer,FSM,Male,234.6,3.53,36.293
RatePer100kCancer,MNG,Both,262.4,7.93,2187.978
RatePer100kCancer,MNG,Female,200.0,3.35,1110.617
RatePer100kCancer,MNG,Male,345.2,12.71,1077.361
RatePer100kCancer,MAR,Both,130.8,0.49,26350.094
RatePer100kCancer,MAR,Female,106.3,0.11,13118.726
RatePer100kCancer,MAR,Male,161.7,0.86,13231.373
RatePer100kCancer,MOZ,Both,144.4,2.03,16350.799
RatePer100kCancer,MOZ,Female,150.3,0.68,8686.418
RatePer100kCancer,MOZ,Male,140.1,3.48,7664.384
RatePer100kCancer,MMR,Both,144.7,2.12,39283.608
RatePer100kCancer,MMR,Female,125.1,0.77,19885.464
RatePer100kCancer,MMR,Male,173.7,3.5,19398.148
RatePer100kCancer,NAM,Both,120.3,5.93,1670.455
RatePer100kCancer,NAM,Female,100.6,2.0,867.712
RatePer100kCancer,NAM,Male,156.2,10.27,802.742
RatePer100kCancer,NPL,Both,120.1,1.36,19622.783
RatePer100kCancer,NPL,Female,128.8,0.48,10525.236
RatePer100kCancer,NPL,Male,108.1,2.4,9097.547
RatePer100kCancer,NLD,Both,169.0,9.3,14767.656
RatePer100kCancer,NLD,Female,146.8,4.23,7488.404
RatePer100kCancer,NLD,Male,197.8,14.51,7279.251
RatePer100kCancer,NZL,Both,154.2,9.89,4033.13
RatePer100kCancer,NZL,Female,137.0,4.66,2048.285
RatePer100kCancer,NZL,Male,175.1,15.36,1984.846
RatePer100kCancer,NIC,Both,112.1,4.17,4487.557
RatePer100kCancer,NIC,Female,99.79,1.64,2312.042
RatePer100kCancer,NIC,Male,130.1,6.84,2175.5190000000002
RatePer100kCancer,NER,Both,96.17,0.13,11858.881
RatePer100kCancer,NER,Female,99.55,0.034,5844.978
RatePer100kCancer,NER,Male,94.1,0.23,6013.9039999999995
RatePer100kCancer,NGA,Both,103.8,4.21,118931.701
RatePer100kCancer,NGA,Female,111.7,1.37,59055.3
RatePer100kCancer,NGA,Male,97.13,7.02,59876.4
RatePer100kCancer,MKD,Both,200.6,4.62,1570.45
RatePer100kCancer,MKD,Female,152.1,1.63,811.617
RatePer100kCancer,MKD,Male,259.4,7.66,758.832
RatePer100kCancer,NOR,Both,141.8,6.8,4415.2119999999995
RatePer100kCancer,NOR,Female,124.1,3.09,2198.248
RatePer100kCancer,NOR,Male,165.6,10.49,2216.968
RatePer100kCancer,OMN,Both,88.61,0.88,3490.015
RatePer100kCancer,OMN,Female,81.68,0.17,1128.619
RatePer100kCancer,OMN,Male,97.13,1.21,2361.397
RatePer100kCancer,PAK,Both,116.3,0.1,142891.94
RatePer100kCancer,PAK,Female,113.1,0.028,70076.529
RatePer100kCancer,PAK,Male,119.3,0.18,72815.415
RatePer100kCancer,PAN,Both,102.4,6.6,3102.245
RatePer100kCancer,PAN,Female,91.61,2.65,1562.175
RatePer100kCancer,PAN,Male,115.8,10.6,1540.071
RatePer100kCancer,PNG,Both,210.2,1.7,6245.656
RatePer100kCancer,PNG,Female,195.5,0.57,3032.828
RatePer100kCancer,PNG,Male,230.2,2.75,3212.828
RatePer100kCancer,PRY,Both,126.8,5.6,4606.2609999999995
RatePer100kCancer,PRY,Female,108.5,2.37,2308.1349999999998
RatePer100kCancer,PRY,Male,148.4,8.85,2298.128
RatePer100kCancer,PER,Both,144.7,7.45,24042.444
RatePer100kCancer,PER,Female,138.6,3.46,12141.928
RatePer100kCancer,PER,Male,155.1,11.58,11900.52
RatePer100kCancer,PHL,Both,116.6,6.18,76152.295
RatePer100kCancer,PHL,Female,109.1,2.4,38468.701
RatePer100kCancer,PHL,Male,133.7,9.92,37683.598
RatePer100kCancer,POL,Both,199.3,11.63,32330.564
RatePer100kCancer,POL,Female,153.9,5.15,16806.277
RatePer100kCancer,POL,Male,266.2,18.67,15524.291
RatePer100kCancer,PRT,Both,156.3,10.45,8943.581
RatePer100kCancer,PRT,Female,107.3,4.81,4751.8949999999995
RatePer100kCancer,PRT,Male,220.6,16.89,4191.683
RatePer100kCancer,QAT,Both,101.9,1.15,2390.663
RatePer100kCancer,QAT,Female,122.4,0.26,547.719
RatePer100kCancer,QAT,Male,100.2,1.4,1842.95
RatePer100kCancer,KOR,Both,127.6,8.19,45343.247
RatePer100kCancer,KOR,Female,85.54,3.63,22764.874
RatePer100kCancer,KOR,Male,185.6,12.79,22578.374
RatePer100kCancer,MDA,Both,160.6,11.36,2496.916
RatePer100kCancer,MDA,Female,112.8,5.09,1370.994
RatePer100kCancer,MDA,Male,229.6,18.49,1125.922
RatePer100kCancer,ROU,Both,189.8,16.99,16372.693
RatePer100kCancer,ROU,Female,140.4,7.51,8526.677
RatePer100kCancer,ROU,Male,255.8,27.3,7846.012
RatePer100kCancer,RUS,Both,173.7,10.42,120685.512
RatePer100kCancer,RUS,Female,130.7,4.17,65902.392
RatePer100kCancer,RUS,Male,248.3,17.95,54783.12
RatePer100kCancer,RWA,Both,161.5,1.88,7708.735
RatePer100kCancer,RWA,Female,162.2,0.69,4038.717
RatePer100kCancer,RWA,Male,169.1,3.18,3670.018
RatePer100kCancer,LCA,Both,136.7,9.47,143.769
RatePer100kCancer,LCA,Female,100.9,3.94,72.842
RatePer100kCancer,LCA,Male,174.2,15.15,70.929
RatePer100kCancer,VCT,Both,174.9,7.16,80.769
RatePer100kCancer,VCT,Female,158.5,2.84,39.22
RatePer100kCancer,VCT,Male,193.2,11.26,41.553
RatePer100kCancer,WSM,Both,180.9,2.39,129.103
RatePer100kCancer,WSM,Female,171.6,0.81,64.714
RatePer100kCancer,WSM,Male,203.3,3.93,64.391
RatePer100kCancer,STP,Both,114.7,5.01,127.02799999999999
RatePer100kCancer,STP,Female,99.56,2.09,63.983
RatePer100kCancer,STP,Male,137.1,7.95,63.046
RatePer100kCancer,SAU,Both,65.44,0.0,22625.752
RatePer100kCancer,SAU,Female,63.49,0.0,8009.462
RatePer100kCancer,SAU,Male,69.45,0.0,14616.291
RatePer100kCancer,SEN,Both,139.2,0.41,9671.2
RatePer100kCancer,SEN,Female,142.6,0.11,4859.102
RatePer100kCancer,SEN,Male,137.5,0.73,4812.096
RatePer100kCancer,SYC,Both,216.6,11.99,93.256
RatePer100kCancer,SYC,Female,165.1,4.72,41.445
RatePer100kCancer,SYC,Male,288.5,18.41,51.812
RatePer100kCancer,SLE,Both,119.3,0.26,4623.621
RatePer100kCancer,SLE,Female,123.9,0.066,2335.732
RatePer100kCancer,SLE,Male,119.5,0.47,2287.893
RatePer100kCancer,SGP,Both,122.3,1.87,4977.1359999999995
RatePer100kCancer,SGP,Female,103.8,0.8,2400.092
RatePer100kCancer,SGP,Male,146.1,2.85,2577.04
RatePer100kCancer,SVK,Both,212.0,10.48,4589.745
RatePer100kCancer,SVK,Female,151.5,4.61,2369.33
RatePer100kCancer,SVK,Male,307.7,16.74,2220.414
RatePer100kCancer,SVN,Both,181.3,10.98,1768.684
RatePer100kCancer,SVN,Female,137.5,4.69,887.956
RatePer100kCancer,SVN,Male,239.3,17.33,880.729
RatePer100kCancer,SLB,Both,112.4,1.62,446.247
RatePer100kCancer,SLB,Female,108.8,0.55,219.261
RatePer100kCancer,SLB,Male,116.5,2.65,226.989
RatePer100kCancer,SOM,Both,159.0,0.0,8474.280999999999
RatePer100kCancer,SOM,Female,191.5,0.0,4277.21
RatePer100kCancer,SOM,Male,125.3,0.0,4197.076
RatePer100kCancer,ZAF,Both,179.8,8.77,43242.921
RatePer100kCancer,ZAF,Female,152.8,2.93,22604.396
RatePer100kCancer,ZAF,Male,230.9,15.2,20638.525
RatePer100kCancer,ESP,Both,137.6,10.91,40581.315
RatePer100kCancer,ESP,Female,98.1,4.92,20810.189
RatePer100kCancer,ESP,Male,187.0,17.26,19771.131
RatePer100kCancer,LKA,Both,96.5,2.83,17109.448
RatePer100kCancer,LKA,Female,76.47,1.02,8946.803
RatePer100kCancer,LKA,Male,123.0,4.83,8162.649
RatePer100kCancer,SDN,Both,103.2,0.005,26563.731
RatePer100kCancer,SDN,Female,110.3,0.001,13568.498
RatePer100kCancer,SDN,Male,96.5,0.009,12995.231
RatePer100kCancer,SUR,Both,163.2,6.63,441.216
RatePer100kCancer,SUR,Female,133.3,2.57,221.006
RatePer100kCancer,SUR,Male,208.0,10.77,220.209
RatePer100kCancer,SWE,Both,131.2,9.3,8451.836
RatePer100kCancer,SWE,Female,118.9,4.18,4222.661
RatePer100kCancer,SWE,Male,148.2,14.42,4229.181
RatePer100kCancer,CHE,Both,130.6,10.4,7288.217
RatePer100kCancer,CHE,Female,108.1,4.77,3696.181
RatePer100kCancer,CHE,Male,159.2,16.19,3592.035
RatePer100kCancer,SYR,Both,164.9,0.2,13004.899
RatePer100kCancer,SYR,Female,154.2,0.044,6593.937
RatePer100kCancer,SYR,Male,178.9,0.36,6410.963
RatePer100kCancer,TJK,Both,96.35,0.87,6068.67
RatePer100kCancer,TJK,Female,84.31,0.24,3136.026
RatePer100kCancer,TJK,Male,110.2,1.5,2932.643
RatePer100kCancer,THA,Both,155.5,7.85,59684.312
RatePer100kCancer,THA,Female,126.2,3.04,30752.594
RatePer100kCancer,THA,Male,191.5,13.01,28931.715
RatePer100kCancer,TLS,Both,93.99,0.4,825.0939999999999
RatePer100kCancer,TLS,Female,88.57,0.15,410.057
RatePer100kCancer,TLS,Male,100.8,0.65,415.041
RatePer100kCancer,TGO,Both,120.2,1.42,4999.415
RatePer100kCancer,TGO,Female,121.2,0.52,2493.58
RatePer100kCancer,TGO,Male,121.3,2.31,2505.834
RatePer100kCancer,TON,Both,207.1,0.38,67.641
RatePer100kCancer,TON,Female,159.6,0.13,35.766
RatePer100kCancer,TON,Male,263.2,0.64,31.876
RatePer100kCancer,TTO,Both,154.3,6.06,1205.171
RatePer100kCancer,TTO,Female,133.5,2.42,611.535
RatePer100kCancer,TTO,Male,185.9,9.86,593.636
RatePer100kCancer,TUN,Both,108.1,2.01,8893.075
RatePer100kCancer,TUN,Female,80.47,0.49,4541.702
RatePer100kCancer,TUN,Male,141.0,3.61,4351.372
RatePer100kCancer,TKM,Both,126.7,2.93,4703.612
RatePer100kCancer,TKM,Female,114.2,0.84,2447.629
RatePer100kCancer,TKM,Male,144.5,5.12,2255.985
RatePer100kCancer,TUR,Both,185.3,1.82,65757.985
RatePer100kCancer,TUR,Female,119.2,0.44,33072.52
RatePer100kCancer,TUR,Male,271.2,3.21,32685.468
RatePer100kCancer,UGA,Both,171.3,12.21,23321.595
RatePer100kCancer,UGA,Female,170.4,4.88,11918.057999999999
RatePer100kCancer,UGA,Male,181.1,19.93,11403.535
RatePer100kCancer,UKR,Both,171.6,8.7,38046.784
RatePer100kCancer,UKR,Female,126.5,3.82,20653.65
RatePer100kCancer,UKR,Male,245.8,14.57,17393.134
