Cause,AreaCode,Sex,Deaths,LitresPerCapita,Population
LiverCirrhosisNumber,AFG,Both,126.90025097711606,0.016,20981.063000000002
LiverCirrhosisNumber,AFG,Female,47.26651059555541,0.004,10501.977
LiverCirrhosisNumber,AFG,Male,79.63374038156053,0.029,10479.081
LiverCirrhosisNumber,AGO,Both,1121.6639934163204,6.17,17770.089
LiverCirrhosisNumber,AGO,Female,214.09558735519755,2.71,9097.117
LiverCirrhosisNumber,AGO,Male,907.5684060611236,9.82,8672.976
LiverCirrhosisNumber,ALB,Both,110.918078743244,5.11,2373.087
LiverCirrhosisNumber,ALB,Female,28.899756776034813,1.88,1211.954
LiverCirrhosisNumber,ALB,Male,82.01832196720919,8.36,1161.13
LiverCirrhosisNumber,AND,Both,5.377267884817602,11.05,65.987
LiverCirrhosisNumber,AND,Female,1.1608390928143704,5.0,32.452
LiverCirrhosisNumber,AND,Male,4.21642879200324,16.94,33.538
LiverCirrhosisNumber,ARE,Both,21.929098571846996,2.37,7816.491
LiverCirrhosisNumber,ARE,Female,2.906637367079151,0.41,2558.022
LiverCirrhosisNumber,ARE,Male,19.02246120476785,3.08,5258.473
LiverCirrhosisNumber,ARG,Both,1988.5017702481452,8.04,34136.078
LiverCirrhosisNumber,ARG,Female,298.7563774524777,3.71,17395.831000000002
LiverCirrhosisNumber,ARG,Male,1689.745392795667,12.56,16740.248
LiverCirrhosisNumber,ARM,Both,269.5031853118079,4.98,2314.45
LiverCirrhosisNumber,ARM,Female,75.13436007364716,2.15,1282.318
LiverCirrhosisNumber,ARM,Male,194.36882523816075,8.67,1032.127
LiverCirrhosisNumber,ATG,Both,5.519112075404074,8.51,73.634
LiverCirrhosisNumber,ATG,Female,1.1960497951783415,3.63,39.201
LiverCirrhosisNumber,ATG,Male,4.3230622802257335,14.02,34.438
LiverCirrhosisNumber,AUS,Both,418.9134265339065,10.09,20727.342
LiverCirrhosisNumber,AUS,Female,49.08411927365008,4.74,10526.72
LiverCirrhosisNumber,AUS,Male,369.8293072602565,15.62,10200.626
LiverCirrhosisNumber,AUT,Both,725.5058965133813,11.97,7599.999
LiverCirrhosisNumber,AUT,Female,163.97724066637528,5.46,3890.1440000000002
LiverCirrhosisNumber,AUT,Male,561.5286558470062,18.81,3709.86
LiverCirrhosisNumber,AZE,Both,1059.1771095367942,1.97,7729.785
LiverCirrhosisNumber,AZE,Female,350.539764554645,0.54,4039.747
LiverCirrhosisNumber,AZE,Male,708.6373449821497,3.51,3690.037
LiverCirrhosisNumber,BDI,Both,388.75689150781176,4.13,6452.752
LiverCirrhosisNumber,BDI,Female,74.91530622939221,1.54,3283.5280000000002
LiverCirrhosisNumber,BDI,Male,313.8415852784195,6.81,3169.221
LiverCirrhosisNumber,BEL,Both,699.2951734104957,10.28,9549.768
LiverCirrhosisNumber,BEL,Female,163.59546848219244,4.65,4878.579
LiverCirrhosisNumber,BEL,Male,535.6997049283032,16.16,4671.188
LiverCirrhosisNumber,BEN,Both,294.5411485274523,8.35,7269.907
LiverCirrhosisNumber,BEN,Female,59.88345334923458,3.27,3663.989
LiverCirrhosisNumber,BEN,Male,234.65769517821755,13.52,3605.916
LiverCirrhosisNumber,BFA,Both,596.726794276409,9.81,11633.303
LiverCirrhosisNumber,BFA,Female,116.88500444043994,3.31,5935.601
LiverCirrhosisNumber,BFA,Male,479.8417898359687,16.59,5697.701
LiverCirrhosisNumber,BGD,Both,6594.610608098423,0.005,116303.01400000001
LiverCirrhosisNumber,BGD,Female,1777.427098648251,0.001,60024.854
LiverCirrhosisNumber,BGD,Male,4817.183509450171,0.009,56278.163
LiverCirrhosisNumber,BGR,Both,1336.6715131358933,11.92,5971.906
LiverCirrhosisNumber,BGR,Female,220.71970791483116,4.91,3105.245
LiverCirrhosisNumber,BGR,Male,1115.9518052210628,19.51,2866.6639999999998
LiverCirrhosisNumber,BHR,Both,6.066698902122949,1.58,1187.041
LiverCirrhosisNumber,BHR,Female,0.9447074456107832,0.34,410.979
LiverCirrhosisNumber,BHR,Male,5.12199145651217,2.23,776.064
LiverCirrhosisNumber,BHS,Both,25.151463648410783,4.39,316.336
LiverCirrhosisNumber,BHS,Female,4.878313475403537,1.87,166.428
LiverCirrhosisNumber,BHS,Male,20.273150173007227,7.2,149.907
LiverCirrhosisNumber,BIH,Both,273.7227312552636,6.38,2887.727
LiverCirrhosisNumber,BIH,Female,60.26426717856883,2.23,1534.3
LiverCirrhosisNumber,BIH,Male,213.45846407669453,10.75,1353.429
LiverCirrhosisNumber,BLR,Both,875.7505181393482,10.9,7833.906
LiverCirrhosisNumber,BLR,Female,264.67813458706485,4.89,4259.038
LiverCirrhosisNumber,BLR,Male,611.0723835522837,18.19,3574.868
LiverCirrhosisNumber,BLZ,Both,24.765707142769227,5.71,272.332
LiverCirrhosisNumber,BLZ,Female,5.080090413837346,2.38,135.841
LiverCirrhosisNumber,BLZ,Male,19.68561672893188,9.04,136.493
LiverCirrhosisNumber,BOL,Both,1218.1138358481985,4.1,8018.582
LiverCirrhosisNumber,BOL,Female,261.3687231731509,1.9,4002.748
LiverCirrhosisNumber,BOL,Male,956.7451126750492,6.3,4015.83
LiverCirrhosisNumber,BRA,Both,11485.002111688293,7.67,163765.729
LiverCirrhosisNumber,BRA,Female,2057.647700322539,3.27,83764.11899999999
LiverCirrhosisNumber,BRA,Male,9427.354411365744,12.32,80001.607
LiverCirrhosisNumber,BRB,Both,16.11877940660167,9.47,229.917
LiverCirrhosisNumber,BRB,Female,2.6653674404046304,3.91,121.172
LiverCirrhosisNumber,BRB,Male,13.45341196619705,15.67,108.748
LiverCirrhosisNumber,BRN,Both,6.787918573840111,0.41,345.529
LiverCirrhosisNumber,BRN,Female,1.601850750208916,0.14,160.665
LiverCirrhosisNumber,BRN,Male,5.186067823631197,0.66,184.861
LiverCirrhosisNumber,BTN,Both,39.04070732212723,0.2,580.015
LiverCirrhosisNumber,BTN,Female,8.130014069048004,0.063,265.456
LiverCirrhosisNumber,BTN,Male,30.910693253079245,0.32,314.562
LiverCirrhosisNumber,BWA,Both,54.9410631644614,8.16,1556.204
LiverCirrhosisNumber,BWA,Female,12.06911617280575,2.81,784.013
LiverCirrhosisNumber,BWA,Male,42.8719469916556,13.82,772.192
LiverCirrhosisNumber,CAF,Both,335.5594326200903,1.99,2520.804
LiverCirrhosisNumber,CAF,Female,55.43836112398377,0.79,1331.358
LiverCirrhosisNumber,CAF,Male,280.1210714961065,3.2,1189.449
LiverCirrhosisNumber,CAN,Both,877.2318235386074,9.9,31743.916999999998
LiverCirrhosisNumber,CAN,Female,167.52239224671632,4.34,16062.712
LiverCirrhosisNumber,CAN,Male,709.709431291891,15.59,15681.204
LiverCirrhosisNumber,CHE,Both,325.86646290389035,10.4,7288.217
LiverCirrhosisNumber,CHE,Female,80.7343372442593,4.77,3696.181
LiverCirrhosisNumber,CHE,Male,245.1321256596308,16.19,3592.035
LiverCirrhosisNumber,CHL,Both,1282.0687537758906,6.75,15607.204
LiverCirrhosisNumber,CHL,Female,219.3466759259445,3.09,7888.219
LiverCirrhosisNumber,CHL,Male,1062.7220778499468,10.51,7718.982
LiverCirrhosisNumber,CHN,Both,12978.100777121035,5.73,1164475.504
LiverCirrhosisNumber,CHN,Female,1583.27955563121,2.28,576088.603
LiverCirrhosisNumber,CHN,Male,11394.82122148983,9.09,588386.903
LiverCirrhosisNumber,CIV,Both,775.8107718552202,2.8,16267.972
LiverCirrhosisNumber,CIV,Female,117.08384319018624,0.95,7921.0560000000005
LiverCirrhosisNumber,CIV,Male,658.7269286650328,4.61,8346.914
LiverCirrhosisNumber,CMR,Both,749.3304596923911,10.1,14603.842
LiverCirrhosisNumber,CMR,Female,128.4045434035136,4.14,7374.331
LiverCirrhosisNumber,CMR,Male,620.9259162888777,16.18,7229.511
LiverCirrhosisNumber,COD,Both,3218.854191408699,2.12,50212.340000000004
LiverCirrhosisNumber,COD,Female,382.9745225924136,0.86,25499.989
LiverCirrhosisNumber,COD,Male,2835.8796688162865,3.41,24712.349000000002
LiverCirrhosisNumber,COG,Both,252.11223411428688,6.4,3260.915
LiverCirrhosisNumber,COG,Female,52.83279894530803,2.72,1639.498
LiverCirrhosisNumber,COG,Male,199.2794351689791,10.13,1621.416
LiverCirrhosisNumber,COK,Both,0.0796149713307069,10.56,12.122
LiverCirrhosisNumber,COK,Female,0.0015933244444697,4.02,6.265
LiverCirrhosisNumber,COK,Male,0.0780216468862371,17.88,5.863
LiverCirrhosisNumber,COL,Both,1109.437315549319,4.92,38866.97
LiverCirrhosisNumber,COL,Female,291.51638957781165,1.91,19840.13
LiverCirrhosisNumber,COL,Male,817.9209259715077,8.06,19026.838
LiverCirrhosisNumber,COM,Both,25.20327835657852,0.25,483.249
LiverCirrhosisNumber,COM,Female,7.347963918556912,0.057,242.202
LiverCirrhosisNumber,COM,Male,17.85531443802162,0.45,241.044
LiverCirrhosisNumber,CPV,Both,21.84367307076984,6.27,368.226
LiverCirrhosisNumber,CPV,Female,3.5722207015979475,2.63,182.141
LiverCirrhosisNumber,CPV,Male,18.271452369171897,10.01,186.087
LiverCirrhosisNumber,CRI,Both,291.8900392537897,3.45,3943.185
LiverCirrhosisNumber,CRI,Female,60.87499376667967,1.3,2008.435
LiverCirrhosisNumber,CRI,Male,231.01504548710997,5.62,1934.749
LiverCirrhosisNumber,CUB,Both,928.42727237102,6.01,9415.823
LiverCirrhosisNumber,CUB,Female,145.9907539506182,2.34,4788.602
LiverCirrhosisNumber,CUB,Male,782.4365184204034,9.77,4627.215
LiverCirrhosisNumber,CYP,Both,49.526515804505685,8.05,1081.727
LiverCirrhosisNumber,CYP,Female,11.902970956105335,3.43,538.357
LiverCirrhosisNumber,CYP,Male,37.62354484840034,12.7,543.37
LiverCirrhosisNumber,CZE,Both,1185.6086927917584,13.29,8875.45
LiverCirrhosisNumber,CZE,Female,305.1283022968782,5.84,4534.5779999999995
LiverCirrhosisNumber,CZE,Male,880.4803904948803,21.09,4340.874
LiverCirrhosisNumber,DEU,Both,7901.419152611779,12.22,72142.83
LiverCirrhosisNumber,DEU,Female,1931.2285447582103,5.49,36746.308
LiverCirrhosisNumber,DEU,Male,5970.190607853566,19.22,35396.523
LiverCirrhosisNumber,DJI,Both,42.28165026551437,0.4,744.945
LiverCirrhosisNumber,DJI,Female,7.762135009469842,0.098,378.505
LiverCirrhosisNumber,DJI,Male,34.51951525604449,0.72,366.444
LiverCirrhosisNumber,DMA,Both,4.081784250696857,6.1,54.856
LiverCirrhosisNumber,DMA,Female,0.9266268462514164,2.44,27.272
LiverCirrhosisNumber,DMA,Male,3.155157404445444,9.76,27.585
LiverCirrhosisNumber,DNK,Both,353.1029032446199,9.4,4859.357
LiverCirrhosisNumber,DNK,Female,84.7282484879274,4.29,2456.513
LiverCirrhosisNumber,DNK,Male,268.3746547566926,14.64,2402.841
LiverCirrhosisNumber,DOM,Both,975.713949780658,6.76,7849.813
LiverCirrhosisNumber,DOM,Female,222.89663359366008,2.82,3975.894
LiverCirrhosisNumber,DOM,Male,752.8173161869971,10.7,3873.92
LiverCirrhosisNumber,DZA,Both,169.64246125501555,0.61,30029.437
LiverCirrhosisNumber,DZA,Female,39.185312961393926,0.14,14684.341999999999
LiverCirrhosisNumber,DZA,Male,130.45714829362183,1.07,15345.096
LiverCirrhosisNumber,ECU,Both,1240.7864023947952,3.26,12682.634
LiverCirrhosisNumber,ECU,Female,256.1884212717674,1.49,6397.755
LiverCirrhosisNumber,ECU,Male,984.5979811230296,5.05,6284.8769999999995
LiverCirrhosisNumber,EGY,Both,1309.6885251354988,0.15,71262.459
LiverCirrhosisNumber,EGY,Female,305.1933192700266,0.035,35528.111
LiverCirrhosisNumber,EGY,Male,1004.4952058654712,0.26,35734.354
LiverCirrhosisNumber,ERI,Both,258.1911956626151,1.23,1912.005
LiverCirrhosisNumber,ERI,Female,66.30266195204335,0.37,985.537
LiverCirrhosisNumber,ERI,Male,191.88853371057155,2.15,926.465
LiverCirrhosisNumber,ESP,Both,2867.0688076661704,10.91,40581.315
LiverCirrhosisNumber,ESP,Female,564.4009619611605,4.92,20810.189
LiverCirrhosisNumber,ESP,Male,2302.667845705009,17.26,19771.131
LiverCirrhosisNumber,EST,Both,138.9262800975482,11.26,1108.758
LiverCirrhosisNumber,EST,Female,28.59771059463923,5.11,593.409
LiverCirrhosisNumber,EST,Male,110.32856950290902,18.4,515.352
LiverCirrhosisNumber,ETH,Both,2549.031873098745,3.36,68446.215
LiverCirrhosisNumber,ETH,Female,543.7804936313399,1.04,34495.164
LiverCirrhosisNumber,ETH,Male,2005.2513794674069,5.71,33951.051
LiverCirrhosisNumber,FIN,Both,470.297146991848,9.16,4645.117
LiverCirrhosisNumber,FIN,Female,105.42248336276556,4.14,2367.511
LiverCirrhosisNumber,FIN,Male,364.8746636290825,14.38,2277.611
LiverCirrhosisNumber,FJI,Both,10.38709531187044,3.45,653.037
LiverCirrhosisNumber,FJI,Female,1.5571180146608945,1.16,330.192
LiverCirrhosisNumber,FJI,Male,8.82997729720952,5.74,322.844
LiverCirrhosisNumber,FRA,Both,4026.122382737749,11.3,54155.325
LiverCirrhosisNumber,FRA,Female,888.0359237509537,5.14,28246.936999999998
LiverCirrhosisNumber,FRA,Male,3138.0864589867933,18.04,25908.388
LiverCirrhosisNumber,FSM,Both,2.8144521519983785,2.12,73.815
LiverCirrhosisNumber,FSM,Female,0.3085986960727238,0.72,37.525
LiverCirrhosisNumber,FSM,Male,2.505853455925655,3.53,36.293
LiverCirrhosisNumber,GAB,Both,91.69872820783353,7.33,1433.743
LiverCirrhosisNumber,GAB,Female,12.551347870349309,2.94,696.992
LiverCirrhosisNumber,GAB,Male,79.14738033748422,11.46,736.749
LiverCirrhosisNumber,GBR,Both,4340.956306859305,10.82,55016.115
LiverCirrhosisNumber,GBR,Female,1204.4609141513367,4.94,28223.102
LiverCirrhosisNumber,GBR,Male,3136.49539270797,16.95,26793.009
LiverCirrhosisNumber,GEO,Both,579.9674858986367,14.33,3006.884
LiverCirrhosisNumber,GEO,Female,90.55302198497408,5.86,1645.649
LiverCirrhosisNumber,GEO,Male,489.41446391366287,24.31,1361.239
LiverCirrhosisNumber,GHA,Both,959.393305037962,4.55,19520.811
LiverCirrhosisNumber,GHA,Female,316.1922169360016,1.75,9837.911
LiverCirrhosisNumber,GHA,Male,643.2010881019598,7.41,9682.899
LiverCirrhosisNumber,GIN,Both,360.16985223790607,0.47,7507.003
LiverCirrhosisNumber,GIN,Female,78.34158477824731,0.13,3888.5519999999997
LiverCirrhosisNumber,GIN,Male,281.8282674596592,0.83,3618.45
LiverCirrhosisNumber,GMB,Both,54.68310007300434,1.11,1414.539
LiverCirrhosisNumber,GMB,Female,9.56874200848958,0.34,718.414
LiverCirrhosisNumber,GMB,Male,45.11435806451478,1.91,696.129
LiverCirrhosisNumber,GNB,Both,68.87775688745621,4.14,1162.339
LiverCirrhosisNumber,GNB,Female,14.358382910777282,1.4,599.495
LiverCirrhosisNumber,GNB,Male,54.51937397667899,7.07,562.849
LiverCirrhosisNumber,GNQ,Both,27.18602695291079,6.94,1035.758
LiverCirrhosisNumber,GNQ,Female,4.835736515728562,2.79,470.72499999999997
LiverCirrhosisNumber,GNQ,Male,22.350290437182256,10.42,565.032
LiverCirrhosisNumber,GRC,Both,470.9037050990498,7.12,9186.284
LiverCirrhosisNumber,GRC,Female,106.35386395030731,3.12,4784.479
LiverCirrhosisNumber,GRC,Male,364.5498411487421,11.34,4401.804
LiverCirrhosisNumber,GRD,Both,7.114046705873821,8.06,91.383
LiverCirrhosisNumber,GRD,Female,1.2987046192337095,3.31,45.507999999999996
LiverCirrhosisNumber,GRD,Male,5.815342086640116,12.84,45.877
LiverCirrhosisNumber,GTM,Both,1581.2028113031724,1.63,11228.55
LiverCirrhosisNumber,GTM,Female,317.1402967870483,0.63,5716.077
LiverCirrhosisNumber,GTM,Male,1264.0625145161237,2.67,5512.472
LiverCirrhosisNumber,GUY,Both,98.65645810551422,5.35,571.391
LiverCirrhosisNumber,GUY,Female,15.387730977184006,2.19,294.975
LiverCirrhosisNumber,GUY,Male,83.26872712833021,8.71,276.414
LiverCirrhosisNumber,HND,Both,671.7897168555824,3.17,6698.103
LiverCirrhosisNumber,HND,Female,143.48975629154913,1.22,3348.448
LiverCirrhosisNumber,HND,Male,528.2999605640348,5.1,3349.6549999999997
LiverCirrhosisNumber,HRV,Both,493.446421789617,8.54,3406.9249999999997
LiverCirrhosisNumber,HRV,Female,92.05925601930252,3.68,1784.931
LiverCirrhosisNumber,HRV,Male,401.3871657703143,13.79,1621.992
LiverCirrhosisNumber,HTI,Both,1014.030426364023,3.45,7447.965
LiverCirrhosisNumber,HTI,Female,289.9919804997396,1.4,3782.429
LiverCirrhosisNumber,HTI,Male,724.0384458642841,5.57,3665.544
LiverCirrhosisNumber,HUN,Both,1684.573700055787,10.6,8348.799
LiverCirrhosisNumber,HUN,Female,427.1462864197088,4.68,4400.679
LiverCirrhosisNumber,HUN,Male,1257.4274136360782,17.22,3948.123
LiverCirrhosisNumber,IDN,Both,16616.112829049296,0.11,201391.576
LiverCirrhosisNumber,IDN,Female,5467.427490991279,0.027,100950.48300000001
LiverCirrhosisNumber,IDN,Male,11148.685338058029,0.19,100441.096
LiverCirrhosisNumber,IND,Both,86732.36614957842,4.92,1016321.205
LiverCirrhosisNumber,IND,Female,16028.32392086792,1.56,493792.266
LiverCirrhosisNumber,IND,Male,70704.04222871055,8.1,522528.941
LiverCirrhosisNumber,IRL,Both,133.27711558252665,11.7,3926.436
LiverCirrhosisNumber,IRL,Female,32.9360085562807,5.58,1998.536
LiverCirrhosisNumber,IRL,Male,100.34110702624606,18.06,1927.899
LiverCirrhosisNumber,IRN,Both,558.0131656214321,0.7,66234.921
LiverCirrhosisNumber,IRN,Female,95.18361445111788,0.15,32616.401
LiverCirrhosisNumber,IRN,Male,462.8295511703132,1.25,33618.522
LiverCirrhosisNumber,IRQ,Both,135.82154893944738,0.24,25163.845
LiverCirrhosisNumber,IRQ,Female,24.650928283044035,0.061,12750.066
LiverCirrhosisNumber,IRQ,Male,111.1706206564034,0.43,12413.78
LiverCirrhosisNumber,ISL,Both,4.541956444869243,8.07,292.626
LiverCirrhosisNumber,ISL,Female,1.1159803191150186,3.7,142.645
LiverCirrhosisNumber,ISL,Male,3.4259761257542216,12.28,149.986
LiverCirrhosisNumber,ISR,Both,189.3608836338729,3.01,6222.604
LiverCirrhosisNumber,ISR,Female,55.74775707925223,1.28,3171.619
LiverCirrhosisNumber,ISR,Male,133.61312655462046,4.78,3050.987
LiverCirrhosisNumber,ITA,Both,2423.4841246669484,7.97,52298.848999999995
LiverCirrhosisNumber,ITA,Female,639.6814357058454,3.54,27001.207000000002
LiverCirrhosisNumber,ITA,Male,1783.8026889611026,12.72,25297.645
LiverCirrhosisNumber,JAM,Both,58.05954723171331,3.6,2226.776
LiverCirrhosisNumber,JAM,Female,13.141177002404342,1.44,1131.526
LiverCirrhosisNumber,JAM,Male,44.91837022930899,5.83,1095.251
LiverCirrhosisNumber,JOR,Both,20.686923370504733,0.31,7120.015
LiverCirrhosisNumber,JOR,Female,4.204131558683043,0.072,3397.022
LiverCirrhosisNumber,JOR,Male,16.48279181182169,0.52,3722.998
LiverCirrhosisNumber,JPN,Both,7186.334427227488,6.68,111031.064
LiverCirrhosisNumber,JPN,Female,1729.205339026381,2.89,57175.537
LiverCirrhosisNumber,JPN,Male,5457.129088201104,10.74,53855.529
LiverCirrhosisNumber,KAZ,Both,2857.869454585514,4.52,13636.155
LiverCirrhosisNumber,KAZ,Female,870.0682916648877,1.43,7206.807
LiverCirrhosisNumber,KAZ,Male,1987.8011629206285,8.06,6429.349
LiverCirrhosisNumber,KEN,Both,1858.8591059323564,2.87,30788.828
LiverCirrhosisNumber,KEN,Female,528.0223262931986,1.0,15569.702000000001
LiverCirrhosisNumber,KEN,Male,1330.8367796391574,4.78,15219.126
LiverCirrhosisNumber,KGZ,Both,684.2397346494661,4.95,4376.389
LiverCirrhosisNumber,KGZ,Female,168.99803176633617,1.47,2245.301
LiverCirrhosisNumber,KGZ,Male,515.2417028831297,8.7,2131.088
LiverCirrhosisNumber,KHM,Both,1476.5036902226852,8.48,11318.757
LiverCirrhosisNumber,KHM,Female,421.2150835411183,3.43,5900.521
LiverCirrhosisNumber,KHM,Male,1055.288606681565,13.8,5418.239
LiverCirrhosisNumber,KIR,Both,2.9272182464821173,0.76,80.381
LiverCirrhosisNumber,KIR,Female,0.4727143575811118,0.26,42.489
LiverCirrhosisNumber,KIR,Male,2.4545038889010087,1.31,37.893
LiverCirrhosisNumber,KNA,Both,4.958625356992506,6.34,37.882
LiverCirrhosisNumber,KNA,Female,0.6114921382945739,2.66,19.662
LiverCirrhosisNumber,KNA,Male,4.347133218697934,10.28,18.226
LiverCirrhosisNumber,KOR,Both,3654.057610053229,8.19,45343.247
LiverCirrhosisNumber,KOR,Female,744.8434704871793,3.63,22764.874
LiverCirrhosisNumber,KOR,Male,2909.214139566049,12.79,22578.374
LiverCirrhosisNumber,KWT,Both,7.436561062145387,0.0,3519.214
LiverCirrhosisNumber,KWT,Female,0.7310276198603676,0.0,1283.693
LiverCirrhosisNumber,KWT,Male,6.705533442285031,0.0,2235.521
LiverCirrhosisNumber,LAO,Both,290.9992669872535,11.52,4927.323
LiverCirrhosisNumber,LAO,Female,63.932359521031294,4.85,2463.817
LiverCirrhosisNumber,LAO,Male,227.06690746622223,18.15,2463.51
LiverCirrhosisNumber,LBN,Both,31.950814992603203,1.48,4177.424
LiverCirrhosisNumber,LBN,Female,6.657896249395828,0.4,2185.58
LiverCirrhosisNumber,LBN,Male,25.29291874320737,2.65,1991.843
LiverCirrhosisNumber,LBR,Both,141.7244021641204,3.64,2939.626
LiverCirrhosisNumber,LBR,Female,27.65529668533433,1.43,1490.202
LiverCirrhosisNumber,LBR,Male,114.06910547878606,5.94,1449.424
LiverCirrhosisNumber,LBY,Both,39.77903370635729,0.008,4873.854
LiverCirrhosisNumber,LBY,Female,9.601287024140012,0.002,2398.542
LiverCirrhosisNumber,LBY,Male,30.177746682217272,0.015,2475.314
LiverCirrhosisNumber,LCA,Both,14.330940269443364,9.47,143.769
LiverCirrhosisNumber,LCA,Female,2.9957756400575177,3.94,72.842
LiverCirrhosisNumber,LCA,Male,11.335164629385847,15.15,70.929
LiverCirrhosisNumber,LKA,Both,809.3370352629368,2.83,17109.448
LiverCirrhosisNumber,LKA,Female,128.966115939337,1.02,8946.803
LiverCirrhosisNumber,LKA,Male,680.3709193236006,4.83,8162.649
LiverCirrhosisNumber,LSO,Both,95.080612967895,4.54,1412.434
LiverCirrhosisNumber,LSO,Female,21.442352433333163,1.43,737.961
LiverCirrhosisNumber,LSO,Male,73.63826053456195,7.79,674.475
LiverCirrhosisNumber,LTU,Both,314.1729804038558,11.79,2372.721
LiverCirrhosisNumber,LTU,Female,61.64877822227764,5.39,1288.993
LiverCirrhosisNumber,LTU,Male,252.52420218157832,19.34,1083.73
LiverCirrhosisNumber,LUX,Both,36.62551830267216,11.53,520.818
LiverCirrhosisNumber,LUX,Female,9.118960978175092,5.44,259.795
LiverCirrhosisNumber,LUX,Male,27.506557324497045,17.6,261.022
LiverCirrhosisNumber,LVA,Both,192.3703502131688,13.09,1609.128
LiverCirrhosisNumber,LVA,Female,52.94638388949873,5.99,883.3580000000001
LiverCirrhosisNumber,LVA,Male,139.42396632367013,21.73,725.772
LiverCirrhosisNumber,MAR,Both,232.53126999513617,0.49,26350.094
LiverCirrhosisNumber,MAR,Female,52.94210001071568,0.11,13118.726
LiverCirrhosisNumber,MAR,Male,179.58916998442032,0.86,13231.373
LiverCirrhosisNumber,MDA,Both,1198.4607589183324,11.36,2496.916
LiverCirrhosisNumber,MDA,Female,422.14184747209146,5.09,1370.994
LiverCirrhosisNumber,MDA,Male,776.3189114462413,18.49,1125.922
LiverCirrhosisNumber,MDG,Both,697.5778446842938,1.02,16748.017
LiverCirrhosisNumber,MDG,Female,182.0550731160851,0.35,8398.624
LiverCirrhosisNumber,MDG,Male,515.5227715682084,1.69,8349.393
LiverCirrhosisNumber,MDV,Both,5.662515460709164,1.43,382.037
LiverCirrhosisNumber,MDV,Female,1.1781203167162078,0.27,140.198
LiverCirrhosisNumber,MDV,Male,4.484395143992964,2.22,241.845
LiverCirrhosisNumber,MEX,Both,14376.55618623254,5.72,92628.495
LiverCirrhosisNumber,MEX,Female,1542.8040028582668,2.3,48295.902
LiverCirrhosisNumber,MEX,Male,12833.752183374285,9.38,44332.593
LiverCirrhosisNumber,MKD,Both,119.91363797170364,4.62,1570.45
LiverCirrhosisNumber,MKD,Female,24.48617702814688,1.63,811.617
LiverCirrhosisNumber,MKD,Male,95.4274609435568,7.66,758.832
LiverCirrhosisNumber,MLI,Both,490.85790417391945,4.35,11043.866
LiverCirrhosisNumber,MLI,Female,105.18455563762024,1.22,5476.6759999999995
LiverCirrhosisNumber,MLI,Male,385.6733485362991,7.42,5567.188999999999
LiverCirrhosisNumber,MLT,Both,14.761795601488528,8.52,435.697
LiverCirrhosisNumber,MLT,Female,3.315030681924304,3.79,212.276
LiverCirrhosisNumber,MLT,Male,11.446764919564227,13.03,223.426
LiverCirrhosisNumber,MMR,Both,2855.1828447933544,2.12,39283.608
LiverCirrhosisNumber,MMR,Female,269.3074621622835,0.77,19885.464
LiverCirrhosisNumber,MMR,Male,2585.875382631068,3.5,19398.148
LiverCirrhosisNumber,MNE,Both,30.61044465595814,10.34,499.017
LiverCirrhosisNumber,MNE,Female,5.475291062698064,4.31,262.571
LiverCirrhosisNumber,MNE,Male,25.135153593260043,16.86,236.444
LiverCirrhosisNumber,MNG,Both,338.69398060219567,7.93,2187.978
LiverCirrhosisNumber,MNG,Female,118.05555134618356,3.35,1110.617
LiverCirrhosisNumber,MNG,Male,220.63842925601227,12.71,1077.361
LiverCirrhosisNumber,MOZ,Both,485.82895997605857,2.03,16350.799
LiverCirrhosisNumber,MOZ,Female,110.8301344495584,0.68,8686.418
LiverCirrhosisNumber,MOZ,Male,374.99882552650007,3.48,7664.384
LiverCirrhosisNumber,MRT,Both,81.32075740627442,0.0,2502.643
LiverCirrhosisNumber,MRT,Female,20.774105518607453,0.0,1310.868
LiverCirrhosisNumber,MRT,Male,60.54665188766702,0.0,1191.778
LiverCirrhosisNumber,MUS,Both,55.68225511038472,7.52,1069.248
LiverCirrhosisNumber,MUS,Female,7.446789885392244,2.75,531.838
LiverCirrhosisNumber,MUS,Male,48.23546522499241,12.45,537.411
LiverCirrhosisNumber,MWI,Both,689.1361647398672,3.24,10717.457
LiverCirrhosisNumber,MWI,Female,148.3633800751682,1.16,5587.527
LiverCirrhosisNumber,MWI,Male,540.772784664699,5.52,5129.932
LiverCirrhosisNumber,MYS,Both,1030.8781028455076,0.76,25256.307
LiverCirrhosisNumber,MYS,Female,219.86312004128655,0.21,11910.652
LiverCirrhosisNumber,MYS,Male,811.0149828042212,1.29,13345.653
LiverCirrhosisNumber,NAM,Both,89.04727782971615,5.93,1670.455
LiverCirrhosisNumber,NAM,Female,17.05074717525894,2.0,867.712
LiverCirrhosisNumber,NAM,Male,71.9965306544571,10.27,802.742
LiverCirrhosisNumber,NER,Both,533.6932999040167,0.13,11858.881
LiverCirrhosisNumber,NER,Female,122.14772654128971,0.034,5844.978
LiverCirrhosisNumber,NER,Male,411.5455733627272,0.23,6013.9039999999995
LiverCirrhosisNumber,NGA,Both,4672.511956946392,4.21,118931.701
LiverCirrhosisNumber,NGA,Female,1022.7489953767432,1.37,59055.3
LiverCirrhosisNumber,NGA,Male,3649.762961569651,7.02,59876.4
LiverCirrhosisNumber,NIC,Both,437.3044483911974,4.17,4487.557
